ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9A,AW9B,AW9C,AW19,AW20,AW21
940,838,1,2,1,1,,4,3,2,1,0,1,0,49,1,4,,,2,,1,3,0,1,2,2,1.313,5.207,20,2,,,,,,,,,,,,3,1,8
941,838,1,2,2,3,2,3,3,2,1,,,,27,3,99,9,,2,,1,2,0,2,1,2,0.827,1.587,55,1,4,5,2,,1,,2,2,3,1,3,2,,2
942,838,1,5,1,1,,2,1,0,1,0,1,0,30,3,5,,,2,,1,8,0,2,1,2,1.555,1.397,29,2,,,,,,,,,,,,8,2,8
943,838,1,2,1,3,1,2,2,1,1,,,,65,3,5,,,2,,1,3,0,1,2,2,0.492,1.114,26,1,4,5,8,,,8,8,1,3,1,3,3,8,4
944,838,1,2,1,1,,2,2,1,1,,,,64,1,4,,,2,,1,1,0,1,2,2,1.927,3.821,29,1,2,4,8,,,1,8,1,1,1,2,1,,4
945,838,1,2,1,1,,2,2,1,1,,,,38,3,9,,2,2,,1,3,0,2,1,2,1.119,2.011,27,1,3,5,2,,1,,2,2,1,1,2,3,1,2
946,838,1,2,1,1,,5,2,1,1,0,3,0,33,3,5,,,2,,1,1,0,1,1,2,1.63,2.928,29,2,,,,,,,,,,,,1,,2
947,838,1,2,1,3,1,2,2,1,1,,,,63,2,4,,,2,,1,3,0,1,1,2,0.733,1.408,55,1,4,5,1,1,,,1,1,3,3,1,3,2,2
948,838,1,2,1,1,,3,2,1,1,0,1,0,41,2,98,1,,2,,1,3,0,1,2,2,0.411,0.932,17,8,,,,,,,,,,,,3,8,7
949,838,2,4,1,3,1,1,,0,1,,,,79,2,1,,,2,,1,2,0,2,1,2,1.088,2.089,55,2,,,,,,,,,,,,2,,4
950,838,1,2,1,1,,2,2,1,1,,,,51,5,9,,2,2,,1,1,0,1,2,2,0.353,0.8,17,1,3,5,2,,2,,2,1,2,1,3,1,,4
951,838,1,3,1,1,,2,1,0,1,0,1,0,40,2,8,,,2,,1,2,0,2,1,2,0.595,0.571,17,1,2,5,2,,2,,2,8,2,1,1,2,,4
952,838,2,1,1,2,,2,2,2,0,,,,24,3,6,,,2,,1,1,0,1,1,2,1.118,2.008,20,1,3,3,0,,,1,8,1,1,1,2,1,,3
953,838,2,1,1,1,,2,2,0,2,,,,35,5,6,,,2,,1,2,0,2,1,2,0.493,0.945,17,2,,,,,,,,,,,,2,,4
954,838,1,5,1,1,,4,2,1,1,0,1,1,29,3,6,,,2,,1,1,1,2,1,4,0.375,0.771,49,1,3,5,1,1,,,2,1,3,3,3,1,,3
955,838,2,1,1,1,,1,,0,1,,,,28,4,7,,,2,,1,1,0,2,1,2,0.684,1.313,18,2,,,,,,,,,,,,1,,2
956,838,2,5,1,1,,3,3,2,1,,,,49,2,8,,,2,,1,3,0,2,2,2,0.56,1.11,20,1,3,5,0,,,2,3,1,1,1,1,3,1,4
957,838,1,2,1,1,,2,2,1,1,,,,39,4,9,,2,2,,1,1,0,2,1,2,0.493,0.945,17,1,3,5,1,2,,,1,1,2,2,3,1,,3
958,838,1,2,1,3,1,2,1,1,0,1,0,0,70,4,2,,,2,,2,2,0,1,1,4,1.608,1.609,6,1,3,5,2,,1,,2,2,1,1,1,2,,2
959,838,1,2,1,1,,4,2,1,1,0,2,0,40,5,9,,1,2,,1,1,1,1,1,4,0.474,0.948,6,1,3,5,2,,2,,2,1,2,1,2,1,,3
960,838,2,1,2,1,,2,2,2,0,,,,21,2,8,,,2,,1,3,0,1,2,4,0.457,0.984,32,2,,,,,,,,,,,,3,2,3
961,838,1,1,2,1,,6,4,3,1,1,1,0,22,3,9,,1,2,,1,3,1,1,1,4,0.27,1.109,49,2,,,,,,,,,,,,3,2,4
962,838,2,4,1,3,5,1,,0,1,,,,59,1,3,,,1,1,,2,0,2,1,4,2.815,5.633,6,1,3,1,2,,8,,1,7,3,1,3,2,,3
963,838,2,4,1,3,1,1,,0,1,,,,66,2,1,,,2,,1,2,0,2,1,4,0.531,1.091,8,2,,,,,,,,,,,,2,,2
964,838,1,2,1,1,,4,4,2,2,,,,50,5,9,,2,2,,1,3,0,1,1,4,0.491,2.016,49,1,4,5,2,,2,,2,1,2,1,2,3,8,3
965,838,1,1,2,1,,3,3,2,1,,,,23,4,1,,,2,,1,3,0,1,1,1,0.647,2.635,42,2,,,,,,,,,,,,3,1,2
966,838,1,4,1,3,1,1,,0,1,,,,88,6,1,,,2,,1,2,0,2,1,4,0.987,2.031,8,1,4,5,2,,1,,2,2,3,1,1,2,,4
967,838,1,5,1,1,,3,3,1,2,,,,40,5,7,,,2,,1,3,0,1,1,4,0.473,0.973,8,1,2,1,0,,,0,7,2,2,1,2,3,1,2
968,838,2,2,1,2,,2,2,1,1,,,,22,3,2,,,2,,1,1,0,1,1,4,1.078,2.158,6,2,,,,,,,,,,,,1,,4
969,838,1,5,1,1,,1,,1,0,,,,75,1,2,,,2,,2,2,0,1,1,4,4.483,4.485,6,1,4,5,2,,1,,2,1,4,1,4,2,,3
970,838,1,4,1,2,,2,2,1,1,,,,68,1,1,,,2,,1,2,0,2,1,4,1.397,2.873,16,1,4,1,2,,1,,2,7,3,1,1,2,,8
971,838,1,1,1,2,,2,2,1,1,,,,18,1,98,1,,2,,1,3,0,1,2,4,0.457,0.984,35,1,2,4,2,,1,,2,7,2,1,1,3,7,4
972,838,1,2,1,1,,3,2,1,1,1,0,0,55,5,9,,2,2,,2,3,2,1,1,4,0.784,1.567,6,1,4,3,2,,1,,2,2,1,1,1,3,1,4
973,838,1,2,1,2,,5,2,1,1,2,1,0,38,5,9,,1,2,,1,3,0,2,2,4,0.379,0.815,16,1,4,5,1,1,,,1,1,3,2,2,3,2,4
974,838,2,2,1,3,1,2,2,1,1,,,,69,1,1,,,2,,1,1,0,2,1,4,2.796,5.593,6,1,1,5,1,1,,,1,1,3,3,2,1,,5
975,838,2,1,2,2,,6,3,2,1,2,1,0,18,3,98,8,,2,,1,3,0,1,1,1,0.647,2.635,36,1,3,5,2,,1,,2,7,2,1,1,3,1,3
976,838,1,1,1,1,,2,2,1,1,,,,21,2,5,,,2,,1,1,0,2,1,4,2.457,4.915,53,2,,,,,,,,,,,,1,,4
977,838,1,2,1,1,,4,3,1,2,1,0,0,46,3,9,,2,2,,1,3,1,1,1,4,0.593,1.186,6,1,3,5,2,,1,,2,7,4,1,2,3,1,3
978,838,1,2,1,1,,3,3,2,1,,,,55,4,6,,,2,,1,1,0,1,1,1,0.662,2.695,36,1,3,5,1,1,,,1,1,2,2,1,1,,4
979,838,1,1,1,1,,2,2,1,1,,,,23,3,6,,,2,,1,1,0,1,1,1,0.647,1.317,36,1,3,5,1,1,,,1,1,3,1,3,1,,2
980,838,1,5,1,1,,1,,1,0,,,,46,4,7,,,2,,1,1,0,1,1,4,0.981,0.982,6,1,3,5,8,,,2,2,1,1,1,1,1,,3
981,838,1,4,1,3,1,9,,,,,,,84,1,99,9,,2,,2,2,0,1,1,1,2.69,2.739,36,1,4,5,2,,1,,2,2,1,1,3,2,,8
982,838,1,2,1,1,,5,3,1,2,2,0,0,46,4,9,,2,2,,1,3,0,1,1,1,0.589,1.199,34,1,4,5,2,,1,,2,2,3,1,2,3,1,2
983,838,2,5,1,2,,1,,0,1,,,,67,2,2,,,2,,2,2,0,2,1,4,1.509,3.018,6,1,4,5,2,,1,,2,2,1,1,1,2,,3
984,838,2,1,1,3,3,3,3,0,3,,,,21,3,1,,,2,,1,1,0,2,1,4,2.457,4.915,6,1,3,5,2,,2,,2,7,1,1,2,1,,3
985,838,2,1,1,1,,2,1,0,1,0,0,1,27,2,1,,,2,,1,1,0,2,1,4,1.502,1.501,6,2,,,,,,,,,,,,1,,7
986,838,2,2,1,1,,7,4,2,2,2,1,0,37,3,7,,,2,,1,2,0,2,1,4,1.08,4.322,6,1,3,5,2,,1,,2,1,1,1,2,2,,3
987,838,1,1,1,1,,3,3,2,1,,,,28,2,99,9,,2,,1,1,0,1,1,4,1.351,5.406,6,1,2,1,7,,,1,3,7,2,1,2,1,,3
988,838,1,5,1,3,5,1,,1,0,,,,67,5,3,,,2,,1,3,0,1,1,4,1.132,1.133,6,1,3,5,2,,2,,2,2,1,1,2,3,1,2
989,838,1,2,1,3,2,3,2,1,1,1,0,0,99,2,98,8,,2,,1,2,0,2,2,4,1.305,2.651,53,1,4,5,2,,1,,2,2,1,1,3,2,,2
990,838,1,4,1,3,1,1,,0,1,,,,79,5,4,,,2,,1,2,0,2,1,4,1.635,3.272,6,1,4,5,2,,1,,2,2,1,1,1,2,,2
991,838,1,2,1,1,,2,2,1,1,,,,40,4,99,9,,2,,1,3,0,1,2,4,0.982,1.994,53,1,4,5,9,,,2,8,7,1,1,1,3,7,3
992,838,1,1,1,1,,1,,1,0,,,,27,2,3,,,2,,1,3,0,1,2,4,1.631,1.656,53,1,4,5,1,2,,,3,1,2,3,2,3,7,3
993,838,1,2,1,1,,4,2,1,1,2,0,0,35,2,7,,,2,,1,3,0,2,1,4,0.54,1.11,8,1,2,3,8,,,8,3,7,2,2,3,3,8,2
994,838,1,2,1,2,,5,4,3,1,1,0,0,45,4,9,,1,2,,1,2,0,2,1,4,0.844,1.688,6,1,4,5,2,,1,,2,2,2,1,2,2,,2
995,838,2,2,1,1,,4,2,1,1,0,1,1,33,3,4,,,2,,1,1,0,2,1,4,1.501,3.003,6,1,3,5,1,1,,,1,1,2,1,1,1,,5
996,838,1,1,1,1,,3,3,1,2,,,,40,3,7,,,2,,2,2,1,2,1,4,0.767,3.07,53,1,4,5,2,,1,,2,2,2,1,3,2,,2
997,838,1,2,1,3,2,5,2,1,1,0,1,2,27,6,7,,,2,,1,3,0,2,1,4,0.75,1.542,8,1,3,5,0,,,8,3,7,2,2,2,3,2,2
998,838,1,2,1,1,,3,2,1,1,0,0,1,29,4,8,,,2,,1,1,0,2,1,4,1.242,2.486,6,2,,,,,,,,,,,,1,,4
999,838,2,5,1,3,1,1,,1,0,,,,66,2,1,,,2,,1,1,0,1,1,4,0.684,0.702,4,1,3,5,1,1,,,1,1,3,3,1,1,,4
1000,838,2,4,1,1,,1,,0,1,,,,86,2,98,2,,2,,1,3,2,2,1,4,0.987,1.976,6,1,4,5,2,,1,,2,1,4,1,3,3,1,8
1001,838,1,2,1,1,,2,2,1,1,,,,38,2,7,,,2,,1,8,0,1,1,4,1.144,2.289,53,1,4,5,2,,1,,2,1,2,1,2,8,1,2
1002,838,2,5,1,1,,1,,1,0,,,,65,6,6,,,2,,1,2,0,1,1,4,0.684,0.702,8,1,3,3,2,,2,,2,1,1,1,1,2,,3
1003,838,2,2,1,1,,2,1,1,0,9,9,9,99,9,99,9,,9,,9,3,9,1,1,4,1.308,1.309,41,1,1,3,1,2,,,1,1,3,1,1,3,2,3
1004,838,1,2,1,1,,2,2,1,1,,,,48,3,9,,2,2,,1,1,3,1,1,4,0.593,1.186,6,1,4,5,2,,2,,2,1,3,1,3,1,,4
1005,838,2,1,1,1,,1,,1,0,,,,26,3,6,,,2,,5,3,0,1,1,4,1.573,1.573,6,2,,,,,,,,,,,,3,2,3
1006,838,1,2,1,1,,2,2,1,1,,,,27,4,9,,2,2,,1,1,0,2,1,4,1.242,2.486,6,1,3,5,1,2,,,1,1,3,1,2,1,,3
1007,838,1,5,1,1,,2,2,1,1,,,,46,3,9,,2,2,,1,3,0,1,1,4,1.186,2.372,6,1,3,5,2,,2,,2,1,2,1,2,3,2,3
