ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9A,AW9B,AW9C,AW19,AW20,AW21
776,838,2,1,2,2,,4,4,3,1,,,,19,2,7,,,2,,1,1,0,1,1,3,1.474,4.954,48,1,3,5,1,1,,,3,1,3,3,2,1,,2
777,838,1,5,1,1,,1,,1,0,,,,38,5,7,,,2,,1,3,0,1,1,2,0.553,0.531,55,1,2,5,1,2,,,3,1,2,1,2,3,2,4
778,838,1,2,1,3,1,2,2,1,1,,,,77,2,4,,,2,,1,2,0,1,1,1,0.719,1.466,36,1,4,5,2,,1,,2,1,1,1,3,2,,2
779,838,1,2,1,2,,4,2,1,1,0,2,0,29,3,7,,,2,,1,3,0,2,1,2,0.827,1.587,17,1,2,3,2,,2,,3,1,3,1,2,3,2,2
780,838,1,1,1,1,,3,2,0,2,0,0,1,37,2,5,,,2,,2,2,0,2,1,3,0.902,1.842,1,1,2,4,2,,2,,2,7,4,4,4,2,,3
781,838,1,1,2,2,,3,3,2,1,,,,24,2,9,,9,2,,1,2,1,1,1,4,0.539,2.158,41,1,4,5,2,,1,,2,7,2,1,3,2,,2
782,838,2,1,1,1,,4,3,1,2,0,0,1,23,3,7,,,2,,2,2,0,1,2,3,0.912,1.733,28,1,3,5,2,,2,,2,7,2,2,2,2,,4
783,838,1,4,1,3,1,1,,0,1,,,,74,2,3,,,2,,1,2,0,2,2,4,0.45,0.969,35,1,2,5,2,,1,,2,1,1,1,1,2,,3
784,838,1,2,1,1,,4,2,1,1,1,1,0,28,3,7,,,2,,2,1,0,1,2,3,1.847,3.403,48,1,4,5,1,1,,,3,1,3,1,1,1,,5
785,838,1,2,1,1,,5,3,1,2,1,1,0,54,5,9,,1,2,,1,1,1,1,1,4,0.279,0.573,49,1,4,5,1,1,,,1,1,2,1,1,1,,4
786,838,2,2,1,1,,3,2,1,1,0,0,1,29,2,6,,,2,,2,2,0,1,1,4,1.116,2.296,4,1,3,5,2,,1,,2,7,1,1,2,2,,3
787,838,1,2,1,1,,4,3,1,2,1,0,0,47,2,4,,,2,,1,3,0,1,2,4,0.503,1.08,16,1,3,5,1,2,,,1,1,2,1,2,3,2,3
788,838,1,2,1,3,2,2,2,1,1,,,,42,3,5,,,2,,1,0,1,2,2,4,0.266,0.573,35,2,,,,,,,,,,,,0,2,4
789,838,1,4,1,3,2,1,,0,1,,,,76,2,1,,,2,,1,1,0,2,1,4,0.987,2.031,4,1,4,5,1,2,,,1,1,2,3,2,1,,4
790,838,1,2,1,2,,2,2,1,1,,,,26,2,6,,,2,,1,1,0,2,2,2,0.825,1.635,38,1,3,5,8,,,1,1,1,2,1,2,1,,2
791,838,1,2,1,2,,3,3,2,1,,,,67,2,7,,,2,,1,2,0,2,1,4,1.062,2.125,6,2,,,,,,,,,,,,2,,4
792,838,1,2,1,2,,4,2,1,1,2,0,0,45,3,5,,,2,,1,3,0,2,1,3,1.392,2.34,5,1,3,5,8,,,1,1,1,3,2,2,3,2,3
793,838,1,2,1,1,,4,2,1,1,1,1,0,43,3,6,,,2,,2,2,0,2,1,3,0.968,1.86,24,1,3,5,2,,2,,2,1,3,1,2,2,,2
794,838,1,5,1,1,,1,,1,0,,,,45,4,7,,,2,,1,3,0,1,1,4,0.981,0.982,53,1,4,5,1,1,,,1,1,1,1,1,3,2,3
795,838,1,1,2,1,,4,3,2,1,1,0,0,21,3,8,,,2,,9,3,0,1,1,1,0.477,1.944,42,1,3,4,2,,1,,2,7,1,1,1,3,1,1
796,838,1,1,1,1,,1,,1,0,,,,25,3,6,,,2,,1,3,0,1,1,3,0.992,0.953,12,1,1,5,2,,2,,3,1,3,1,3,3,7,2
797,838,2,4,1,3,1,2,2,2,0,,,,67,1,4,,,2,,1,2,0,1,1,1,2.16,4.399,36,1,2,5,2,,2,,2,2,1,2,2,2,,3
798,838,2,3,2,1,,2,2,1,1,,,,36,2,3,,,2,,2,3,0,1,2,3,0.743,1.666,37,1,1,3,2,,2,,2,1,3,3,3,3,2,4
799,838,2,3,1,1,,3,1,0,1,1,1,0,30,2,4,,,2,,1,2,0,2,1,3,0.947,0.909,24,1,2,4,2,,1,,2,8,2,2,2,2,,3
800,838,1,4,1,3,1,1,,0,1,,,,73,2,98,2,,2,,2,2,0,2,1,3,0.886,1.811,1,1,2,5,0,,,8,8,8,8,1,8,2,,2
801,838,1,2,1,1,,3,3,2,1,,,,56,2,8,,,2,,1,3,0,1,1,3,0.841,3.229,12,1,4,5,2,,2,,3,1,1,1,2,3,1,2
802,838,1,2,1,1,,3,3,1,2,,,,52,5,99,9,,2,,1,1,0,1,1,2,0.54,1.037,39,1,4,5,2,,1,,2,1,2,1,1,1,,4
803,838,1,5,1,1,,2,1,0,1,0,0,1,32,4,6,,,2,,1,1,0,2,1,2,0.684,0.657,39,1,4,5,2,,2,,2,1,2,1,3,1,,3
804,838,1,2,1,3,4,4,2,1,1,0,0,2,40,4,98,8,,2,,1,3,0,1,1,1,0.568,1.157,36,2,,,,,,,,,,,,3,7,4
805,838,1,5,2,3,4,4,4,2,2,,,,42,3,1,,,2,,2,2,0,1,1,2,0.895,3.436,26,2,,,,,,,,,,,,2,,3
806,838,1,2,1,1,,5,2,1,1,1,1,1,38,2,8,,,2,,1,3,0,1,1,3,0.722,1.386,51,1,4,5,1,1,,,8,1,3,3,3,3,2,3
807,838,1,2,1,3,2,2,2,1,1,,,,20,1,2,,,2,,1,8,0,2,2,3,1.124,2.519,54,2,,,,,,,,,,,,8,8,8
808,838,2,1,1,1,,1,,1,0,,,,27,2,7,,,2,,1,3,0,1,1,1,0.943,0.961,36,2,,,,,,,,,,,,3,2,3
809,838,1,2,2,3,1,3,3,1,2,,,,65,2,6,,,2,,1,1,0,2,1,2,0.585,2.245,39,1,3,5,2,,1,,2,2,2,2,2,1,,4
810,838,1,1,2,3,3,3,3,1,2,,,,22,4,9,,2,2,,1,3,1,2,1,3,0.775,2.977,13,1,3,4,2,,2,,2,1,3,1,3,3,7,2
811,838,1,2,1,1,,3,2,1,1,0,0,1,39,4,7,,,2,,5,3,2,1,1,3,0.299,0.573,51,1,4,5,2,,1,,2,1,2,1,2,3,1,3
812,838,1,2,1,2,,3,2,1,1,0,0,1,28,2,8,,,2,,1,3,0,2,1,1,0.9,1.834,42,2,,,,,,,,,,,,3,7,2
813,838,2,4,1,3,1,1,,0,1,,,,70,2,1,,,2,,1,2,0,2,2,3,0.486,1.088,37,1,4,5,2,,1,,2,2,1,1,3,2,,3
814,838,2,5,1,1,,1,,1,0,,,,56,4,6,,,2,,1,3,0,1,1,1,1.345,1.088,25,1,3,5,2,,8,,2,2,2,2,2,3,1,3
815,838,2,1,2,2,,5,3,1,2,2,0,0,19,2,1,,,2,,1,3,1,2,1,1,1.499,4.845,9,1,2,4,2,,2,,3,7,3,2,2,3,1,3
816,838,1,2,1,2,,2,2,1,1,,,,33,2,6,,,2,,1,2,0,2,1,3,0.947,1.819,37,1,4,5,2,,1,,2,1,2,1,3,2,,3
817,838,1,4,2,2,,2,2,1,1,,,,64,1,1,,,2,,2,2,0,2,2,3,1.96,4.389,37,1,2,5,2,,1,,2,2,1,3,3,2,,4
818,838,1,4,1,1,,1,,1,0,,,,65,3,9,,1,2,,1,1,0,1,1,2,0.753,0.723,39,1,3,1,7,,,0,3,1,1,1,1,1,,3
819,838,1,5,1,3,4,3,3,1,2,,,,40,2,1,,,2,,1,2,0,2,1,3,0.681,2.617,24,2,,,,,,,,,,,,2,,2
820,838,1,5,1,1,,1,,1,0,,,,49,2,6,,,2,,1,2,0,1,2,3,0.543,0.608,54,1,3,5,2,,1,,2,2,8,1,1,2,,7
821,838,1,2,1,3,5,2,2,2,0,,,,69,2,3,,,2,,2,2,0,1,1,3,1.225,2.354,13,1,4,5,1,1,,,1,7,1,1,4,2,,4
822,838,2,2,1,2,,4,2,1,1,2,0,0,37,6,6,,,2,,1,1,0,2,2,3,0.495,1.107,45,1,3,5,2,,2,,2,7,2,1,1,1,,3
823,838,1,4,1,3,1,1,,0,1,,,,65,2,99,9,,2,,1,3,0,2,1,3,0.669,1.287,45,1,3,5,2,,2,,3,2,2,1,8,3,1,4
824,838,2,1,1,3,3,2,2,1,1,,,,22,2,4,,,2,,2,3,0,1,1,3,0.966,1.856,51,1,3,3,2,,1,,2,7,1,3,3,3,1,2
825,838,1,2,1,3,4,2,2,0,2,,,,56,2,4,,,2,,1,3,0,2,2,2,0.412,0.933,26,1,3,5,1,2,,,1,1,2,2,2,3,2,4
826,838,1,2,1,1,,3,2,1,1,1,0,0,41,3,7,,,2,,1,3,0,1,1,2,0.63,1.209,18,1,3,5,2,,1,,2,1,3,1,3,3,1,3
827,838,1,1,1,3,1,1,,1,0,,,,77,2,4,,,2,,1,2,0,1,2,1,0.541,0.53,36,1,4,5,2,,1,,2,2,1,1,3,2,,1
828,838,1,4,1,2,,1,,1,0,,,,64,2,99,9,,2,,1,3,0,1,1,1,0.799,0.815,42,1,3,5,2,,2,,2,1,1,1,8,3,1,2
829,838,1,2,1,3,1,2,2,1,1,,,,65,3,8,,,2,,1,3,0,1,1,1,1.668,2.697,25,1,4,5,1,2,,,1,1,3,3,3,3,7,2
830,838,2,4,1,3,1,1,,0,1,,,,67,6,2,,,2,,1,3,0,2,2,1,0.457,0.898,36,2,,,,,,,,,,,,3,7,3
831,838,1,2,1,3,1,2,2,1,1,,,,80,1,2,,,2,,1,3,0,1,1,1,1.893,3.856,36,1,3,5,2,,2,,2,1,2,1,3,3,1,3
832,838,1,2,1,1,,2,2,1,1,,,,35,2,7,,,2,,1,3,0,1,2,1,0.396,0.853,9,1,4,5,2,,1,,2,2,1,1,2,3,1,3
833,838,1,2,1,2,,6,2,1,1,0,2,2,34,2,99,9,,2,,1,3,0,2,1,1,0.9,1.834,36,2,,,,,,,,,,,,3,1,4
834,838,2,1,1,1,,2,2,1,1,,,,25,4,7,,,2,,1,2,0,2,1,2,0.684,1.313,39,2,,,,,,,,,,,,2,,2
835,838,2,3,2,1,,6,4,3,1,1,1,0,42,1,5,,,2,,2,3,2,1,1,1,1.283,5.227,36,2,,,,,,,,,,,,3,1,3
836,838,2,2,1,3,2,9,,,,,,,40,2,99,2,,2,,9,2,0,2,1,1,0.478,0.973,36,2,,,,,,,,,,,,2,,3
837,838,1,2,1,1,,5,2,1,1,0,1,2,37,5,9,,2,2,,2,2,0,1,1,3,0.848,1.631,12,1,3,5,8,,,8,8,2,1,1,3,2,,2
838,838,2,2,1,1,,3,2,1,1,0,1,0,33,2,99,1,,2,,1,3,0,1,1,2,0.866,1.663,26,1,2,5,9,,,9,9,9,9,2,1,3,9,2
839,838,1,1,2,3,4,4,4,2,2,,,,18,2,9,,1,2,,2,8,1,2,1,1,1.047,4.263,36,2,,,,,,,,,,,,8,7,7
840,838,2,1,1,1,,1,,1,0,,,,33,1,4,,,2,,1,1,0,1,2,3,1.896,2.122,37,2,,,,,,,,,,,,1,,4
841,838,1,2,1,3,2,5,2,1,1,0,3,0,30,2,1,,,2,,1,3,0,2,2,2,0.54,1.222,26,1,2,2,1,1,,,1,7,3,3,1,3,2,3
842,838,1,5,1,1,,2,2,1,1,,,,46,3,6,,,2,,1,1,0,1,2,3,0.542,1.215,13,1,4,5,2,,2,,2,7,1,1,2,1,,4
843,838,1,2,1,1,,4,2,1,1,0,1,1,30,2,7,,,2,,1,8,0,1,1,2,0.866,1.663,26,2,,,,,,,,,,,,8,7,2
844,838,2,5,1,1,,1,,0,1,,,,54,1,5,,,2,,2,3,0,2,1,1,2.286,4.657,36,1,4,5,9,,,9,9,1,3,1,3,3,9,5
845,838,2,2,1,1,,4,2,1,1,0,0,2,34,5,8,,,2,,1,2,0,1,1,2,0.717,1.376,18,1,4,5,2,,1,,2,2,2,1,2,2,,2
846,838,2,5,1,1,,4,2,0,2,1,0,1,40,3,4,,,2,,2,2,1,2,1,1,0.46,0.937,34,1,3,5,2,,2,,2,7,2,1,3,2,,2
847,838,1,5,1,1,,1,,1,0,,,,46,5,9,,1,2,,1,1,0,1,2,3,0.492,0.552,37,1,4,5,1,1,,,1,1,2,2,1,1,,3
848,838,1,1,2,1,,1,,0,1,,,,60,2,1,,,2,,1,3,0,2,1,1,0.687,1.398,42,1,1,3,0,,,0,8,8,3,1,1,3,1,4
849,838,1,2,1,2,,4,4,2,2,,,,41,3,5,,,2,,1,2,0,1,2,3,0.681,2.588,21,1,3,5,2,,1,,2,1,1,1,4,2,,2
850,838,2,2,1,1,,5,3,2,1,2,0,0,41,4,6,,,1,1,,2,0,2,2,1,0.31,0.667,25,1,4,5,2,,1,,2,2,2,2,3,2,,3
851,838,1,1,2,1,,4,3,1,2,1,0,0,20,3,98,9,,2,,1,2,0,2,1,2,1.349,5.179,39,1,3,1,1,1,,,1,7,2,3,2,2,,4
852,838,1,2,1,2,,3,2,1,1,0,0,1,40,6,99,9,,2,,1,2,0,2,1,1,0.648,1.319,36,1,3,5,2,,2,,2,2,1,1,2,2,,2
853,838,2,5,1,1,,3,2,1,1,1,0,0,31,1,2,,,2,,1,1,0,1,1,3,2.611,5.017,13,2,,,,,,,,,,,,1,,3
854,838,1,2,1,1,,2,2,1,1,,,,63,1,4,,,2,,1,2,0,1,2,3,1.606,3.596,37,1,2,5,2,,1,,2,2,1,1,1,2,,4
855,838,1,2,1,1,,3,2,1,1,0,0,1,31,4,6,,,2,,1,2,0,1,1,3,0.821,1.578,51,2,,,,,,,,,,,,2,,3
856,838,2,2,1,1,,4,2,1,1,2,0,0,50,3,2,,,2,,2,2,0,1,1,3,1.063,2.041,10,1,4,5,2,,1,,2,2,1,2,3,2,,1
857,838,1,2,2,1,,3,3,2,1,,,,47,2,9,,2,2,,1,1,1,2,1,1,0.306,0.623,42,1,3,5,1,1,,,1,1,2,1,1,1,,3
858,838,1,2,1,3,1,4,4,1,3,,,,51,2,9,,2,2,,1,2,0,1,1,2,0.653,1.254,26,1,4,5,2,,1,,2,2,2,2,3,2,,4
859,838,1,5,1,1,,6,4,1,3,1,0,1,41,1,8,,,2,,1,3,0,2,2,1,1.224,4.806,42,2,,,,,,,,,,,,3,2,2
860,838,1,2,1,1,,4,2,1,1,0,1,1,42,2,7,,,2,,1,1,0,1,2,3,0.524,1.173,51,1,3,5,1,1,,,1,1,1,1,1,1,,5
861,838,2,4,1,3,2,4,1,0,1,2,0,1,35,2,2,,,2,,1,3,0,2,1,1,1.317,1.065,25,2,,,,,,,,,,,,3,1,3
862,838,2,1,1,1,,2,2,1,1,,,,18,3,6,,,2,,2,2,0,1,1,1,0.919,1.872,42,2,,,,,,,,,,,,2,,4
863,838,2,2,1,1,,4,2,1,1,0,0,2,34,2,2,,,2,,1,1,0,1,2,2,0.566,1.281,39,1,4,4,1,1,,,1,1,3,3,3,1,,5
864,838,1,3,1,1,,4,1,0,1,1,2,0,34,2,4,,,2,,1,3,0,2,1,1,0.9,0.917,36,2,,,,,,,,,,,,3,7,4
865,838,1,2,1,3,2,4,4,1,3,,,,53,2,8,,,2,,1,3,0,2,1,2,0.561,2.155,39,1,4,5,1,1,,,1,1,3,2,3,3,2,4
866,838,1,1,1,1,,2,2,0,2,,,,52,3,7,,,2,,1,1,0,2,1,1,0.611,1.245,42,1,4,5,1,1,,,1,1,3,1,2,1,,4
867,838,1,2,1,1,,4,2,1,1,1,1,0,38,2,7,,,2,,1,3,0,1,1,3,0.722,1.386,24,1,3,5,1,1,,,1,1,1,1,2,3,2,5
868,838,9,1,1,1,,1,,1,0,,,,27,4,99,9,,2,,2,3,0,1,1,1,1.109,1.129,36,1,3,5,9,,,9,9,9,2,2,2,3,9,3
869,838,1,1,2,1,,3,3,2,1,,,,37,2,3,,,2,,5,2,0,1,1,1,1.396,4.512,9,1,3,5,2,,1,,2,2,1,1,2,2,,2
870,838,1,2,1,1,,3,2,1,1,0,0,1,32,5,9,,1,2,,1,3,1,1,1,1,0.793,1.284,25,2,,,,,,,,,,,,3,2,3
871,838,1,2,1,1,,5,2,1,1,2,1,0,35,3,6,,,2,,1,1,0,1,1,1,0.687,1.397,36,1,3,5,1,1,,,1,1,2,1,8,1,,3
872,838,1,3,1,2,,2,2,1,1,,,,22,2,6,,,2,,1,3,0,1,1,2,0.594,1.14,26,1,3,1,0,,,0,3,7,2,1,3,3,1,3
873,838,2,1,1,1,,3,3,3,0,,,,43,4,8,,,2,,2,2,1,1,1,3,0.424,0.815,11,2,,,,,,,,,,,,2,,2
874,838,1,2,1,3,1,2,2,1,1,,,,69,1,4,,,2,,1,3,0,2,1,2,1.539,2.955,39,1,4,5,2,,2,,2,2,3,1,2,3,1,2
875,838,1,2,1,2,,2,2,1,1,,,,58,5,99,9,,2,,1,0,0,1,1,3,0.648,1.324,21,1,4,5,0,,,2,2,7,1,1,2,0,1,7
876,838,2,2,1,2,,6,3,2,1,2,1,0,40,3,5,,,2,,5,2,0,1,1,3,0.722,2.773,45,1,4,5,2,,1,,2,7,2,1,2,2,,3
877,838,2,2,1,1,,4,2,1,1,0,2,0,46,1,98,1,,2,,5,3,0,1,1,2,1.719,3.3,39,2,,,,,,,,,,,,3,7,7
878,838,1,1,1,1,,1,,0,1,,,,34,6,5,,,2,,2,1,0,2,1,1,1.279,2.605,36,1,3,5,2,,1,,2,1,3,1,3,1,,2
879,838,2,2,1,1,,4,2,1,1,1,1,0,41,2,5,,,2,,1,1,0,1,1,2,0.63,1.209,18,1,3,5,1,2,,,1,1,1,3,2,1,,4
880,838,1,4,1,3,1,1,,0,1,,,,86,1,2,,,2,,1,3,0,2,1,2,2.747,5.272,39,2,,,,,,,,,,,,3,1,4
881,838,2,5,1,1,,1,,0,1,,,,99,3,4,,,2,,1,3,0,2,1,1,0.755,1.539,42,1,4,5,2,,2,,2,2,3,1,2,3,1,4
882,838,1,1,1,1,,1,,0,1,,,,38,5,6,,,2,,1,2,0,2,1,2,0.493,0.945,39,1,4,5,2,,1,,2,2,1,1,2,2,,2
883,838,1,4,1,3,1,1,,0,1,,,,76,1,2,,,2,,1,9,0,2,1,2,2.747,5.272,26,2,,,,,,,,,,,,9,9,8
884,838,1,4,1,3,1,1,,0,1,,,,61,2,3,,,2,,1,1,0,2,1,1,0.687,1.398,36,1,4,5,2,,1,,8,1,2,1,4,1,,2
885,838,1,1,2,3,4,5,5,3,2,,,,27,3,3,,,2,,1,2,0,2,1,2,0.827,3.175,39,1,3,5,2,,1,,2,2,3,3,2,2,,2
886,838,1,2,1,1,,2,2,1,1,,,,55,2,7,,,2,,1,1,0,2,1,2,0.63,1.21,39,1,3,5,1,2,,,1,1,2,2,2,1,,4
887,838,1,2,1,1,,2,2,1,1,,,,48,3,9,,2,2,,1,1,0,2,1,2,0.561,1.078,39,1,3,3,2,,2,,2,1,2,1,3,1,,3
888,838,1,5,1,1,,2,2,1,1,,,,34,3,7,,,2,,1,1,1,1,1,1,0.472,0.961,42,1,4,5,1,2,,,1,1,2,2,1,1,,4
889,838,1,2,1,1,,4,2,1,1,0,1,1,28,2,7,,,2,,1,2,0,2,2,2,0.54,1.222,39,1,3,5,2,,1,,2,2,3,2,3,2,,3
890,838,1,2,1,3,2,2,2,1,1,,,,66,2,99,2,,2,,1,2,0,2,2,1,0.457,0.898,42,1,2,4,8,,,2,2,1,8,8,2,2,,3
891,838,1,2,1,3,5,2,2,1,1,,,,62,3,1,,,2,,1,2,0,1,1,1,0.799,1.628,42,1,4,5,2,,1,,2,2,3,1,3,2,,1
892,838,1,2,1,2,,4,2,1,1,2,0,0,47,2,5,,,2,,1,2,0,1,2,1,0.51,1.002,42,1,3,4,2,,2,,2,2,1,1,3,2,,3
893,838,2,1,2,1,,1,,1,0,,,,21,1,2,,,2,,5,2,0,1,1,1,0.647,0.659,36,1,4,5,2,,1,,3,7,3,1,8,2,,8
894,838,1,2,1,3,2,3,1,0,1,1,1,0,33,2,3,,,2,,1,3,0,2,1,1,0.9,0.917,42,1,3,5,2,,1,,2,2,2,3,3,3,1,3
895,838,1,2,1,1,,3,2,1,1,0,0,1,36,5,9,,2,2,,1,1,0,1,1,1,0.568,1.157,36,1,3,5,1,2,,,1,1,3,2,3,1,,3
896,838,1,5,1,1,,3,3,2,1,,,,48,2,3,,,2,,1,3,1,2,1,1,0.622,1.005,25,1,4,5,2,,2,,2,2,3,3,3,3,1,2
897,838,1,2,1,1,,4,2,1,1,2,0,0,40,3,6,,,2,,1,2,0,2,2,2,0.389,0.88,39,1,3,5,8,,,2,2,1,2,2,3,2,,4
898,838,1,2,1,3,1,2,2,1,1,,,,75,2,5,,,2,,1,3,0,1,1,1,1.462,2.364,9,1,2,5,0,,,2,3,0,3,1,1,3,1,3
899,838,1,2,1,1,,4,2,1,1,1,1,0,41,2,7,,,2,,1,2,0,1,1,1,0.687,1.397,42,1,3,5,2,,1,,2,2,1,1,2,2,,3
900,838,2,1,1,1,,1,,1,0,,,,32,2,4,,,2,,1,2,0,1,1,1,0.943,0.961,42,1,3,5,2,,1,,2,2,2,1,2,2,,2
901,838,1,2,1,1,,5,3,1,2,1,1,0,42,4,7,,,2,,1,3,2,1,1,2,0.277,0.531,39,1,2,5,8,,,2,3,2,3,1,1,3,1,3
902,838,1,2,1,1,,4,2,1,1,2,0,0,44,5,8,,,2,,1,2,0,2,2,1,0.385,0.756,42,1,3,5,2,,1,,2,2,1,1,2,2,,2
903,838,1,2,2,1,,2,2,1,1,,,,60,2,6,,,2,,1,3,0,2,1,1,0.687,1.398,34,1,3,5,1,2,,,1,1,2,3,2,3,2,2
904,838,1,5,1,1,,2,1,0,1,0,1,0,30,5,7,,,1,2,,3,0,2,1,2,0.972,0.933,26,1,3,5,2,,1,,8,2,2,1,1,3,1,2
905,838,2,5,1,1,,1,,1,0,,,,37,4,7,,,2,,1,3,0,1,1,2,0.553,0.531,26,1,1,5,1,2,,,1,1,3,1,2,3,2,3
906,838,1,2,1,1,,4,3,2,1,1,0,0,41,4,6,,,2,,1,3,0,1,1,2,0.521,2.003,26,1,3,5,1,2,,,1,1,1,1,2,3,2,3
907,838,2,2,2,3,4,5,4,2,2,0,0,1,40,3,1,,,2,,5,2,0,2,1,2,1.119,4.021,29,1,3,3,8,,,2,2,7,1,2,2,2,,2
908,838,2,2,1,1,,4,2,1,1,0,2,0,29,2,2,,,2,,1,8,0,2,2,2,0.825,1.635,29,2,,,,,,,,,,,,8,8,8
909,838,2,5,1,3,4,4,1,0,1,0,2,1,33,1,1,,,2,,1,1,0,2,1,2,4.095,3.678,20,2,,,,,,,,,,,,1,,3
910,838,1,2,1,2,,4,1,0,1,0,3,0,35,4,6,,,2,,1,1,0,2,1,2,0.552,0.53,17,1,3,5,1,1,,,1,1,2,1,3,1,,3
911,838,1,2,1,3,2,7,2,1,1,1,2,2,35,4,4,,,2,,1,1,0,2,1,2,0.927,1.664,29,2,,,,,,,,,,,,1,,3
912,838,1,2,1,1,,3,2,1,1,1,0,0,55,2,99,9,,2,,1,3,0,2,2,2,0.629,1.248,27,1,3,5,1,1,,,1,1,3,2,1,3,7,4
913,838,1,2,1,3,5,2,2,1,1,,,,62,2,7,,,2,,1,1,0,2,1,2,0.63,1.21,17,1,4,5,1,2,,,8,1,2,2,1,1,,4
914,838,1,2,1,1,,6,2,1,1,3,1,0,45,4,8,,,2,,1,3,0,1,1,2,1.017,1.827,27,1,4,5,1,2,,,1,1,2,2,1,3,2,4
915,838,1,2,1,1,,3,2,1,1,1,0,0,43,4,8,,,2,,1,1,1,1,1,2,0.491,0.882,19,1,3,5,1,1,,,1,1,2,2,2,1,,4
916,838,1,5,1,2,,1,,0,1,,,,65,3,3,,,2,,1,3,0,2,1,2,0.585,1.123,17,1,4,5,1,2,,,1,1,3,1,2,3,2,3
918,838,1,2,1,1,,3,3,1,2,,,,45,5,8,,,2,,1,1,0,2,2,2,0.464,1.838,29,1,4,5,2,,2,,2,1,2,1,3,1,,4
919,838,2,5,1,3,1,1,,1,0,,,,81,1,1,,,2,,1,3,0,1,2,2,1.734,1.719,29,1,3,4,1,8,,,1,1,3,3,3,3,2,3
920,838,1,2,1,2,,2,2,1,1,,,,32,2,6,,,2,,1,3,0,2,2,2,0.825,1.635,29,1,4,5,9,,,9,9,9,2,2,2,3,7,3
921,838,2,1,1,2,,2,2,2,0,,,,18,3,1,,,2,,1,3,1,1,1,2,0.297,0.57,55,1,3,5,2,,2,,2,7,3,1,2,3,1,2
922,838,1,2,1,3,1,4,3,1,2,1,0,0,78,2,3,,,2,,1,2,0,1,1,2,0.66,1.268,17,1,4,5,1,1,,,1,1,3,4,3,2,,1
923,838,1,4,1,3,1,1,,0,1,,,,70,4,99,9,,2,,1,2,0,2,1,2,0.911,1.637,27,1,3,5,2,,1,,2,2,2,1,2,2,,2
924,838,2,1,1,1,,3,3,2,1,,,,25,3,8,,,2,,1,2,0,1,1,2,1.384,4.969,20,1,3,5,2,,1,,2,7,2,1,2,2,,2
925,838,1,2,1,3,1,2,2,1,1,,,,70,3,4,,,2,,1,3,0,1,1,2,0.753,1.446,17,1,3,5,2,,2,,3,2,1,1,1,3,7,4
926,838,1,2,1,3,1,2,2,1,1,,,,63,2,1,,,2,,2,2,0,1,2,2,1.04,2.061,29,1,2,5,8,,,8,8,1,1,1,1,2,,2
927,838,1,2,1,1,,3,2,1,1,1,0,0,49,2,7,,,1,1,,2,0,1,1,2,0.653,1.254,17,2,,,,,,,,,,,,2,,2
928,838,1,2,1,1,,2,2,1,1,,,,74,2,2,,,2,,1,1,1,1,2,2,0.258,0.584,17,1,4,5,1,2,,,1,1,1,1,1,1,,3
929,838,1,2,1,1,,4,2,1,1,0,1,1,29,4,8,,,2,,1,3,0,1,1,2,1.349,2.423,38,1,3,5,8,,,1,1,1,2,1,2,3,2,4
930,838,1,2,1,1,,5,2,1,1,0,0,3,27,4,9,,2,2,,1,1,0,2,1,2,0.684,1.313,55,1,3,5,8,,,1,1,1,3,1,3,1,,2
931,838,1,4,1,3,1,2,2,2,0,,,,66,4,3,,,2,,1,2,0,1,1,2,1.173,2.107,27,1,4,5,2,,1,,2,2,2,1,3,2,,2
932,838,1,2,1,3,2,4,4,3,1,,,,60,1,1,,,2,,1,3,0,2,2,2,1.656,3.283,29,1,3,4,8,,,8,1,7,3,1,1,3,7,3
933,838,1,2,1,2,,2,2,1,1,,,,60,2,7,,,2,,1,2,0,2,1,2,0.63,1.21,55,1,4,5,8,,,2,2,1,2,4,2,2,,3
934,838,1,1,2,1,,6,4,3,1,0,2,0,18,2,3,,,2,,1,1,1,1,2,2,0.296,1.175,27,1,3,5,1,1,,,1,7,2,1,2,1,,4
935,838,1,2,1,1,,3,2,1,1,0,0,1,31,3,5,,,2,,1,1,0,1,2,2,0.864,1.713,29,1,3,5,1,2,,,1,1,2,2,2,1,,4
936,838,1,2,1,3,2,2,2,1,1,,,,58,3,9,,2,2,,1,0,0,2,1,2,1.186,2.131,38,2,,,,,,,,,,,,0,7,7
937,838,1,1,1,1,,3,3,1,2,,,,47,3,8,,,2,,1,3,0,2,1,2,0.561,2.155,55,1,4,5,2,,1,,2,2,1,1,3,3,1,3
938,838,1,2,1,1,,2,2,1,1,,,,49,2,5,,,2,,1,2,0,1,2,2,0.651,1.291,29,1,4,5,2,,1,,3,2,1,1,3,2,,3
939,838,1,2,1,3,5,3,3,1,2,,,,37,2,98,8,,2,,1,8,0,1,2,2,0.628,1.247,19,1,1,2,1,2,,,1,7,1,1,1,8,7,4
