ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,WP1,WP2,WP3,WP4A,WP4B,WP4C,WP5,WP6
386,928,1,1,1,1,,6,4,1,3,1,0,1,26,1,2,,,2,,1,3,0,1,1,3,1.926,3.638,12,3,1,3,,,2,0,
387,928,1,1,1,1,,2,2,2,0,,,,54,5,9,,2,2,,1,2,0,1,1,3,0.709,1.337,51,4,5,2,,1,,,
388,928,2,1,1,1,,5,1,0,1,1,2,1,35,2,3,,,2,,2,2,1,2,1,1,1.275,1.157,36,1,2,2,,1,,,
389,928,1,2,1,1,,2,2,1,1,,,,29,4,9,,1,2,,1,3,0,2,1,2,0.692,1.283,26,3,5,8,,,,,2
390,928,1,1,2,2,,3,3,1,2,,,,24,5,8,,,2,,1,1,1,2,1,1,0.671,2.434,34,2,3,1,1,,,,
391,928,2,2,1,2,,2,2,1,1,,,,26,3,4,,,2,,1,1,0,2,2,3,0.466,1.045,37,3,5,1,1,,,,
392,928,1,2,1,1,,2,2,1,1,,,,56,4,7,,,2,,1,3,0,1,1,1,0.513,0.829,50,2,5,8,,,,,3
393,928,1,1,1,3,4,6,6,1,5,,,,25,1,4,,,2,,2,9,0,1,1,3,3.636,6.865,12,2,5,2,,2,,,
394,928,1,5,1,1,,4,2,0,2,0,1,1,56,5,7,,,2,,1,1,2,2,2,3,0.22,0.493,37,3,5,1,2,,,,
395,928,2,1,1,1,,1,,0,1,,,,28,4,6,,,2,,1,8,0,2,1,3,0.667,1.26,13,1,1,7,,,,,0
396,928,2,1,1,3,4,4,1,0,1,3,0,0,34,2,3,,,2,,2,2,0,2,1,1,2.846,2.583,36,1,5,2,,1,,,
397,928,1,2,1,3,5,4,2,1,1,2,0,0,41,3,3,,,2,,1,3,0,1,2,3,0.396,0.889,54,4,5,2,,2,,,
398,928,1,1,2,2,,2,2,1,1,,,,33,2,98,8,,2,,2,2,2,1,1,3,0.794,1.498,13,3,4,8,,,,,2
399,928,1,2,1,3,1,2,2,1,1,,,,69,3,5,,,2,,1,2,0,1,1,3,0.722,1.363,37,3,5,2,,1,,,
400,928,1,2,1,1,,4,4,2,2,,,,52,5,9,,2,2,,2,2,2,1,1,3,0.934,3.53,11,4,5,2,,2,,,
401,928,1,5,1,1,,1,,0,1,,,,57,5,7,,,2,,2,2,0,2,1,2,2.11,3.911,39,4,5,2,,1,,,
402,928,1,2,1,1,,5,2,1,1,1,1,1,34,1,3,,,2,,2,2,0,1,2,3,2.901,6.499,37,2,3,2,,1,,,
403,928,1,2,1,3,2,2,2,1,1,,,,63,4,98,1,,2,,1,1,0,2,2,3,0.441,0.985,45,4,5,1,1,,,,
404,928,9,2,1,3,1,2,2,1,1,,,,64,1,99,9,,2,,1,1,0,2,2,3,1.725,3.864,37,4,5,1,1,,,,
405,928,2,1,1,3,4,1,,1,0,,,,33,1,1,,,2,,1,3,0,1,1,2,1.997,1.851,26,1,4,2,,2,,,
406,928,2,2,2,2,,5,3,1,2,0,0,2,21,2,6,,,2,,2,1,0,1,1,3,1.957,3.695,13,1,3,8,,,,,3
407,928,1,2,1,1,,4,4,3,1,,,,53,2,8,,,2,,1,2,1,2,2,3,0.352,0.68,22,1,5,3,,,1,2,
408,928,1,2,1,3,2,5,2,1,1,0,3,0,31,5,5,,,2,,1,1,0,2,2,3,0.381,0.853,45,4,5,8,,,,,8
409,928,1,4,1,3,1,1,,0,1,,,,71,2,1,,,2,,1,2,0,2,1,1,0.993,1.605,25,1,5,2,,2,,,
410,928,1,2,2,1,,4,4,2,2,,,,38,4,7,,,2,,1,2,2,2,1,1,0.395,1.434,42,3,5,1,1,,,,
411,928,1,1,1,3,4,2,1,0,1,0,0,1,24,3,1,,,2,,1,2,0,2,1,1,1.342,1.218,34,2,5,2,,2,,,
412,928,1,2,1,1,,5,2,1,1,0,3,0,32,3,99,1,,2,,1,1,0,2,2,2,0.448,0.922,26,3,5,1,1,,,,
413,928,1,5,1,1,,2,1,0,1,1,0,0,49,4,6,,,2,,1,3,0,2,1,1,0.644,0.584,42,3,5,1,2,,,,
414,928,1,1,2,2,,3,3,2,1,,,,22,2,7,,,2,,1,3,0,1,1,1,0.614,1.982,44,3,5,2,,1,,,
415,928,1,2,1,1,,4,3,2,1,0,1,0,28,3,7,,,2,,2,3,0,2,1,3,2.155,4.07,51,3,4,7,,,,,1
416,928,1,2,1,1,,2,2,1,1,,,,62,4,8,,,2,,1,3,0,1,1,3,0.62,1.171,12,4,5,3,,,1,1,
417,928,1,2,1,3,1,2,2,1,1,,,,54,2,3,,,2,,1,2,0,1,1,3,0.867,1.637,12,4,5,2,,1,,,
418,928,1,1,1,1,,1,,0,1,,,,40,4,8,,,2,,1,3,0,2,1,3,0.599,1.129,51,3,5,2,,1,,,
419,928,2,1,1,1,,1,,0,1,,,,25,4,99,2,,2,,1,8,0,2,1,1,0.552,0.893,44,1,3,7,,,,,8
420,928,1,3,1,1,,1,,1,0,,,,45,2,7,,,2,,1,1,0,1,1,2,0.899,0.833,26,4,5,1,1,,,,
421,928,1,5,1,3,4,1,,1,0,,,,51,1,4,,,2,,1,2,0,1,2,1,1.168,1.503,42,1,2,2,,1,,,
422,928,2,1,1,1,,1,,1,0,,,,32,2,2,,,2,,1,3,0,1,2,1,0.355,0.457,42,3,3,1,1,,,,
423,928,2,3,1,3,5,1,,0,1,,,,43,1,1,,,2,,1,3,0,2,1,1,3.095,5.617,42,2,1,2,,1,,,
424,928,1,2,2,3,2,2,2,1,1,,,,55,2,2,,,2,,1,3,0,2,2,2,0.517,1.065,39,3,5,3,,,1,2,
425,928,1,2,1,1,,2,2,1,1,,,,35,1,2,,,2,,1,1,0,1,2,3,1.27,2.846,37,3,4,1,1,,,,
426,928,1,2,1,3,1,2,2,1,1,,,,77,2,4,,,2,,1,2,0,1,1,3,0.903,1.705,24,2,5,2,,1,,,
427,928,1,4,1,3,1,1,,1,0,,,,71,1,2,,,2,,1,2,0,1,2,1,0.973,1.252,42,3,3,1,2,,,,
428,928,1,2,1,1,,3,1,1,0,0,0,2,34,5,7,,,2,,1,2,0,1,1,3,0.496,0.468,24,4,5,2,,1,,,
429,928,2,2,1,1,,2,2,1,1,,,,24,3,4,,,2,,1,1,0,2,1,2,1.054,1.951,18,3,3,1,1,,,,
430,928,1,1,2,2,,3,3,2,1,,,,21,3,5,,,2,,1,1,0,1,1,1,0.98,3.555,42,2,3,3,,,1,1,
431,928,1,2,1,3,2,3,3,2,1,,,,76,2,3,,,2,,1,1,0,2,1,2,1.012,1.875,39,2,4,8,,,,,1
432,928,1,2,1,1,,5,2,1,1,1,0,2,35,2,5,,,2,,1,3,0,1,2,3,0.396,0.889,51,3,2,3,,,2,2,
433,928,1,2,2,1,,6,4,2,2,1,1,0,18,3,9,,2,2,,2,2,1,1,1,1,1.292,4.69,36,2,5,2,,1,,,
434,928,2,1,2,3,3,5,5,5,0,,,,21,3,2,,,2,,1,1,0,1,1,1,0.98,1.777,42,3,3,1,1,,,,
435,928,1,2,1,1,,3,2,1,1,1,0,0,34,2,7,,,2,,1,2,0,1,2,2,0.33,0.678,39,4,4,3,,,1,2,
436,928,1,3,2,1,,5,3,1,2,0,0,2,29,2,4,,,2,,2,2,0,2,1,3,1.769,6.68,24,3,5,2,,2,,,
437,928,1,2,1,3,1,2,2,1,1,,,,72,4,9,,2,2,,1,1,0,2,1,3,0.982,1.853,12,3,5,1,2,,,,
438,928,1,4,1,3,1,1,,0,1,,,,75,2,99,2,,2,,1,3,0,2,2,2,0.535,1.102,26,4,5,8,,,,,8
439,928,1,2,1,3,1,2,2,1,1,,,,66,3,6,,,2,,1,1,0,1,1,1,0.954,1.732,36,3,5,1,1,,,,
440,928,1,2,1,3,1,4,4,2,2,,,,59,2,4,,,2,,1,2,0,1,2,3,0.432,1.939,13,3,5,2,,1,,,
441,928,1,4,1,3,1,2,2,1,1,,,,71,4,4,,,2,,1,3,0,1,1,3,0.59,1.114,12,1,4,3,,,2,1,
442,928,1,2,1,1,,2,2,1,1,,,,27,4,7,,,2,,1,1,0,2,1,3,0.667,1.26,12,3,5,1,2,,,,
443,928,1,1,2,2,,4,3,2,1,1,0,0,19,3,8,,,2,,1,2,0,1,2,1,0.438,1.62,23,4,5,2,,1,,,
444,928,1,4,1,1,,3,3,2,1,,,,44,3,2,,,2,,1,3,0,2,1,3,0.732,1.382,24,2,1,8,,,,,2
445,928,2,2,1,1,,2,2,1,1,,,,46,5,8,,,2,,1,2,0,2,1,2,0.607,1.205,20,4,5,2,,1,,,
446,928,1,2,1,3,5,2,2,1,1,,,,51,2,7,,,2,,1,1,0,2,2,2,0.327,0.673,18,3,5,3,,,2,1,
447,928,1,1,1,2,,4,3,1,2,1,0,0,38,2,6,,,2,,1,1,0,2,1,1,0.967,3.508,42,1,3,1,1,,,,
448,928,1,2,1,1,,2,2,1,1,,,,43,2,3,,,2,,1,3,0,1,2,3,0.557,1.068,1,1,1,2,,1,,,
449,928,2,1,2,2,,3,3,1,2,,,,23,4,5,,,2,,1,0,1,1,1,3,0.589,0.979,48,4,5,2,,2,,,
450,928,1,1,1,1,,3,3,2,1,,,,20,1,3,,,2,,1,3,0,1,1,2,0.769,2.85,18,2,2,1,1,,,,
451,928,1,1,1,2,,4,4,2,2,,,,20,3,8,,,2,,1,2,1,2,1,2,0.526,1.951,39,3,5,2,,1,,,
452,928,1,2,1,3,1,3,3,1,2,,,,62,1,98,2,,2,,1,2,0,1,1,2,3.021,6.005,29,3,4,2,,1,,,
453,928,1,4,1,1,,2,1,0,1,1,0,0,39,2,3,,,2,,1,2,0,2,1,3,0.777,0.675,1,1,4,2,,8,,,
454,928,1,2,1,1,,4,2,1,1,1,1,0,42,2,2,,,1,1,,2,0,2,2,3,0.864,1.669,22,1,5,8,,,,,8
455,928,2,2,1,1,,3,3,1,2,,,,47,4,8,,,2,,1,3,2,1,1,3,0.563,0.935,22,4,5,3,,,1,2,
456,928,2,5,1,1,,2,1,0,1,0,0,1,21,1,1,,,2,,1,2,0,2,1,3,1.615,1.341,48,1,3,8,,,,,3
457,928,1,1,2,1,,5,5,3,2,,,,25,4,9,,1,2,,1,2,0,1,1,2,0.509,1.89,17,3,5,3,,,2,1,
458,928,1,1,1,1,,2,2,1,1,,,,31,2,7,,,2,,1,2,0,1,1,2,0.748,1.487,27,2,3,3,,,2,1,
459,928,1,2,1,1,,3,2,1,1,0,0,1,37,4,9,,2,2,,1,2,2,1,1,2,0.294,0.546,17,4,5,2,,1,,,
460,928,1,2,1,1,,4,2,1,1,1,1,0,40,5,9,,2,2,,1,2,0,1,1,3,0.568,1.073,37,3,1,2,,2,,,
461,928,1,2,1,3,1,2,2,1,1,,,,63,2,4,,,2,,1,0,0,1,1,2,0.786,1.457,17,2,5,2,,2,,,
462,928,1,1,2,3,4,3,2,1,1,0,1,0,18,2,98,8,,1,1,,3,0,1,1,3,1.179,1.958,48,3,1,3,,,1,2,
463,928,1,2,1,3,1,2,2,1,1,,,,67,1,2,,,2,,1,9,0,1,2,3,1.853,3.554,21,2,3,1,9,,,,
464,928,1,2,1,1,,2,2,1,1,,,,57,3,7,,,2,,1,3,0,2,2,2,0.871,1.599,29,3,5,8,,,,,8
465,928,1,2,1,1,,2,2,1,1,,,,27,4,9,,2,2,,1,2,0,2,2,2,0.617,1.131,29,2,4,2,,1,,,
466,928,1,2,1,1,,5,2,1,1,0,2,1,35,2,4,,,2,,1,2,0,1,2,3,0.557,1.068,21,2,2,1,1,,,,
467,928,1,1,1,2,,2,1,0,1,0,0,1,25,6,2,,,2,,1,3,0,2,2,3,0.654,0.627,21,2,4,3,,,1,1,
468,928,2,1,1,1,,5,3,1,2,1,0,1,33,2,6,,,2,,2,2,0,2,1,1,1.79,6.494,36,1,3,2,,2,,,
469,928,1,4,1,3,1,1,,0,1,,,,68,6,6,,,2,,1,1,0,2,1,2,1.245,2.307,18,3,5,1,1,,,,
470,928,1,2,1,1,,3,2,1,1,1,0,0,46,2,9,,2,2,,1,1,2,1,1,1,0.572,1.039,42,3,4,8,,,,,1
471,928,2,5,1,2,,3,1,0,1,0,1,1,29,2,1,,,2,,1,3,0,2,2,2,0.448,0.461,55,1,3,8,,,,,1
472,928,1,1,1,1,,2,2,1,1,,,,24,2,5,,,2,,1,2,0,1,1,3,0.741,1.401,12,1,1,2,,2,,,
473,928,1,2,2,3,1,2,2,1,1,,,,53,3,4,,,2,,1,2,0,2,1,3,0.634,1.1,21,3,5,2,,1,,,
474,928,2,1,1,1,,3,3,3,0,,,,24,2,6,,,2,,1,2,0,1,2,1,0.311,0.803,42,2,4,2,,1,,,
475,928,1,2,1,3,2,4,2,1,1,0,2,0,38,3,8,,,2,,1,3,0,2,2,2,0.401,0.826,39,4,5,2,,2,,,
476,928,1,1,1,1,,1,,0,1,,,,37,5,7,,,2,,1,3,0,2,1,3,0.951,1.58,22,1,5,2,,2,,,
477,928,1,2,1,1,,4,2,1,1,1,1,0,36,5,8,,,2,,1,3,0,2,1,3,0.636,1.104,47,3,5,2,,8,,,
478,928,1,2,1,1,,4,3,2,1,1,0,0,99,5,8,,,2,,5,2,0,2,1,3,1.381,2.295,22,3,5,3,,,1,8,
479,928,1,2,1,1,,3,2,1,1,0,1,0,42,4,8,,,2,,1,3,0,1,1,1,0.75,1.362,36,4,5,3,,,1,1,
480,928,1,2,1,1,,7,2,1,1,2,1,2,40,4,8,,,2,,1,1,1,2,1,2,0.31,0.574,55,2,5,3,,,1,1,
481,928,1,5,1,1,,2,1,0,1,1,0,0,41,6,4,,,2,,1,2,0,2,1,3,0.732,0.691,45,3,3,1,2,,,,
482,928,1,2,1,2,,2,2,1,1,,,,63,6,98,2,,2,,1,2,0,2,2,1,0.557,1.031,23,3,5,1,1,,,,
483,928,2,1,1,3,3,1,,1,0,,,,28,5,1,,,2,,1,3,0,1,1,3,0.781,0.649,5,2,1,1,2,,,,
484,928,2,1,2,3,3,6,4,3,1,2,0,0,18,1,3,,,2,,2,2,0,1,1,3,1.931,6.712,47,2,5,2,,1,,,
485,928,1,2,1,1,,2,2,1,1,,,,44,3,6,,,2,,1,1,0,1,1,1,0.918,1.666,34,3,5,1,1,,,,
486,928,1,2,1,1,,5,2,1,1,1,2,0,41,4,3,,,2,,1,1,0,1,2,2,0.311,0.641,18,3,5,3,,,1,1,
487,928,1,1,2,2,,2,2,0,2,,,,19,2,4,,,2,,1,3,0,2,1,2,1.054,1.951,39,2,4,3,,,1,2,
488,928,1,2,1,3,2,3,2,1,1,0,1,0,50,2,4,,,2,,1,1,0,2,1,1,0.788,1.43,36,3,5,1,1,,,,
489,928,1,1,1,1,,2,2,1,1,,,,35,4,7,,,2,,1,1,0,2,1,2,0.744,1.479,31,2,5,1,2,,,,
490,928,2,1,1,1,,1,,0,1,,,,30,5,6,,,2,,1,1,0,2,1,1,0.552,0.893,25,3,5,1,1,,,,
491,928,2,2,1,1,,3,2,1,1,1,0,0,47,2,5,,,2,,1,1,0,2,1,3,0.948,1.574,5,2,3,1,2,,,,
492,928,1,2,1,1,,5,2,1,1,2,1,0,42,4,7,,,2,,1,2,0,1,1,3,0.904,1.501,48,4,5,2,,8,,,
493,928,2,2,1,1,,3,3,1,2,,,,40,3,5,,,2,,1,1,0,1,1,2,0.864,1.719,29,3,5,1,1,,,,
494,928,2,1,2,1,,3,3,2,1,,,,20,2,3,,,1,1,,2,0,1,1,4,0.748,3.376,8,1,4,2,,2,,,
495,928,2,2,1,1,,2,2,1,1,,,,28,2,6,,,2,,1,2,0,1,1,3,0.639,1.11,47,3,5,2,,1,,,
496,928,1,2,1,1,,2,2,1,1,,,,62,4,7,,,2,,1,3,0,1,1,3,0.986,1.637,48,4,5,3,,,1,8,
497,928,1,4,1,3,1,1,,0,1,,,,76,3,2,,,2,,1,2,0,2,1,3,1.036,1.801,47,3,5,2,,1,,,
498,928,2,2,1,1,,3,3,2,1,,,,48,3,5,,,2,,1,2,0,2,2,2,0.327,0.673,39,3,5,2,,1,,,
499,928,2,1,2,1,,6,3,2,1,1,2,0,20,2,2,,,2,,1,2,0,1,1,3,0.741,2.8,12,3,3,3,,,1,1,
500,928,1,2,1,3,1,2,2,1,1,,,,66,2,6,,,2,,1,2,1,1,1,3,0.361,0.682,24,2,5,3,,,1,2,
501,928,1,5,2,2,,5,4,2,2,1,0,0,44,3,3,,,2,,2,2,0,1,1,2,1.629,6.475,29,3,5,2,,1,,,
502,928,2,2,1,2,,2,2,1,1,,,,24,4,8,,,2,,1,2,0,2,1,2,1.054,1.951,17,3,5,2,,2,,,
503,928,2,1,1,1,,3,3,2,1,,,,31,4,5,,,1,1,,2,0,1,1,3,0.781,2.596,48,2,4,1,1,,,,
504,928,1,2,1,3,4,6,2,1,1,1,1,2,38,1,3,,,1,1,,2,0,1,1,4,3.439,6.501,6,2,8,8,,,,,8
505,928,2,2,1,1,,2,1,1,0,0,1,0,31,1,2,,,2,,1,2,0,1,1,3,3.062,2.543,5,2,5,2,,2,,,
506,928,1,2,1,1,,6,2,1,1,1,3,0,42,2,6,,,2,,1,1,0,1,2,3,0.82,1.585,22,4,5,1,1,,,,
507,928,1,2,1,1,,2,2,1,1,,,,43,4,8,,,2,,1,1,0,1,1,4,0.573,1.294,8,4,5,3,,,2,2,
508,928,1,1,2,1,,2,2,0,2,,,,34,2,9,,2,1,1,,3,2,2,1,4,0.631,1.192,6,3,4,2,,2,,,
509,928,1,2,1,3,1,2,2,1,1,,,,63,3,1,,,2,,1,1,0,1,1,3,1.206,2.003,48,1,3,3,,,2,1,
510,928,2,1,1,1,,1,,1,0,,,,27,3,6,,,1,1,,2,0,1,1,4,0.929,0.878,6,2,4,2,,2,,,
511,928,1,2,1,1,,2,2,1,1,,,,35,4,99,1,,9,,9,1,0,1,1,4,0.958,1.812,6,3,5,1,2,,,,
512,928,1,2,1,1,,4,2,1,1,0,0,2,21,1,98,8,,1,9,,0,0,2,1,4,1.714,3.24,6,1,1,7,,,,,7
513,928,1,2,1,1,,5,2,1,1,0,1,2,30,5,8,,,2,,1,2,0,1,2,3,0.58,1.121,40,4,5,1,2,,,,
514,928,1,2,1,2,,2,2,1,1,,,,72,2,9,,1,2,,1,1,1,1,2,2,0.333,0.613,19,1,4,3,,,1,1,
515,928,1,4,1,3,1,1,,1,0,,,,72,2,3,,,2,,1,3,0,1,1,2,0.898,0.893,29,3,5,2,,2,,,
517,928,1,1,2,2,,5,4,2,2,0,1,0,18,3,98,8,,2,,1,3,0,2,1,4,1.024,4.625,8,2,3,8,,,,,8
518,928,1,2,1,1,,2,2,1,1,,,,54,3,6,,,2,,1,1,0,1,1,4,1.339,2.532,41,3,5,3,,,2,8,
519,928,1,2,1,1,,2,2,1,1,,,,26,3,5,,,2,,1,1,0,1,2,4,0.588,1.329,6,3,5,1,2,,,,
520,928,1,2,1,1,,3,3,2,1,,,,48,2,9,,2,2,,1,1,0,1,1,4,1.339,5.063,6,3,5,1,1,,,,
521,928,1,3,1,2,,3,1,0,1,1,1,0,49,4,9,,1,2,,1,2,0,2,1,4,0.753,0.712,6,3,5,2,,2,,,
522,928,2,2,1,1,,2,2,1,1,,,,43,2,6,,,2,,1,2,0,2,2,2,0.675,1.24,19,1,1,7,,,,,7
523,928,1,2,1,1,,3,2,1,1,0,0,1,33,5,9,,1,2,,1,1,0,1,1,3,0.492,0.928,45,4,5,1,1,,,,
524,928,2,3,1,1,,1,,0,1,,,,42,3,8,,,2,,1,2,0,2,1,4,1.131,2.137,6,4,5,2,,1,,,
525,928,2,2,1,3,4,3,2,1,1,1,0,0,27,4,1,,,2,,2,2,0,1,1,3,2.063,3.426,48,3,4,2,,2,,,
526,928,1,2,1,3,2,4,3,1,2,1,0,0,44,3,99,2,,2,,1,1,0,2,1,4,0.738,3.333,4,3,5,3,,,1,7,
527,928,1,2,1,2,,2,2,1,1,,,,56,2,7,,,2,,1,3,0,2,1,2,1.174,2.333,27,4,5,3,,,2,2,
528,928,1,2,1,3,4,3,2,1,1,0,1,0,49,2,6,,,2,,1,8,0,1,2,3,0.694,1.332,47,2,4,2,,2,,,
529,928,1,4,1,3,1,1,,0,1,,,,65,1,1,,,1,1,,2,1,2,2,3,2.268,4.384,48,4,5,2,,1,,,
530,928,1,5,1,1,,1,,0,1,,,,57,4,99,1,,2,,1,3,0,2,1,4,1.192,2.252,53,3,5,0,,,,,3
531,928,1,4,1,3,1,1,,0,1,,,,65,3,3,,,2,,1,1,0,2,2,3,0.962,1.845,28,4,5,8,,,,,2
532,928,2,5,1,3,4,1,,1,0,,,,50,5,99,2,,2,,1,2,0,1,2,2,0.654,0.601,19,3,4,2,,2,,,
533,928,2,2,1,1,,5,2,1,1,1,1,1,30,1,1,,,2,,1,8,0,2,1,4,2.639,5.956,8,2,1,7,,,,,7
534,928,1,5,1,3,4,1,,0,1,,,,60,3,2,,,2,,1,2,0,2,2,3,1.113,2.152,40,4,5,8,,,,,2
535,928,2,5,1,1,,1,,0,1,,,,46,2,3,,,2,,1,3,0,2,1,2,0.741,1.474,29,1,2,3,,,2,2,
536,928,1,2,1,2,,4,4,3,1,,,,52,2,3,,,2,,1,3,1,1,2,2,0.238,0.978,55,3,2,2,,2,,,
537,928,2,5,1,3,1,1,,0,1,,,,84,1,1,,,2,,1,1,0,2,2,2,2.884,5.299,20,2,5,8,,,,,8
538,928,1,2,1,2,,6,2,1,1,0,4,0,30,2,7,,,2,,1,0,0,2,2,2,0.448,0.922,55,3,5,1,1,,,,
539,928,1,4,1,1,,1,,1,0,,,,55,3,5,,,2,,1,3,0,1,1,2,0.944,0.937,29,1,4,8,,,,,8
540,928,1,1,2,2,,4,3,0,3,1,0,0,21,3,8,,,2,,1,1,0,2,1,2,1.054,1.951,17,2,5,3,,,1,1,
541,928,2,2,1,1,,2,2,1,1,,,,27,4,5,,,2,,2,3,0,2,1,3,2.8,4.651,48,3,5,2,,1,,,
542,928,1,2,1,1,,4,3,2,1,1,0,0,48,3,8,,,2,,1,2,0,1,1,3,1.378,4.578,48,4,5,2,,1,,,
543,928,1,2,1,3,1,2,2,1,1,,,,67,2,5,,,2,,1,1,0,1,2,2,0.666,1.224,20,3,5,3,,,2,2,
544,928,1,1,2,2,,3,3,2,1,,,,20,3,8,,,2,,1,1,0,2,1,2,1.054,1.951,17,1,4,1,2,,,,
545,928,1,2,2,1,,4,2,1,1,0,0,2,26,2,5,,,2,,1,2,0,2,1,4,1.262,2.386,6,3,5,2,,1,,,
546,928,1,2,1,1,,4,2,1,1,1,1,0,38,2,3,,,2,,1,3,0,1,2,4,0.804,1.392,49,2,5,8,,,,,3
547,928,1,2,1,3,1,2,2,1,1,,,,70,3,99,9,,2,,9,8,0,1,1,4,1.219,2.303,6,3,5,8,,,,,8
548,928,1,2,1,3,1,2,2,1,1,,,,62,3,9,,1,2,,1,1,3,1,2,4,0.371,0.838,6,4,5,1,2,,,,
549,928,2,1,2,1,,4,3,0,3,0,0,1,21,3,3,,,1,1,,3,0,2,1,3,1.615,2.683,48,2,1,2,,1,,,
550,928,1,2,1,1,,4,2,1,1,1,1,0,48,4,8,,,2,,1,1,0,1,1,3,0.753,1.307,1,4,5,1,1,,,,
551,928,1,2,1,1,,3,2,1,1,1,0,0,46,3,6,,,2,,1,1,0,1,2,2,0.8,1.469,20,3,5,1,1,,,,
552,928,1,1,1,1,,1,,1,0,,,,30,3,6,,,2,,1,3,0,1,2,2,0.441,0.454,55,4,4,3,,,2,2,
553,928,1,2,1,1,,2,2,1,1,,,,54,1,4,,,2,,1,3,0,1,1,3,4.008,6.656,5,2,5,8,,,,,1
554,928,1,2,1,1,,2,2,1,1,,,,33,5,7,,,2,,1,3,0,2,1,2,0.831,1.651,29,4,5,2,,2,,,
555,928,1,2,1,1,,3,3,2,1,,,,45,3,9,,1,2,,1,1,0,2,1,3,0.948,1.574,48,2,4,1,2,,,,
556,928,2,2,1,2,,3,2,1,1,0,0,1,41,3,99,9,,2,,1,2,1,2,1,3,0.582,0.967,48,4,5,3,,,1,2,
557,928,2,1,1,1,,2,2,2,0,,,,25,3,2,,,2,,5,3,0,1,1,4,0.929,1.757,6,1,1,7,,,,,0
558,928,1,4,1,3,1,1,,1,0,,,,76,2,99,2,,2,,1,3,0,1,1,2,1.123,1.116,29,3,5,2,,1,,,
559,928,1,2,1,3,4,3,2,1,1,1,0,0,36,2,7,,,2,,1,3,0,2,1,3,1.163,1.932,22,3,1,2,,1,,,
560,928,1,2,1,3,1,2,2,1,1,,,,72,2,2,,,2,,1,2,0,2,1,2,1.494,2.968,29,4,5,2,,1,,,
561,928,2,2,1,2,,2,2,1,1,,,,28,3,3,,,2,,1,3,0,1,1,3,0.956,1.588,48,3,5,3,,,1,7,
562,928,2,1,1,1,,2,2,1,1,,,,19,1,1,,,2,,1,1,0,1,1,4,0.748,1.688,4,3,5,2,,2,,,
563,928,1,2,1,2,,3,2,1,1,1,0,0,42,3,4,,,2,,1,3,0,2,2,3,0.586,1.124,47,2,5,0,,,,,8
564,928,1,2,1,1,,4,3,1,2,0,0,1,54,2,7,,,2,,1,2,0,2,1,4,0.921,3.484,6,3,5,2,,1,,,
565,928,1,2,1,1,,2,2,1,1,,,,46,2,3,,,2,,1,2,0,2,2,4,0.691,1.195,8,2,5,1,1,,,,
566,928,2,1,1,2,,1,,1,0,,,,41,2,5,,,2,,1,2,0,1,1,3,1.105,0.918,40,3,4,2,,2,,,
567,928,1,1,1,2,,2,2,1,1,,,,24,4,4,,,2,,1,1,0,1,1,4,1.145,2.165,6,3,5,1,1,,,,
568,928,1,2,1,1,,2,2,1,1,,,,50,2,6,,,2,,1,1,0,2,2,4,0.691,1.195,8,2,5,1,2,,,,
569,928,1,1,1,1,,2,2,0,2,,,,28,4,8,,,2,,1,3,0,2,1,4,0.673,1.52,8,3,5,2,,2,,,
570,928,1,2,1,3,2,4,2,1,1,0,1,1,34,4,7,,,2,,1,3,0,2,2,4,0.772,1.338,56,3,5,3,,,1,2,
571,928,2,1,1,1,,2,2,2,0,,,,22,3,1,,,2,,1,2,0,1,1,4,0.748,1.688,35,3,1,2,,1,,,
572,928,1,4,1,1,,2,2,1,1,,,,77,5,4,,,2,,1,2,0,2,1,4,1.232,2.329,6,4,5,3,,,1,1,
573,928,1,2,1,1,,3,3,1,2,,,,41,2,8,,,2,,1,2,0,2,2,4,0.715,3.234,53,2,5,2,,8,,,
574,928,2,5,1,1,,1,,1,0,,,,28,3,7,,,2,,1,3,2,1,1,4,0.526,0.498,6,3,5,2,,1,,,
575,928,1,1,2,1,,3,3,2,1,,,,31,3,9,,1,2,,5,1,0,1,1,4,0.929,3.514,6,2,5,1,2,,,,
576,928,2,2,1,1,,3,2,1,1,0,0,1,24,2,2,,,1,1,,2,0,2,1,4,1.57,2.966,6,3,5,2,,1,,,
577,928,1,1,1,3,3,1,,1,0,,,,41,5,8,,,2,,1,3,1,1,1,4,0.514,0.486,6,4,5,8,,,,,2
579,928,1,2,1,2,,4,2,1,1,0,0,2,25,2,7,,,2,,1,3,0,2,1,4,1.262,2.386,53,3,5,1,2,,,,
580,928,2,2,1,1,,4,2,1,1,0,1,1,30,3,4,,,2,,1,1,0,1,1,4,0.929,1.757,53,3,2,3,,,1,1,
581,928,1,2,1,1,,4,2,1,1,0,0,2,29,4,8,,,2,,1,1,0,1,1,4,0.76,1.436,41,4,5,1,2,,,,
582,928,1,2,1,1,,4,2,1,1,2,0,0,45,3,7,,,2,,1,1,0,1,1,4,1.339,2.532,6,4,5,1,2,,,,
