ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW6A,AW7,AW8,AW9,AW10A,AW10B
336,833,1,2,1,1,,4,3,1,2,1,0,0,42,2,7,,,2,,1,3,0,1,2,2,0.496,1.055,18,1,2,4,2,,1,,3,7,8,3,,
337,833,1,2,1,1,,4,2,1,1,2,0,0,44,6,99,9,,2,,1,3,0,2,1,1,0.86,1.584,42,2,,,,,,,,,2,3,,
338,833,1,2,1,1,,6,2,1,1,1,3,0,44,3,8,,,2,,1,1,0,1,1,2,0.606,1.132,39,1,3,5,1,2,,,8,1,1,3,,
339,833,1,4,1,3,1,5,5,4,1,,,,70,2,4,,,2,,2,2,1,1,1,2,0.389,1.455,18,1,4,5,2,,2,,2,2,1,3,,
340,833,1,2,1,1,,3,3,1,2,,,,34,5,9,,2,2,,1,2,0,2,1,2,0.688,2.572,39,2,,,,,,,,,2,3,,
341,833,1,2,1,1,,4,2,1,1,0,0,2,30,2,99,1,,2,,1,3,0,2,2,2,0.738,1.573,26,1,3,5,0,,,2,3,1,1,3,,
342,833,1,2,1,1,,2,2,1,1,,,,61,5,9,,2,2,,1,1,1,1,2,1,0.249,0.661,36,1,3,5,1,2,,,1,1,2,1,2,
343,833,1,1,1,1,,1,,1,0,,,,37,4,6,,,2,,1,1,0,1,1,3,0.51,0.515,24,1,2,4,1,1,,,1,1,1,8,,
344,833,1,2,1,2,,4,1,0,1,1,1,1,33,2,8,,,2,,1,1,0,2,1,1,1.163,1.071,42,2,,,,,,,,,2,3,,
345,833,2,2,1,1,,5,2,1,1,0,1,2,27,3,4,,,2,,1,1,0,1,1,1,1.083,1.995,34,2,,,,,,,,,1,3,,
346,833,1,5,1,1,,2,1,0,1,1,0,0,40,2,2,,,2,,1,3,0,2,2,2,0.546,0.581,39,2,,,,,,,,,1,1,2,
347,833,2,2,1,2,,4,2,1,1,0,0,2,26,3,3,,,2,,1,3,0,2,1,2,0.903,1.688,18,2,,,,,,,,,8,3,,
348,833,1,2,1,1,,2,2,1,1,,,,61,4,6,,,2,,1,3,0,1,2,1,0.499,1.321,36,1,3,5,2,,1,,2,2,1,3,,
349,833,1,2,1,2,,2,2,1,1,,,,60,4,4,,,2,,1,3,0,1,1,3,1.126,1.952,21,1,3,3,2,,2,,2,7,1,3,,
350,833,1,2,1,1,,3,2,1,1,1,0,0,35,2,9,,2,2,,1,2,0,1,1,1,0.781,1.437,36,1,1,5,2,,2,,3,1,2,3,,
351,833,1,2,1,3,4,3,3,2,1,,,,61,2,6,,,2,,1,2,0,2,1,3,0.506,1.021,12,1,4,4,2,,1,,2,7,8,2,,2
352,833,1,2,1,3,2,3,3,1,2,,,,55,2,2,,,2,,1,9,0,2,1,2,0.507,1.898,39,2,,,,,,,,,9,9,,
353,833,1,2,1,3,1,2,2,1,1,,,,65,4,4,,,2,,1,1,1,1,2,3,0.22,0.513,37,1,4,5,1,1,,,1,1,1,1,1,
354,833,1,2,1,3,2,5,2,1,1,1,1,1,31,2,4,,,2,,1,2,0,2,2,1,0.653,1.735,42,1,2,5,1,2,,,3,1,1,1,2,
355,833,1,3,1,1,,2,2,2,0,,,,43,2,5,,,2,,1,3,0,1,1,2,0.606,1.132,26,2,,,,,,,,,2,2,,2
356,833,1,2,1,3,1,2,2,1,1,,,,67,4,9,,1,2,,1,3,0,1,1,1,0.478,0.88,42,1,3,4,1,1,,,1,1,1,3,,
357,833,1,2,1,1,,3,3,2,1,,,,56,2,6,,,2,,1,3,0,1,1,3,0.901,3.633,51,1,3,4,8,,,1,1,7,2,3,,
358,833,2,4,1,3,5,1,,0,1,,,,65,1,1,,,2,,2,2,0,2,1,3,2.151,4.338,12,8,,,,,,,,,8,3,,
359,833,1,5,1,1,,3,3,2,1,,,,49,2,5,,,2,,1,2,0,2,1,3,0.741,1.494,24,1,3,5,2,,1,,8,7,1,2,,1
360,833,2,2,1,1,,3,2,1,1,0,0,1,21,2,2,,,1,1,,2,0,1,2,3,0.327,0.762,37,2,,,,,,,,,2,3,,
361,833,2,2,2,3,2,3,2,1,1,0,0,1,36,4,8,,,2,,1,9,0,2,1,2,0.508,0.951,39,1,3,5,8,,,8,0,1,1,3,,
362,833,1,4,1,3,1,4,4,0,4,,,,74,1,3,,,2,,2,3,4,2,1,2,1.078,2.017,26,1,3,5,2,,1,,2,2,1,2,,2
363,833,1,2,1,1,,5,2,1,1,0,3,0,28,2,5,,,2,,2,2,0,1,1,3,2.201,3.813,21,1,2,3,2,,2,,2,2,1,3,,
364,833,2,2,1,1,,5,3,1,2,2,0,0,43,4,9,,2,1,9,,1,0,1,1,1,0.685,1.261,34,2,,,,,,,,,8,1,1,
365,833,1,1,1,2,,1,,0,1,,,,52,1,2,,,2,,1,1,0,2,2,1,2.019,5.356,36,1,2,5,1,1,,,2,1,8,3,,
366,833,1,2,1,3,1,3,3,2,1,,,,72,3,7,,,2,,1,1,1,1,1,1,0.313,1.155,42,1,2,5,1,1,,,1,1,1,3,,
367,833,2,1,1,2,,2,2,0,2,,,,23,4,3,,,2,,1,1,0,2,1,1,0.955,1.758,42,2,,,,,,,,,1,1,2,
368,833,1,4,1,2,,2,2,1,1,,,,69,2,1,,,2,,1,1,0,2,1,1,0.463,0.854,42,1,3,5,1,2,,,3,1,1,1,1,
369,833,1,4,1,1,,4,1,0,1,2,1,0,33,1,3,,,2,,1,8,0,2,1,3,3.377,3.406,51,2,,,,,,,,,1,3,,
370,833,1,2,1,1,,4,3,2,1,1,0,0,46,2,9,,2,2,,1,1,0,2,1,3,0.741,1.494,13,1,4,5,1,1,,,1,1,1,3,,
371,833,1,2,1,1,,3,2,1,1,1,0,0,57,2,9,,1,2,,1,2,0,1,1,2,0.903,1.689,39,1,4,5,2,,2,,3,1,2,3,,
372,833,2,1,1,2,,1,,1,0,,,,35,2,1,,,2,,1,3,0,1,1,1,0.781,0.719,36,2,,,,,,,,,2,2,,2
373,833,2,2,1,1,,3,2,1,1,0,0,1,25,3,8,,,2,,1,1,0,2,2,3,0.572,1.336,37,2,,,,,,,,,2,1,2,
374,833,1,1,1,3,1,3,3,1,2,,,,61,2,8,,,2,,1,1,0,2,1,1,0.653,2.408,36,1,4,5,1,1,,,1,1,1,1,2,
375,833,1,5,1,2,,1,,0,1,,,,67,3,5,,,2,,1,1,0,2,1,3,0.358,0.724,24,1,4,5,2,,1,,2,1,2,2,,1
376,833,1,5,1,1,,2,1,0,1,0,1,0,36,3,6,,,2,,1,3,0,2,1,3,0.665,0.671,13,2,,,,,,,,,2,1,2,
377,833,1,3,1,3,1,1,,0,1,,,,74,2,3,,,2,,1,1,0,2,2,3,0.295,0.696,21,1,2,5,1,1,,,1,1,1,1,1,
378,833,1,2,2,1,,3,2,1,1,0,0,1,36,4,8,,,2,,1,1,0,2,2,3,0.322,0.752,37,1,3,5,1,1,,,1,1,1,3,,
379,833,1,2,1,2,,6,3,1,2,0,2,1,34,4,8,,,2,,1,3,1,2,1,1,0.443,1.632,36,1,3,5,1,2,,,3,1,1,3,,
380,833,1,1,2,2,,4,3,2,1,1,0,0,23,3,99,9,,2,,1,2,0,1,2,3,0.327,1.524,54,1,3,5,2,,1,,2,2,8,2,,2
381,833,1,2,1,1,,4,2,1,1,1,0,1,43,2,7,,,2,,1,2,0,2,1,1,0.86,1.584,42,2,,,,,,,,,1,1,2,
382,833,1,2,1,3,1,4,2,1,1,2,0,0,54,2,7,,,2,,2,1,0,1,1,3,1.095,2.208,24,1,4,5,1,1,,,1,1,1,1,2,
383,833,1,2,1,3,3,4,2,1,1,2,0,0,38,4,9,,2,2,,1,1,0,2,1,2,0.508,0.951,18,1,3,5,2,,2,,2,1,1,3,,
384,833,1,2,1,1,,4,2,1,1,0,0,2,42,4,7,,,2,,1,0,0,1,1,3,0.46,0.928,51,2,,,,,,,,,1,2,,2
385,833,2,3,1,1,,1,,0,1,,,,37,2,3,,,2,,1,1,0,2,1,1,0.86,1.584,42,2,,,,,,,,,1,3,,
386,833,1,4,1,1,,1,,0,1,,,,75,1,99,9,,2,,1,2,0,2,2,2,1.726,3.677,18,1,3,5,2,,1,,2,2,1,3,,
387,833,1,2,1,1,,3,2,1,1,1,0,0,40,3,6,,,2,,1,3,0,1,2,3,0.384,0.896,51,1,3,9,2,,2,,3,1,2,3,,
388,833,1,2,1,1,,3,2,1,1,0,0,1,28,2,5,,,2,,1,2,0,1,2,3,0.533,1.244,45,2,,,,,,,,,1,3,,
389,833,1,2,1,3,1,3,3,2,1,,,,78,1,1,,,2,,1,1,0,2,1,3,2.104,4.244,37,1,2,5,1,1,,,1,1,1,1,2,
390,833,2,1,2,1,,2,2,2,0,,,,19,2,3,,,2,,1,2,0,1,1,3,0.513,1.036,12,1,4,5,2,,2,,2,7,1,2,,2
391,833,1,2,1,1,,2,2,1,1,,,,61,5,6,,,2,,1,3,0,1,1,1,0.886,1.632,36,1,4,5,1,1,,,1,1,8,3,,
392,833,2,5,1,1,,1,,0,1,,,,41,4,4,,,2,,1,3,0,2,1,1,0.655,1.207,42,1,4,5,2,,1,,2,0,1,2,,2
393,833,1,2,1,2,,2,2,1,1,,,,61,2,3,,,2,,1,3,0,2,1,1,0.656,1.294,44,1,4,5,2,,1,,2,1,1,3,,
394,833,1,5,1,3,5,2,2,1,1,,,,58,1,2,,,2,,1,2,0,2,2,3,1.207,2.816,37,2,,,,,,,,,1,3,,
395,833,1,2,1,1,,2,2,1,1,,,,57,2,6,,,2,,1,1,0,2,1,1,0.653,1.203,42,1,2,5,1,1,,,8,1,1,3,,
396,833,1,2,1,1,,5,3,2,1,0,2,0,36,3,8,,,2,,2,2,0,2,1,3,1.747,3.027,47,1,3,5,2,,1,,2,2,2,2,,2
397,833,1,2,1,2,,2,2,1,1,,,,62,3,8,,,2,,1,1,0,1,1,1,1.164,2.143,36,1,4,5,2,,2,,2,1,8,1,2,
398,833,1,2,1,2,,2,2,1,1,,,,57,2,7,,,2,,1,2,0,2,1,3,0.506,1.021,24,1,2,5,2,,2,,8,2,1,3,,
399,833,1,5,1,1,,1,,1,0,,,,56,2,6,,,2,,1,1,0,1,1,2,0.903,0.844,39,1,2,4,1,2,,,8,1,1,3,,
400,833,1,2,1,2,,2,2,1,1,,,,52,2,3,,,2,,1,2,0,1,1,3,0.685,1.382,13,1,3,5,2,,1,,2,7,1,2,,1
401,833,1,2,1,1,,2,2,1,1,,,,58,2,8,,,2,,1,3,0,2,1,2,0.507,0.949,26,1,4,5,2,,1,,3,1,1,2,,2
402,833,2,1,2,1,,3,3,1,2,,,,24,3,5,,,2,,2,3,0,1,1,1,1.061,1.953,36,2,,,,,,,,,8,8,,
403,833,2,1,1,3,4,1,,0,1,,,,33,4,5,,,2,,1,3,0,2,1,1,0.888,1.754,25,1,3,5,2,,1,,2,7,1,2,,2
404,833,1,1,1,3,4,2,2,1,1,,,,25,3,99,9,,9,,9,3,0,1,1,3,0.966,1.949,12,1,3,5,2,,1,,2,7,9,3,,
405,833,1,2,1,1,,3,3,2,1,,,,48,4,8,,,2,,1,1,0,1,1,1,0.674,2.483,42,1,3,5,2,,1,,2,1,2,3,,
406,833,1,2,1,3,1,2,2,1,1,,,,62,2,1,,,2,,1,3,0,1,2,1,1.189,2.478,23,2,,,,,,,,,8,2,,8
407,833,1,2,1,1,,3,3,2,1,,,,49,2,9,,2,2,,1,1,0,1,2,3,0.435,2.033,37,1,2,5,1,1,,,1,1,1,3,,
408,833,1,5,1,3,5,1,,1,0,,,,62,1,2,,,2,,1,3,0,1,1,3,3.379,3.408,37,1,3,5,1,1,,,1,1,1,3,,
409,833,1,2,8,1,,2,2,1,1,,,,39,4,6,,,2,,1,3,0,2,1,1,0.657,1.297,25,2,,,,,,,,,1,2,,2
410,833,1,2,1,1,,2,2,1,1,,,,42,4,8,,,2,,1,3,0,1,1,1,0.595,1.095,42,1,4,5,1,1,,,1,1,1,3,,
411,833,1,2,1,1,,3,3,2,1,,,,54,4,8,,,2,,1,1,0,1,1,2,0.523,1.957,18,1,3,5,1,2,,,1,1,1,1,1,
412,833,1,5,1,1,,1,,0,1,,,,52,3,2,,,2,,1,2,0,2,1,3,0.741,1.494,12,1,2,5,2,,1,,3,2,2,3,,
413,833,1,2,2,1,,5,2,1,1,3,0,0,34,2,6,,,2,,1,3,0,2,1,3,0.901,1.816,37,8,,,,,,,,,2,3,,
414,833,2,1,1,1,,1,,0,1,,,,40,3,6,,,2,,1,1,0,2,1,3,0.665,1.342,51,1,3,5,1,2,,,3,1,2,3,,
415,833,1,2,1,2,,3,3,1,2,,,,57,2,98,8,,2,,1,2,0,2,1,1,0.653,2.408,36,1,3,5,2,,8,,2,1,8,8,,
416,833,2,2,1,1,,5,2,1,1,1,1,1,32,4,6,,,2,,2,2,0,2,1,3,1.096,2.21,51,1,1,5,2,,2,,8,2,1,3,,
417,833,1,2,2,3,4,4,3,1,2,0,1,0,45,2,4,,,1,1,,1,0,2,1,3,0.741,2.99,12,1,2,4,1,1,,,3,1,1,3,,
418,833,1,2,1,1,,3,2,1,1,0,0,1,35,3,8,,,2,,1,1,0,1,1,3,0.604,1.219,13,1,4,5,1,1,,,1,1,1,1,2,
419,833,1,4,1,1,,2,2,1,1,,,,23,6,98,1,,2,,1,2,0,2,1,1,0.955,1.758,42,1,2,4,2,,2,,2,7,2,3,,
420,833,1,2,1,3,1,2,2,1,1,,,,79,4,9,,2,2,,1,1,0,1,1,3,1.368,2.759,13,1,2,5,1,1,,,1,1,2,3,,
421,833,2,2,1,2,,3,1,1,0,1,1,0,30,2,3,,,2,,1,3,0,1,1,3,0.838,0.846,12,2,,,,,,,,,2,8,,
422,833,1,5,1,1,,2,2,1,1,,,,49,2,4,,,2,,2,2,0,1,1,3,1.095,2.208,45,2,,,,,,,,,1,3,,
423,833,1,2,1,1,,3,2,1,1,0,1,0,39,6,6,,,2,,1,3,0,1,1,2,0.606,1.132,39,1,3,5,1,2,,,1,1,1,3,,
424,833,2,5,1,3,1,1,,0,1,,,,71,2,1,,,2,,1,1,0,2,1,3,0.358,0.724,54,1,4,5,8,,,8,2,1,2,3,,
425,833,1,2,1,3,1,2,2,1,1,,,,65,1,4,,,2,,1,3,0,1,1,3,1.821,3.673,13,1,3,5,8,,,1,1,1,1,1,2,
426,833,2,2,1,3,4,4,2,1,1,0,1,1,49,2,3,,,2,,1,2,0,1,2,1,0.904,1.885,25,2,,,,,,,,,2,2,,2
427,833,1,2,2,3,5,2,2,1,1,,,,46,1,2,,,2,,1,3,0,2,2,3,2.282,5.391,21,1,3,5,2,,1,,2,2,8,3,,
428,833,1,2,1,1,,4,4,2,2,,,,50,4,99,9,,2,,1,1,1,1,1,2,0.262,0.979,17,1,3,5,8,,,1,3,1,2,2,,2
429,833,1,2,1,1,,3,3,2,1,,,,58,5,99,2,,2,,9,8,0,1,1,2,0.793,2.965,26,1,4,5,2,,2,,2,2,1,3,,
430,833,1,2,1,1,,3,2,1,1,1,0,0,42,2,8,,,2,,1,1,0,1,2,3,0.384,0.896,51,1,3,5,2,,1,,2,1,2,3,,
431,833,1,2,1,1,,4,2,1,1,2,0,0,46,5,8,,,2,,1,1,0,2,1,2,0.566,1.059,26,1,3,5,1,1,,,8,1,1,1,2,
432,833,1,1,2,3,3,3,3,1,2,,,,19,3,2,,,2,,2,2,1,2,1,3,0.59,2.381,37,1,3,5,2,,1,,2,7,2,2,,2
433,833,1,2,1,1,,3,2,1,1,0,0,1,35,6,7,,,2,,1,1,0,1,1,3,0.992,1.719,28,1,4,5,1,1,,,3,1,1,1,2,
434,833,1,2,1,3,2,5,2,1,1,0,1,2,28,2,4,,,2,,1,2,0,2,1,1,1.163,2.142,36,1,4,5,2,,1,,2,2,2,3,,
435,833,2,2,1,1,,2,2,1,1,,,,22,4,5,,,2,,1,3,2,1,1,2,0.272,0.509,26,1,3,5,1,1,,,0,1,1,1,1,
436,833,9,2,1,1,,3,2,1,1,0,0,1,34,3,9,,2,2,,1,3,1,1,1,2,0.42,0.787,17,1,4,5,0,,,0,3,1,8,2,,2
437,833,2,2,1,3,1,2,2,1,1,,,,69,5,8,,,2,,1,2,0,1,1,2,0.371,0.694,55,1,3,5,2,,1,,2,1,1,3,,
438,833,1,2,1,3,1,2,2,1,1,,,,68,6,99,2,,2,,2,2,0,1,1,3,1.274,2.207,1,1,4,5,2,,1,,2,2,8,3,,
439,833,2,1,1,3,4,2,1,0,1,0,1,0,38,2,1,,,2,,1,3,0,2,2,2,0.903,0.798,27,1,3,4,9,,,2,2,2,2,2,,2
440,833,2,2,1,2,,5,3,2,1,1,1,0,48,4,9,,2,2,,1,2,0,2,1,1,0.732,1.444,25,1,3,5,2,,2,,2,2,2,2,,2
441,833,1,2,1,1,,8,2,1,1,1,3,2,37,2,6,,,2,,2,2,0,1,1,2,0.967,1.81,26,1,9,9,2,,9,,2,2,1,3,,
442,833,2,1,1,2,,5,2,1,1,0,2,1,39,1,2,,,2,,1,2,0,1,1,3,2.265,4.569,24,2,,,,,,,,,2,3,,
443,833,1,2,1,1,,4,2,1,1,0,2,0,35,3,99,1,,2,,1,3,0,2,1,2,0.668,1.249,17,1,3,4,8,,,2,8,7,1,2,,2
444,833,1,2,1,1,,3,3,2,1,,,,59,4,8,,,2,,1,2,0,1,1,3,1.126,3.904,1,1,4,5,2,,1,,2,2,2,3,,
445,833,2,1,2,1,,5,3,1,2,2,0,0,21,1,2,,,1,1,,3,0,2,1,3,1.513,4.984,48,2,,,,,,,,,1,1,8,
446,833,1,2,1,1,,3,2,1,1,0,0,1,24,2,2,,,2,,1,3,1,1,1,2,0.689,1.042,29,2,,,,,,,,,1,3,,
447,833,2,2,1,3,3,2,2,1,1,,,,30,5,2,,,2,,1,1,0,2,1,3,1.591,2.62,48,1,3,5,8,,,2,3,1,2,2,,2
448,833,1,2,1,2,,4,2,1,1,1,1,0,39,2,7,,,2,,1,3,0,2,2,3,0.546,1.291,1,1,3,4,9,,,9,9,9,8,9,,
449,833,1,2,1,3,2,3,3,2,1,,,,42,2,6,,,2,,1,3,0,2,1,3,1.094,1.894,1,1,4,5,2,,1,,2,1,1,2,,2
450,833,1,2,1,1,,3,3,1,2,,,,44,2,8,,,2,,1,3,0,1,2,3,1.067,2.189,48,1,3,5,2,,2,,3,1,2,3,,
451,833,1,2,1,1,,3,2,1,1,0,0,1,29,3,7,,,2,,1,1,0,2,2,2,0.738,1.573,17,1,4,5,1,1,,,1,1,1,3,,
452,833,2,1,1,2,,3,2,1,1,0,1,0,18,2,3,,,2,,2,3,0,1,1,3,0.82,1.656,45,2,,,,,,,,,2,2,,2
453,833,1,5,1,2,,4,2,1,1,0,2,0,28,3,5,,,2,,1,2,0,2,1,2,2.417,3.654,27,1,3,5,2,,2,,3,2,2,3,,
454,833,1,4,1,3,1,3,3,1,2,,,,72,1,1,,,2,,1,0,0,2,1,2,1.35,5.049,55,1,4,4,8,,,2,3,8,1,3,,
455,833,1,2,1,1,,2,2,1,1,,,,55,5,9,,1,2,,1,1,0,1,1,2,0.688,1.287,55,1,4,5,1,1,,,1,1,2,3,,
456,833,1,2,1,3,1,2,2,1,1,,,,64,5,7,,,2,,1,1,0,2,1,3,0.894,1.472,40,1,4,5,1,1,,,1,1,1,1,1,
457,833,1,2,1,1,,2,2,1,1,,,,53,3,6,,,2,,1,2,0,1,1,2,0.687,1.285,17,1,3,5,2,,2,,8,2,1,3,,
458,833,1,2,1,3,2,5,2,1,1,0,3,0,43,2,6,,,2,,5,2,0,2,1,2,1.787,2.702,27,1,4,5,2,,1,,2,2,1,1,2,
459,833,1,2,1,1,,2,2,1,1,,,,45,5,99,1,,2,,1,3,0,1,2,2,0.708,1.251,29,1,4,5,1,1,,,1,7,1,3,,
460,833,1,2,1,1,,3,2,1,1,0,0,1,36,4,9,,2,2,,1,3,0,1,1,3,1.067,1.758,48,1,4,5,1,2,,,3,1,1,2,,2
461,833,1,2,1,3,4,5,2,1,1,2,1,0,44,4,3,,,2,,1,2,0,1,2,2,0.378,0.804,17,1,4,5,2,,1,,3,2,8,3,,
462,833,1,5,1,1,,1,,0,1,,,,57,5,7,,,2,,1,1,0,2,1,3,0.894,1.472,48,1,4,5,1,1,,,1,1,1,1,2,
463,833,2,5,1,1,,3,3,0,3,,,,50,2,5,,,2,,1,1,0,2,1,3,1.719,2.831,48,2,,,,,,,,,2,3,,
464,833,1,1,2,3,3,4,3,2,1,1,0,0,19,3,98,1,,2,,1,2,0,1,2,3,0.422,1.993,47,2,,,,,,,,,1,3,,
465,833,2,2,2,3,2,4,2,1,1,1,1,0,30,2,2,,,2,,1,1,0,2,1,2,0.903,1.688,39,2,,,,,,,,,2,3,,
466,833,1,9,8,1,,9,,,,,,,99,3,99,9,,2,,9,9,9,2,2,3,1.62,3.327,5,1,4,5,9,,,9,9,9,8,3,,
467,833,1,5,2,3,4,4,4,1,3,,,,36,3,1,,,2,,1,3,0,1,2,3,1.067,2.189,48,2,,,,,,,,,8,8,,
468,833,2,2,1,1,,2,2,1,1,,,,24,4,5,,,2,,1,3,0,2,1,2,1.983,2.999,20,1,3,5,0,,,2,3,1,2,2,,1
469,833,2,4,1,3,1,1,,0,1,,,,91,2,99,9,,2,,1,2,0,2,1,3,1.301,2.143,22,2,,,,,,,,,1,2,,2
470,833,1,2,1,3,1,2,2,1,1,,,,60,2,99,9,,2,,1,1,0,2,1,3,1.174,1.933,48,1,3,4,1,1,,,3,1,1,3,,
471,833,1,5,1,1,,1,,1,0,,,,53,2,7,,,2,,1,3,0,1,2,3,0.563,0.664,28,2,,,,,,,,,1,3,,
472,833,1,2,1,1,,4,2,1,1,2,0,0,40,2,6,,,2,,2,2,0,1,1,1,1.247,2.296,42,2,,,,,,,,,2,3,,
473,833,2,5,1,1,,3,3,2,1,,,,44,3,9,,2,2,,1,3,0,1,1,2,0.606,2.266,18,2,,,,,,,,,1,2,,2
474,833,1,2,1,3,1,2,2,1,1,,,,62,2,3,,,2,,1,3,0,1,2,2,1.222,2.157,20,1,3,5,1,2,,,3,1,1,1,2,
475,833,1,2,1,3,2,2,2,1,1,,,,67,3,6,,,2,,1,3,0,2,1,2,0.963,1.457,38,1,3,5,8,,,0,2,1,1,1,2,
476,833,2,1,1,1,,2,2,1,1,,,,21,2,3,,,1,1,,2,0,2,1,3,1.714,2.823,48,2,,,,,,,,,1,3,,
477,833,1,4,1,3,1,1,,0,1,,,,72,1,1,,,2,,1,3,0,2,2,3,2.377,4.88,48,1,3,5,9,,,9,9,9,1,9,,
478,833,1,2,1,2,,3,2,1,1,0,1,0,32,2,99,9,,2,,1,8,0,2,2,2,0.738,1.573,55,1,3,4,2,,1,,2,7,9,3,,
479,833,1,2,1,1,,4,2,1,1,0,1,1,99,2,5,,,2,,1,9,1,1,1,3,0.534,0.926,28,1,4,5,8,,,8,8,1,1,9,,
480,833,1,2,1,3,2,2,2,1,1,,,,38,2,4,,,2,,1,2,0,2,1,3,1.544,2.543,22,1,2,5,2,,8,,3,1,8,2,,2
481,833,1,1,1,1,,1,,1,0,,,,51,4,1,,,2,,1,3,1,1,1,2,0.7,0.53,27,1,3,4,9,,,2,8,8,8,3,,
482,833,2,2,1,1,,3,2,1,1,1,0,0,40,4,8,,,2,,1,2,1,1,2,3,0.407,0.834,5,1,4,5,2,,1,,2,7,1,3,,
483,833,1,1,2,3,3,4,4,0,4,,,,19,2,98,8,,2,,2,2,1,2,1,3,1.37,2.256,22,1,4,4,2,,1,,3,7,2,2,,2
484,833,1,2,1,1,,5,2,1,1,0,1,2,31,5,8,,,2,,1,2,0,2,1,2,0.688,1.286,17,1,4,5,2,,1,,2,2,2,2,,2
485,833,2,1,1,3,3,3,3,0,3,,,,19,2,2,,,2,,2,2,0,2,2,3,2.084,4.28,22,1,3,3,2,,1,,2,7,2,2,,2
486,833,1,1,1,1,,2,2,1,1,,,,36,5,8,,,2,,1,2,0,1,1,2,0.461,0.862,17,2,,,,,,,,,1,2,,2
487,833,1,2,1,3,2,2,2,1,1,,,,60,3,2,,,2,,1,3,0,2,1,2,0.507,0.949,55,1,2,5,8,,,8,3,1,1,3,,
488,833,1,5,1,1,,1,,1,0,,,,99,1,5,,,2,,1,3,0,1,2,3,2.003,2.366,47,2,,,,,,,,,2,3,,
489,833,1,5,1,1,,3,2,0,2,1,0,0,43,4,4,,,2,,1,3,0,2,1,3,0.833,1.443,28,1,3,5,1,2,,,1,1,1,1,2,
490,833,1,2,1,1,,4,2,1,1,1,0,1,37,3,8,,,2,,1,1,0,1,1,2,1.621,2.452,31,1,3,5,1,1,,,1,1,2,3,,
491,833,1,2,1,3,1,3,3,1,2,,,,66,3,7,,,2,,1,1,0,1,1,2,1.302,1.97,20,1,3,5,1,1,,,1,1,1,1,1,
492,833,2,2,1,3,2,4,2,1,1,0,2,0,34,2,99,9,,2,,1,0,0,2,2,3,1.59,3.263,48,2,,,,,,,,,1,8,,
493,833,1,4,1,2,,1,,1,0,,,,69,2,1,,,2,,1,1,0,1,2,2,0.658,0.581,20,1,2,5,8,,,2,3,1,1,3,,
494,833,2,2,1,1,,3,2,1,1,0,0,1,23,4,7,,,2,,1,1,0,2,1,3,1.214,2.103,1,1,3,5,1,2,,,3,1,1,1,1,
495,833,1,4,1,3,1,1,,1,0,,,,70,3,2,,,2,,1,2,0,1,1,2,0.539,0.504,55,1,3,5,2,,1,,2,2,1,3,,
496,833,1,3,1,1,,1,,1,0,,,,40,3,7,,,2,,2,2,1,1,1,3,1.119,0.922,48,1,3,5,2,,1,,2,2,1,3,,
497,833,1,2,1,3,1,2,2,1,1,,,,72,2,1,,,2,,1,8,0,2,1,3,0.833,1.372,40,2,,,,,,,,,1,3,,
498,833,1,4,1,3,1,1,,0,1,,,,60,1,1,,,2,,1,2,0,2,2,2,2.575,4.546,19,1,3,5,2,,1,,2,2,1,3,,
499,833,2,5,1,1,,2,2,9,9,,,,99,3,8,,,2,,1,3,0,2,1,4,1.174,1.939,4,1,4,5,1,2,,,1,1,2,3,,
500,833,2,1,1,1,,2,1,0,1,0,1,0,27,4,4,,,2,,1,2,0,2,2,2,0.931,0.821,38,1,3,5,2,,1,,2,2,1,3,,
501,833,1,2,1,3,4,5,2,1,1,2,1,0,39,4,7,,,2,,1,3,0,2,1,2,1.361,2.058,29,1,3,5,2,,2,,3,2,2,3,,
502,833,1,1,1,3,3,2,2,1,1,,,,23,5,4,,,2,,1,2,4,2,1,2,0.991,1.499,27,2,,,,,,,,,2,2,,2
503,833,1,4,1,3,1,1,,0,1,,,,67,5,5,,,2,,1,3,0,2,1,2,0.733,1.109,29,1,3,5,2,,2,,2,1,1,3,,
504,833,1,2,1,3,2,4,2,1,1,0,1,1,42,4,9,,2,2,,1,2,0,2,1,3,0.507,1.023,12,2,,,,,,,,,1,1,2,
505,833,1,2,1,3,1,2,2,1,1,,,,75,2,1,,,2,,1,2,0,2,2,3,0.46,1.087,28,1,3,5,2,,1,,2,2,8,3,,
506,833,1,2,1,3,2,3,2,1,1,0,1,0,21,2,3,,,2,,1,2,0,2,1,3,1.714,2.823,22,1,3,4,9,,,8,2,1,2,8,,
507,833,1,2,1,1,,6,2,1,1,1,3,0,34,4,8,,,2,,1,3,0,1,2,3,0.524,1.238,1,1,3,5,1,1,,,1,1,1,3,,
508,833,2,1,1,1,,3,3,2,1,,,,32,2,3,,,1,1,,2,0,1,2,4,0.881,3.673,35,2,,,,,,,,,1,3,,
509,833,1,1,2,1,,6,4,1,3,0,1,1,22,2,3,,,1,1,,3,2,2,1,4,0.585,2.244,6,2,,,,,,,,,2,3,,
