ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW6A,AW7,AW8,AW9,AW10A,AW10B
159,833,1,1,1,1,,1,,1,0,,,,39,4,9,,2,2,,1,1,0,1,1,4,0.677,0.56,8,1,3,5,1,1,,,1,1,2,3,,
160,833,1,2,1,1,,5,2,1,1,1,1,1,34,2,6,,,2,,1,1,0,2,2,4,0.946,1.972,30,1,3,5,1,2,,,1,1,1,1,1,
161,833,1,1,2,1,,4,3,2,1,1,0,0,23,2,8,,,2,,1,2,0,1,2,4,0.539,2.25,8,1,1,4,2,,1,,2,1,2,3,,
162,833,1,2,1,1,,2,2,1,1,,,,45,2,8,,,2,,1,2,0,2,1,4,1.172,2.25,41,1,4,5,2,,1,,2,2,2,3,,
163,833,1,2,1,1,,6,2,1,1,0,1,3,32,5,9,,2,2,,5,2,0,2,2,4,0.72,1.502,30,1,3,5,2,,2,,3,2,8,3,,
164,833,1,1,1,3,4,5,5,3,2,,,,26,2,99,9,,2,,1,2,0,1,1,4,1.326,5.092,6,1,2,4,8,,,1,3,1,2,3,,
165,833,1,1,2,1,,6,4,2,2,1,1,0,19,1,98,8,,1,1,,1,0,1,1,4,0.813,3.12,6,1,2,5,2,,1,,2,7,2,3,,
166,833,2,4,1,3,1,1,,0,1,,,,78,1,1,,,2,,1,1,0,2,1,4,3.099,5.949,6,1,4,5,2,,1,,3,1,1,3,,
167,833,1,2,1,2,,4,2,1,1,0,2,0,31,3,7,,,1,1,,2,0,2,1,4,1.424,2.734,6,1,4,5,2,,1,,2,2,1,2,,2
168,833,1,4,1,1,,1,,0,1,,,,66,4,99,1,,2,,1,1,0,2,1,4,0.432,0.829,6,1,3,5,1,2,,,1,1,1,3,,
169,833,1,1,1,2,,2,2,1,1,,,,64,3,4,,,2,,1,1,0,1,1,4,1.424,2.735,6,1,3,5,1,1,,,1,1,1,3,,
170,833,2,1,2,3,3,3,3,2,1,,,,20,3,5,,,2,,1,2,0,1,2,4,0.772,2.85,6,1,3,5,2,,1,,3,7,2,2,,2
171,833,1,5,1,2,,3,1,0,1,0,1,1,36,3,1,,,2,,1,2,0,2,1,4,0.981,0.81,8,1,1,5,2,,2,,2,1,2,2,,2
172,833,1,2,1,1,,4,2,1,1,0,2,0,99,4,99,9,,2,,1,3,1,1,1,4,0.391,0.752,6,1,3,5,1,1,,,1,1,1,3,,
173,833,2,4,1,1,,1,,0,1,,,,43,5,5,,,2,,5,2,0,2,1,4,0.802,1.539,6,1,4,5,2,,1,,2,2,2,2,,2
174,833,2,1,1,1,,2,1,0,1,0,0,1,20,3,3,,,2,,2,2,0,2,1,4,1.867,1.792,6,1,2,5,8,,,2,2,7,2,2,,2
175,833,2,2,1,1,,2,2,1,1,,,,28,6,4,,,2,,1,3,0,1,1,2,0.841,1.572,39,2,,,,,,,,,2,8,,
176,833,1,2,1,2,,4,4,2,2,,,,58,2,9,,1,1,1,,1,2,2,1,1,0.327,1.203,36,1,3,5,1,2,,,1,1,2,3,,
177,833,1,1,2,2,,3,3,2,1,,,,19,3,3,,,2,,1,3,0,1,1,2,0.515,1.927,39,2,,,,,,,,,1,1,2,
178,833,2,4,1,3,1,1,,1,0,,,,84,2,98,2,,2,,1,9,0,1,1,3,2.949,2.556,47,1,4,5,1,1,,,1,1,1,3,,
179,833,1,1,2,2,,3,3,2,1,,,,18,3,8,,,2,,1,3,0,1,1,3,0.513,2.072,51,2,,,,,,,,,8,3,,
180,833,1,5,1,1,,3,3,1,2,,,,46,2,6,,,2,,1,3,0,1,1,1,0.885,1.63,42,1,3,5,2,,1,,2,1,1,3,,
181,833,2,1,1,1,,3,3,1,2,,,,28,4,9,,1,2,,1,3,2,1,1,1,0.414,0.817,9,2,,,,,,,,,1,3,,
182,833,1,2,1,1,,2,2,1,1,,,,27,5,8,,,2,,1,3,0,1,1,1,0.825,1.519,42,1,4,5,2,,2,,3,1,2,3,,
183,833,2,1,1,3,1,1,,0,1,,,,71,1,2,,,2,,1,2,0,2,1,3,1.346,2.715,12,8,,,,,,,,,2,3,,
184,833,1,2,1,1,,4,2,1,1,1,0,1,29,2,5,,,1,1,,8,0,1,1,3,0.838,1.691,12,2,,,,,,,,,2,3,,
185,833,1,2,1,3,1,2,2,1,1,,,,69,2,3,,,2,,1,1,0,2,1,3,0.358,0.724,24,2,,,,,,,,,1,1,2,
186,833,2,2,1,1,,7,2,1,1,2,2,1,40,3,7,,,2,,1,1,0,1,1,3,0.604,1.219,13,1,4,5,9,,,9,9,1,2,9,,
187,833,2,3,1,3,3,3,1,0,1,0,0,2,30,2,2,,,2,,1,3,0,2,2,3,0.572,0.668,54,2,,,,,,,,,2,1,2,
188,833,1,2,1,1,,4,4,2,2,,,,40,4,99,9,,2,,1,1,9,2,2,2,0.415,1.772,39,1,4,5,1,1,,,1,1,1,1,8,
189,833,1,2,1,1,,3,3,1,2,,,,37,2,5,,,2,,1,2,0,1,1,3,0.604,1.219,37,1,3,5,2,,1,,8,2,2,2,,1
190,833,9,9,1,1,,9,,,,,,,99,4,99,9,,2,,1,9,0,1,1,1,0.641,0.59,34,1,3,5,1,1,,,1,1,1,3,,
191,833,1,2,1,3,1,2,2,1,1,,,,68,4,99,9,,2,,1,1,0,1,1,1,0.478,0.88,34,1,3,5,9,,,9,9,1,2,3,,
192,833,1,5,1,1,,7,1,0,1,6,0,0,57,2,4,,,2,,2,2,1,2,1,3,0.663,0.575,21,1,4,5,2,,1,,2,2,2,3,,
193,833,1,1,2,1,,4,3,2,1,1,0,0,21,3,5,,,2,,1,2,0,2,1,1,0.958,1.89,9,1,3,1,2,,1,,3,2,2,2,,1
194,833,1,4,1,1,,1,,0,1,,,,64,1,3,,,2,,1,1,0,2,1,1,2.452,4.516,36,1,4,5,1,1,,,1,1,1,3,,
195,833,1,2,1,3,2,2,2,1,1,,,,55,1,2,,,2,,1,2,0,2,1,2,1.903,3.56,39,2,,,,,,,,,8,2,,2
196,833,1,1,2,3,3,5,3,1,2,1,1,0,20,3,7,,,2,,2,0,0,2,1,3,1.181,4.763,12,2,,,,,,,,,9,9,,
197,833,1,4,1,3,1,2,2,1,1,,,,52,2,2,,,2,,2,2,0,1,2,2,0.898,1.913,26,1,4,5,2,,1,,2,2,2,3,,
198,833,2,4,1,3,1,1,,0,1,,,,82,2,1,,,2,,1,9,0,2,1,2,0.562,1.051,39,1,3,5,9,,,9,9,1,1,3,,
199,833,2,2,1,3,2,4,2,1,1,0,1,1,27,4,6,,,2,,1,9,0,2,2,3,0.563,1.33,21,2,,,,,,,,,1,1,2,
200,833,1,2,2,3,2,2,2,1,1,,,,53,2,6,,,2,,1,3,0,2,1,2,0.743,1.39,26,1,1,5,1,1,,,1,1,1,3,,
201,833,1,2,1,1,,3,2,1,1,1,0,0,43,2,7,,,2,,1,2,0,1,1,2,0.606,1.132,39,1,3,5,2,,1,,3,1,2,3,,
202,833,2,5,2,3,2,5,2,1,1,0,2,1,31,2,3,,,2,,1,2,0,2,1,1,1.163,2.142,42,2,,,,,,,,,2,3,,
203,833,1,1,1,3,4,1,,1,0,,,,48,2,8,,,2,,1,3,0,1,1,1,0.885,0.816,34,1,2,4,8,,,8,8,1,1,3,,
205,833,1,2,1,1,,3,2,1,1,1,0,0,99,9,99,9,,2,,1,9,0,1,1,3,0.748,1.507,51,1,4,5,9,,,9,9,9,1,3,,
206,833,1,2,1,3,2,4,3,1,2,1,0,0,57,4,5,,,2,,1,1,0,2,1,3,0.385,1.555,13,1,3,5,8,,,8,8,2,1,8,,
207,833,1,4,1,3,1,1,,0,1,,,,70,4,2,,,2,,1,9,0,2,1,1,0.354,0.65,42,2,,,,,,,,,9,9,,
208,833,2,2,1,2,,2,2,1,1,,,,46,2,6,,,2,,1,1,0,2,2,2,0.608,1.295,26,1,3,4,1,1,,,1,1,1,1,1,
209,833,1,2,1,1,,3,2,1,1,1,0,0,42,3,9,,2,2,,1,2,2,1,1,1,0.39,0.719,34,1,4,5,2,,1,,2,1,2,1,2,
210,833,2,4,1,3,1,1,,0,1,,,,86,1,98,8,,2,,1,1,0,2,2,3,1.337,3.122,54,1,4,5,1,1,,,1,1,8,1,8,
211,833,1,2,1,1,,2,2,1,1,,,,54,3,8,,,2,,1,1,0,2,1,3,0.741,1.494,37,1,4,5,1,2,,,1,1,1,1,1,
213,833,1,2,1,1,,2,2,1,1,,,,65,2,98,1,,2,,1,2,0,2,1,3,0.358,0.724,51,2,,,,,,,,,1,2,,2
214,833,1,1,1,1,,1,,1,0,,,,31,4,6,,,2,,1,3,0,1,1,1,0.825,0.76,42,1,3,5,1,2,,,3,1,1,3,,
215,833,2,4,1,3,1,1,,0,1,,,,74,2,3,,,2,,1,2,0,2,1,1,0.465,0.918,25,1,3,4,1,2,,,3,1,2,2,,2
216,833,2,4,1,3,1,1,,0,1,,,,82,5,7,,,2,,1,1,0,2,1,3,0.427,0.862,12,1,4,5,1,1,,,1,1,2,3,,
217,833,1,2,1,2,,5,2,1,1,1,1,1,36,2,9,,1,2,,1,1,1,2,1,3,0.546,0.947,1,1,3,5,1,1,,,1,1,1,3,,
219,833,1,1,2,1,,4,4,3,1,,,,22,2,9,,2,2,,1,1,0,1,1,1,0.666,2.628,50,2,,,,,,,,,2,1,2,
220,833,2,1,2,1,,3,3,1,2,,,,26,4,8,,,2,,1,2,0,2,1,1,0.885,3.263,42,2,,,,,,,,,2,3,,
221,833,1,1,2,1,,3,3,2,1,,,,23,2,8,,,2,,2,2,0,1,1,1,1.061,3.906,42,1,3,5,2,,2,,2,2,2,1,2,
222,833,1,2,1,3,1,2,2,1,1,,,,70,4,5,,,2,,1,1,0,2,1,3,0.273,0.552,24,1,4,5,1,1,,,1,1,8,3,,
223,833,1,4,1,1,,1,,1,0,,,,56,6,8,,,2,,1,2,1,1,1,2,0.57,0.533,26,1,1,5,2,,2,,3,1,2,8,,
224,833,1,2,1,1,,2,2,1,1,,,,38,2,7,,,2,,1,3,0,2,1,3,1.094,1.894,47,1,3,5,2,,2,,2,1,2,3,,
225,833,1,2,1,1,,3,3,1,2,,,,64,2,6,,,2,,1,3,0,1,1,3,0.901,1.817,12,1,3,4,2,,1,,2,2,2,3,,
226,833,1,1,2,2,,4,4,2,2,,,,21,3,4,,,2,,1,2,0,2,1,2,0.741,2.771,39,1,4,5,2,,1,,2,7,2,2,,2
227,833,1,2,1,3,2,4,2,1,1,0,1,1,34,4,8,,,2,,1,3,1,2,1,3,0.343,0.692,12,2,,,,,,,,,2,3,,
228,833,2,1,1,1,,1,,1,0,,,,22,4,1,,,2,,1,1,0,1,1,2,0.543,0.509,18,2,,,,,,,,,1,1,8,
229,833,2,1,2,3,2,8,3,1,2,2,1,4,20,1,4,,,2,,1,2,0,2,2,2,0.606,2.582,18,1,2,4,2,,1,,2,1,2,2,,2
230,833,1,1,1,1,,2,2,1,1,,,,33,3,6,,,2,,1,3,0,1,1,3,0.838,1.691,12,1,1,4,1,1,,,1,7,1,3,,
231,833,2,2,1,1,,3,2,1,1,1,0,0,35,2,4,,,2,,1,3,0,1,1,1,0.781,1.437,36,1,4,5,2,,1,,3,2,1,2,,2
232,833,1,2,1,2,,2,2,1,1,,,,45,2,9,,1,2,,1,1,0,2,1,1,0.958,1.763,36,1,4,5,1,1,,,1,1,1,3,,
233,833,1,2,1,1,,6,3,1,2,1,0,2,37,2,3,,,2,,1,3,1,2,1,2,0.334,1.249,18,2,,,,,,,,,1,3,,
234,833,1,4,1,3,1,1,,0,1,,,,71,3,5,,,2,,2,2,0,2,1,3,0.573,1.156,11,1,4,5,2,,1,,2,2,8,3,,
235,833,1,2,1,1,,4,2,1,1,0,1,1,27,2,6,,,2,,1,3,0,1,1,3,0.838,1.691,12,2,,,,,,,,,2,1,2,
236,833,1,2,1,1,,3,3,1,2,,,,54,2,6,,,2,,1,1,0,2,1,2,0.743,2.779,18,1,3,5,1,1,,,1,1,1,3,,
237,833,1,5,1,1,,1,,0,1,,,,56,4,99,2,,2,,2,1,0,2,1,3,0.616,1.241,37,1,4,5,8,,,8,8,1,8,9,,
238,833,1,1,2,1,,5,5,1,4,,,,25,3,8,,,2,,1,3,0,2,1,1,1.164,4.285,36,1,2,4,1,2,,,3,2,1,3,,
239,833,1,2,2,1,,4,2,1,1,0,1,1,29,1,2,,,2,,1,3,0,2,2,2,2.643,5.631,26,2,,,,,,,,,8,8,,
240,833,2,1,1,1,,1,,1,0,,,,31,4,1,,,2,,1,1,0,1,1,2,0.64,0.599,18,2,,,,,,,,,2,3,,
241,833,1,2,1,1,,3,1,0,1,1,1,0,38,5,6,,,2,,1,1,0,2,1,1,0.655,0.603,42,1,2,5,1,9,,,1,1,2,1,2,
242,833,2,1,1,1,,1,,1,0,,,,27,4,8,,,2,,1,3,0,1,1,1,0.825,0.76,36,2,,,,,,,,,1,2,,1
243,833,2,1,1,3,4,2,1,1,0,1,0,0,23,2,1,,,2,,2,1,0,1,1,3,1.904,1.568,5,1,1,2,2,,2,,1,7,2,3,,
244,833,1,2,1,1,,3,2,1,1,1,0,0,40,2,7,,,2,,1,2,0,2,1,1,0.86,1.584,36,1,4,5,2,,1,,2,2,1,2,,2
245,833,1,2,1,2,,4,2,1,1,0,0,2,33,4,7,,,2,,1,1,0,2,2,3,0.435,1.018,51,1,3,5,1,1,,,3,1,1,1,2,
246,833,2,2,1,2,,3,2,1,1,0,1,0,32,3,3,,,2,,1,3,0,2,1,1,1.163,2.142,36,1,4,3,8,,,8,8,1,8,8,,
247,833,1,1,1,1,,2,2,1,1,,,,34,5,7,,,2,,1,2,0,1,1,1,0.825,1.519,36,1,4,5,2,,2,,2,2,1,2,,2
248,833,1,1,1,3,3,2,2,1,1,,,,19,3,7,,,2,,2,2,0,1,2,3,0.522,1.218,51,1,3,5,2,,1,,2,1,2,3,,
249,833,1,2,1,1,,4,2,1,1,1,1,0,38,1,6,,,2,,1,1,0,1,2,3,1.44,3.361,51,1,4,5,1,2,,,1,1,2,3,,
250,833,1,2,1,2,,5,3,1,2,2,0,0,40,2,99,1,,2,,1,3,0,2,1,2,0.667,2.497,26,1,1,5,8,,,2,2,1,1,3,,
251,833,2,1,1,2,,2,2,2,0,,,,21,3,2,,,2,,5,2,2,1,1,3,0.422,0.731,47,2,,,,,,,,,1,2,,2
252,833,2,2,1,1,,2,2,1,1,,,,39,1,4,,,2,,1,2,2,1,2,3,0.93,2.197,21,2,,,,,,,,,2,3,,
253,833,1,2,1,2,,3,2,1,1,0,0,1,33,3,8,,,2,,1,3,1,1,1,1,0.542,0.997,34,1,3,5,2,,2,,3,2,1,2,,1
254,833,1,4,1,3,5,1,,0,1,,,,72,1,2,,,2,,1,2,0,2,1,2,1.35,2.524,39,1,4,5,2,,1,,2,2,2,3,,
255,833,1,2,1,1,,2,2,1,1,,,,60,2,4,,,2,,1,2,0,2,1,3,0.506,1.021,51,1,3,4,2,,2,,2,2,1,3,,
256,833,2,1,1,1,,1,,1,0,,,,36,2,99,9,,2,,1,2,0,1,1,3,0.604,0.609,51,2,,,,,,,,,2,3,,
257,833,1,2,1,1,,4,2,1,1,0,2,0,34,2,6,,,2,,1,3,0,1,1,1,1.087,2.145,44,1,3,4,2,,1,,2,7,2,3,,
258,833,1,2,1,3,2,4,2,1,1,0,0,2,30,4,99,1,,2,,1,3,0,2,1,1,0.888,1.754,25,1,3,5,1,2,,,1,1,1,2,,2
259,833,1,2,1,1,,1,,1,0,,,,24,3,6,,,2,,1,2,0,1,2,3,0.444,0.518,37,2,,,,,,,,,1,3,,
260,833,1,2,1,3,1,2,2,1,1,,,,64,1,1,,,2,,1,9,0,2,2,3,1.207,2.816,12,2,,,,,,,,,9,9,,
261,833,1,2,1,1,,2,2,1,1,,,,50,2,7,,,2,,1,3,0,1,1,3,0.685,1.382,51,1,2,5,8,,,8,3,1,1,8,,
262,833,1,5,1,1,,3,1,0,1,0,2,0,31,4,5,,,2,,1,1,0,2,1,1,0.885,0.816,36,1,4,5,1,2,,,1,1,2,2,,2
263,833,2,2,1,3,4,4,2,1,1,0,1,1,50,4,3,,,2,,1,3,0,1,1,2,0.523,0.979,26,1,4,5,9,,,8,8,1,9,3,,
264,833,1,2,1,3,1,2,2,1,1,,,,58,2,2,,,2,,1,2,0,2,1,3,0.506,1.021,12,1,3,5,1,1,,,1,1,1,1,2,
265,833,1,2,1,3,4,4,2,1,1,0,0,2,32,3,98,1,,2,,1,1,0,2,1,2,0.903,1.688,26,1,8,5,1,1,,,1,1,8,3,,
266,833,1,2,1,3,1,2,2,1,1,,,,62,3,3,,,2,,1,1,0,2,1,3,0.831,1.44,21,1,3,4,1,1,,,1,7,1,1,2,
267,833,2,4,1,3,1,1,,0,1,,,,78,3,99,1,,2,,1,2,0,2,1,1,0.727,1.435,23,1,4,4,2,,1,,2,8,1,3,,
268,833,1,2,1,3,1,2,2,1,1,,,,70,3,6,,,2,,1,2,1,1,1,3,0.255,0.514,12,1,4,5,2,,1,,3,2,8,2,,2
269,833,1,1,1,1,,1,,0,1,,,,55,6,4,,,2,,1,2,0,2,1,1,0.653,1.203,42,1,3,5,8,,,8,8,1,1,1,2,
270,833,1,2,1,1,,4,2,1,1,0,0,2,34,2,4,,,2,,1,3,0,1,1,1,1.083,1.995,42,2,,,,,,,,,1,3,,
271,833,1,2,1,1,,2,2,1,1,,,,64,2,8,,,2,,1,3,0,2,1,1,0.656,1.294,25,2,,,,,,,,,2,2,,1
272,833,2,3,2,1,,3,3,2,1,,,,29,2,3,,,2,,2,1,0,1,2,3,0.851,3.975,37,2,,,,,,,,,2,3,,
273,833,1,2,2,2,,2,2,1,1,,,,72,4,9,,2,2,,1,1,0,1,1,2,0.371,0.694,18,1,3,5,1,1,,,1,1,1,2,,2
274,833,1,1,1,1,,1,,1,0,,,,42,3,99,9,,2,,1,1,0,1,1,3,0.604,0.609,24,1,3,5,0,,,0,2,1,1,8,,
275,833,1,2,1,1,,2,2,1,1,,,,27,6,6,,,2,,1,3,0,1,1,2,0.841,1.572,39,1,3,5,2,,2,,2,7,1,3,,
276,833,1,2,1,3,1,2,2,1,1,,,,84,2,99,9,,2,,1,9,0,2,1,1,0.727,1.435,50,1,1,1,9,,,9,9,9,9,9,,
277,833,1,2,1,1,,5,2,1,1,1,2,0,56,4,6,,,2,,1,1,0,1,1,3,0.686,1.384,45,1,3,5,1,1,,,1,1,1,1,2,
278,833,1,5,1,3,1,3,1,0,1,0,0,2,61,2,99,9,,1,1,,2,1,2,1,3,0.513,0.518,12,1,3,3,2,,2,,2,2,2,3,,
279,833,1,2,1,1,,5,2,1,1,0,2,1,35,4,9,,2,2,,1,2,0,1,1,3,0.46,0.928,13,1,4,5,1,1,,,8,1,1,3,,
280,833,1,2,1,1,,2,2,1,1,,,,28,2,9,,2,2,,1,3,2,1,2,3,0.266,0.622,45,1,3,5,8,,,8,3,1,1,3,,
281,833,1,5,1,3,2,2,1,0,1,0,1,0,43,6,5,,,2,,1,3,0,2,1,1,0.86,0.792,42,2,,,,,,,,,2,3,,
282,833,2,1,1,1,,1,,1,0,,,,39,4,4,,,2,,1,2,0,1,1,2,0.54,0.506,26,1,4,5,2,,1,,2,2,2,2,,2
283,833,1,2,1,3,1,2,2,1,1,,,,68,2,4,,,2,,1,2,0,1,1,3,0.486,0.979,24,1,4,5,9,,,2,2,1,8,2,,2
284,833,1,5,1,1,,1,,1,0,,,,31,1,3,,,2,,1,3,0,1,1,3,3.145,3.172,37,2,,,,,,,,,1,3,,
285,833,2,5,1,3,2,2,1,0,1,0,0,1,23,1,1,,,2,,1,3,0,2,1,3,1.214,1.051,47,2,,,,,,,,,2,1,2,
286,833,1,2,1,1,,4,2,1,1,0,0,2,44,4,8,,,2,,1,2,0,1,1,3,0.46,0.928,12,1,3,5,2,,8,,2,2,8,2,,2
287,833,2,1,1,1,,4,3,2,1,0,1,0,52,3,8,,,2,,1,2,0,1,1,1,0.885,3.26,42,1,4,5,2,,1,,2,2,2,2,,2
288,833,1,2,1,1,,2,2,1,1,,,,50,4,7,,,2,,1,2,0,2,2,3,0.358,0.838,37,1,4,5,2,,1,,2,2,2,2,,2
289,833,2,5,1,1,,1,,0,1,,,,37,3,4,,,2,,2,2,0,2,1,1,1.374,2.531,34,1,2,1,2,,2,,2,7,2,2,,2
290,833,2,4,1,3,1,1,,1,0,,,,70,2,2,,,2,,1,2,0,1,1,1,0.627,0.578,36,1,4,5,2,,1,,2,2,2,2,,2
291,833,1,2,1,3,1,2,2,1,1,,,,65,2,5,,,2,,1,3,0,1,2,2,0.398,0.848,26,1,3,5,2,,2,,2,1,1,3,,
292,833,1,2,1,2,,4,2,1,1,0,1,1,36,2,5,,,2,,1,2,0,1,1,2,0.606,1.132,26,1,4,5,2,,1,,2,2,2,2,,2
293,833,1,2,1,1,,3,2,1,1,1,0,0,45,3,9,,1,2,,1,2,0,1,2,3,0.563,1.329,21,1,4,5,2,,1,,2,2,1,3,,
294,833,2,1,1,1,,1,,0,1,,,,45,2,99,2,,2,,1,2,0,2,2,3,0.471,1.1,54,1,3,5,9,,,9,9,9,1,3,,
295,833,1,2,1,1,,4,2,1,1,0,1,1,34,3,4,,,2,,1,1,0,2,2,3,0.572,1.336,37,1,3,5,9,,,9,9,1,2,3,,
296,833,2,2,1,3,2,4,2,1,1,0,1,1,31,4,1,,,2,,1,3,0,2,1,1,0.885,1.632,34,2,,,,,,,,,1,8,,
297,833,1,2,1,3,4,5,2,1,1,1,1,1,42,2,3,,,2,,1,1,0,1,2,1,0.439,1.164,36,1,3,5,1,1,,,1,1,1,3,,
298,833,1,2,1,3,1,2,2,1,1,,,,63,2,99,9,,2,,1,3,0,2,1,2,0.507,0.949,39,1,4,5,2,,1,,2,2,8,3,,
299,833,1,4,1,3,1,1,,0,1,,,,71,1,98,2,,2,,1,9,0,2,1,1,1.745,3.444,33,2,,,,,,,,,9,9,,
300,833,1,2,2,2,,3,2,1,1,0,0,1,28,4,8,,,2,,1,1,0,2,1,1,0.885,1.632,36,2,,,,,,,,,1,3,,
301,833,1,1,1,1,,3,1,1,0,2,0,0,37,4,6,,,2,,1,1,1,1,1,1,0.548,0.504,42,1,4,5,2,,1,,2,7,2,3,,
302,833,1,2,1,2,,2,2,1,1,,,,38,6,8,,,2,,1,1,0,2,1,2,0.668,1.249,18,1,3,5,9,,,1,1,1,1,1,2,
303,833,1,2,1,1,,3,2,1,1,1,0,0,47,2,6,,,2,,1,2,0,1,1,1,0.885,1.63,42,2,,,,,,,,,1,1,2,
304,833,1,2,1,3,1,2,2,1,1,,,,73,2,99,1,,2,,1,1,0,1,1,1,0.627,1.155,36,1,4,5,2,,2,,8,1,8,2,,1
305,833,1,2,1,1,,2,2,1,1,,,,51,5,8,,,2,,1,3,2,1,1,1,0.337,0.621,36,1,3,5,1,1,,,3,1,1,3,,
306,833,1,2,1,3,2,4,2,1,1,0,0,2,24,2,2,,,2,,1,1,2,2,2,1,0.268,0.712,42,2,,,,,,,,,1,3,,
307,833,1,1,2,1,,3,3,1,2,,,,24,3,4,,,2,,1,2,0,2,1,2,0.741,2.771,39,1,3,5,2,,1,,2,2,2,2,,2
308,833,1,1,2,1,,4,4,1,3,,,,25,4,6,,,2,,1,1,1,2,1,1,0.443,1.632,36,1,3,5,1,1,,,1,1,2,2,,2
309,833,1,2,1,3,2,4,2,1,1,0,1,1,33,4,8,,,2,,1,3,0,2,1,1,0.885,1.632,36,2,,,,,,,,,1,3,,
310,833,2,2,1,2,,3,2,1,1,0,0,1,24,2,4,,,2,,1,3,0,1,1,3,0.513,1.036,51,1,3,3,2,,1,,2,7,1,3,,
311,833,2,1,1,3,3,3,1,0,1,0,0,2,24,1,1,,,2,,2,3,0,2,1,3,1.181,1.19,51,2,,,,,,,,,2,3,,
312,833,1,1,2,3,3,1,,1,0,,,,20,3,99,2,,2,,1,3,0,1,1,1,0.664,0.611,34,2,,,,,,,,,1,3,,
313,833,1,2,1,1,,2,2,1,1,,,,48,2,7,,,2,,1,3,0,2,2,1,0.538,1.428,36,1,4,5,2,,2,,8,1,2,3,,
314,833,1,2,1,1,,4,4,2,2,,,,60,2,7,,,2,,1,3,0,1,2,3,0.572,2.672,45,1,3,5,1,1,,,2,1,1,3,,
315,833,1,5,1,1,,1,,0,1,,,,58,5,6,,,2,,2,2,0,2,1,3,0.616,1.241,13,1,3,5,2,,2,,2,2,8,3,,
316,833,1,2,1,1,,4,3,2,1,1,0,0,50,4,9,,2,2,,1,3,0,1,1,3,0.522,2.105,12,1,3,5,1,1,,,1,1,2,3,,
317,833,1,1,1,2,,2,2,1,1,,,,31,2,3,,,2,,1,3,2,1,1,3,0.419,0.846,51,1,3,5,2,,2,,2,7,2,3,,
318,833,1,2,1,3,2,4,3,2,1,1,0,0,41,2,6,,,2,,1,2,0,2,2,3,0.423,0.988,54,1,2,5,2,,1,,2,2,2,3,,
319,833,2,1,2,1,,2,2,2,0,,,,21,2,2,,,2,,1,3,0,1,2,1,0.373,0.989,36,1,1,1,0,,,2,0,7,2,3,,
320,833,1,5,1,1,,4,2,0,2,2,0,0,38,6,8,,,2,,1,2,0,2,2,3,0.423,0.988,13,1,3,5,2,,2,,2,1,1,3,,
321,833,1,5,1,3,1,1,,1,0,,,,68,2,1,,,2,,1,3,0,1,1,3,0.509,0.514,12,2,,,,,,,,,2,8,,
322,833,2,4,1,3,1,1,,0,1,,,,74,1,98,8,,2,,2,9,0,2,1,2,2.157,4.034,26,1,1,5,8,,,8,8,0,8,3,,
323,833,2,1,1,1,,3,1,1,0,1,1,0,29,3,7,,,2,,1,3,0,1,1,1,1.083,0.997,36,1,3,4,0,,,2,3,0,2,3,,
324,833,1,2,1,1,,2,2,1,1,,,,54,4,9,,1,2,,1,1,1,1,1,3,0.261,0.527,24,1,3,5,1,1,,,1,1,1,1,2,
325,833,1,2,1,3,2,4,2,1,1,1,0,1,29,2,99,9,,2,,1,9,9,2,1,3,0.901,1.816,45,2,,,,,,,,,8,9,,
326,833,2,2,1,1,,3,2,1,1,0,0,1,30,2,5,,,2,,1,3,0,1,1,3,0.838,1.691,12,2,,,,,,,,,1,1,8,
327,833,1,2,1,3,1,2,2,1,1,,,,75,5,99,2,,2,,1,1,0,1,1,3,1.368,2.759,12,1,3,5,9,,,9,9,1,1,1,2,
328,833,1,2,1,1,,4,2,1,1,0,0,2,35,2,7,,,2,,2,2,0,1,1,3,0.965,1.946,24,1,3,5,2,,1,,2,2,2,3,,
329,833,1,2,1,3,5,2,2,1,1,,,,47,3,7,,,2,,1,2,0,2,1,1,0.958,1.763,42,1,4,5,2,,1,,2,2,1,3,,
330,833,1,1,2,3,3,5,4,1,3,0,0,1,19,2,98,8,,2,,1,8,0,2,1,1,0.958,3.781,44,2,,,,,,,,,8,8,,
331,833,1,5,1,1,,1,,0,1,,,,50,2,4,,,2,,1,2,0,2,2,3,0.471,1.1,24,1,4,5,1,1,,,1,1,1,3,,
332,833,1,2,1,1,,2,2,1,1,,,,63,1,2,,,2,,1,2,0,2,1,3,1.898,3.827,24,1,2,1,2,,2,,3,7,1,3,,
333,833,1,2,1,1,,5,2,1,1,0,0,3,27,2,8,,,2,,1,3,1,1,1,2,0.42,0.787,26,1,2,3,1,1,,,1,1,1,1,1,
334,833,2,5,1,1,,3,2,1,1,0,0,1,29,2,3,,,2,,1,3,0,1,2,3,0.533,1.244,37,2,,,,,,,,,1,3,,
335,833,1,2,1,3,1,2,2,1,1,,,,77,2,5,,,2,,1,2,0,1,1,3,1.796,3.622,37,1,2,5,2,,1,,2,2,2,2,,1
