ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9,AW10,AW11,AW12A,AW12B,AW12C,AW12D,AW13,AW14,AW15,AW16A,AW16B,AW17,AW18,AW19,AW20,AW21
76,837,1,2,1,3,1,2,2,1,1,,,,62,2,7,,,2,,1,3,0,2,2,2,0.481,0.914,18,1,4,5,1,1,,,1,1,1,1,2,3,3,1,1,2,1,7,,,3,3,3,2,5
77,837,2,1,1,3,1,1,,1,0,,,,62,3,2,,,2,,1,3,0,1,1,1,0.979,0.894,42,1,3,5,1,1,,,1,1,3,2,,1,2,1,3,2,1,7,,,3,3,3,2,3
78,837,1,5,1,1,,1,,0,1,,,,53,5,6,,,2,,1,3,0,2,2,3,0.419,0.834,54,1,3,5,2,,2,,3,1,1,2,,1,2,2,3,2,1,7,,,2,2,3,1,3
79,837,1,2,1,1,,4,2,1,1,0,2,0,33,3,5,,,2,,1,3,0,1,1,1,1.202,2.196,34,1,3,5,1,2,,,1,1,1,1,2,3,3,1,1,2,3,8,,,3,3,3,2,4
80,837,1,2,1,1,,5,3,1,2,2,0,0,51,3,7,,,2,,1,1,1,1,2,1,0.253,0.499,23,1,3,5,1,1,,,1,1,1,1,2,1,2,1,1,1,2,7,,,3,3,1,,3
81,837,1,2,1,1,,2,2,1,1,,,,28,4,9,,2,2,,1,2,0,2,1,1,0.85,1.552,42,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
82,837,2,2,1,3,2,4,2,1,1,0,0,2,30,4,6,,,2,,1,3,1,2,1,3,0.395,0.748,45,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
83,837,2,2,1,3,5,3,3,1,2,,,,44,2,5,,,2,,1,2,0,1,2,3,0.609,1.212,54,1,4,5,2,,2,,3,2,4,2,,1,1,2,3,2,2,2,2,,7,3,2,,5
84,837,1,2,1,1,,3,2,1,1,0,1,0,42,5,8,,,2,,1,1,0,1,1,1,0.605,1.104,9,1,3,5,0,,,1,3,1,4,1,2,1,2,2,1,2,2,7,,,2,2,1,,3
85,837,1,4,1,3,1,1,,0,1,,,,74,2,1,,,2,,1,2,0,2,2,3,0.664,1.564,5,1,4,5,2,,1,,2,2,3,1,2,1,2,3,1,2,1,7,,,3,3,2,,3
86,837,1,2,1,3,1,2,2,1,1,,,,63,2,5,,,2,,1,3,0,1,1,3,1.112,2.111,48,1,2,5,1,1,,,1,1,2,2,,3,3,1,1,3,2,7,,,3,2,3,2,4
87,837,2,5,1,3,5,3,1,0,1,2,0,0,36,3,1,,,2,,2,3,0,2,2,3,0.945,0.94,37,1,3,5,8,,,1,1,2,2,1,1,1,3,3,2,3,3,8,,,3,3,3,1,3
88,837,1,5,1,1,,2,1,0,1,1,0,0,38,4,6,,,2,,1,1,0,2,1,3,0.763,0.722,12,1,2,5,1,2,,,1,7,3,2,,1,2,3,3,2,3,8,,,3,3,1,,4
89,837,1,1,1,3,1,1,,1,0,,,,35,3,3,,,2,,2,2,0,1,1,3,1.926,1.828,40,2,,,,,,,,,,,,,,,,3,,,,,,,2,,4
90,837,1,2,1,2,,5,2,1,1,0,1,2,31,2,2,,,2,,1,2,0,2,2,1,0.476,0.937,23,1,4,5,2,,1,,2,2,4,1,1,1,3,2,3,2,3,8,,,3,3,2,,4
91,837,2,1,1,1,,3,2,1,1,1,0,0,27,2,4,,,2,,2,2,0,1,1,2,1.167,2.425,26,1,2,3,2,,1,,2,7,3,2,,2,3,1,3,2,3,8,,,3,8,2,,3
92,837,2,2,1,3,4,4,4,2,2,,,,28,2,4,,,2,,2,3,1,1,1,3,0.847,3.204,12,1,4,5,2,,1,,2,2,4,2,,1,2,3,2,3,2,2,2,,3,3,3,1,2
93,837,1,5,1,1,,3,1,0,1,0,2,0,29,1,1,,,2,,1,3,0,2,2,3,1.685,1.779,28,1,3,4,2,,1,,2,7,3,2,,1,3,1,3,2,3,2,2,,3,3,3,1,4
94,837,1,2,1,1,,2,2,1,1,,,,27,5,8,,,2,,1,1,0,1,1,2,0.553,1.148,39,1,3,4,0,,,2,2,1,4,2,,1,3,1,1,2,2,1,,2,2,3,1,,3
95,837,1,1,1,1,,1,,1,0,,,,46,4,6,,,2,,1,3,0,1,1,1,0.58,0.53,42,1,4,5,2,,2,,2,7,2,2,,8,2,8,1,2,2,7,,,3,3,3,1,3
96,837,1,2,1,1,,2,2,1,1,,,,57,4,6,,,2,,1,1,0,2,1,3,0.53,1.002,45,1,3,5,8,,,1,1,1,2,1,2,1,3,3,3,2,2,8,,,3,3,1,,2
97,837,1,2,1,3,2,2,2,1,1,,,,77,1,98,2,,2,,1,2,0,2,2,1,0.881,1.736,23,1,3,5,2,,1,,2,2,3,2,,1,3,3,1,2,1,1,,1,7,3,2,,2
98,837,1,5,1,1,,3,1,0,1,0,2,0,43,3,6,,,2,,1,2,0,2,1,2,0.733,0.762,26,1,3,5,2,,1,,2,2,3,2,,1,2,3,1,2,2,1,,2,3,3,2,,1
99,837,1,2,1,1,,4,3,1,2,1,0,0,58,6,6,,,2,,1,1,0,1,1,1,0.979,1.786,42,2,,,,,,,,,,,,,,,,3,,,,,,,1,,4
100,837,1,2,1,2,,4,2,1,1,0,2,0,99,4,1,,,2,,1,2,0,2,1,2,0.565,1.174,26,1,4,5,2,,2,,3,2,1,2,,1,2,2,1,2,2,2,2,,7,3,2,,4
101,837,1,2,1,3,1,2,2,1,1,,,,52,1,4,,,2,,1,3,0,1,1,2,1.196,2.485,26,2,,,,,,,,,,,,,,,,,,,,,,,3,7,2
102,837,1,4,1,3,2,1,,0,1,,,,59,3,2,,,2,,1,3,0,2,1,3,0.902,1.713,48,1,4,5,8,,,8,8,1,3,1,2,1,3,3,3,2,3,7,,,3,3,3,8,2
103,837,1,2,1,1,,4,2,1,1,2,0,0,46,2,6,,,2,,1,2,0,1,1,2,1.401,2.329,20,1,4,5,2,,1,,2,2,3,2,,3,2,3,3,2,2,1,,2,2,3,2,,4
104,837,2,5,1,1,,1,,1,0,,,,46,3,6,,,2,,1,3,2,1,2,2,0.466,0.498,27,1,3,5,2,,2,,2,1,1,2,,1,3,8,2,2,3,8,,,3,3,3,1,1
105,837,1,4,1,1,,3,1,0,1,1,1,0,38,5,6,,,2,,1,2,0,2,1,1,0.821,0.75,36,1,3,5,2,,2,,2,1,3,2,,1,2,1,1,2,3,7,,,3,3,2,,4
106,837,1,2,1,1,,6,2,1,1,1,1,2,33,2,7,,,2,,2,2,0,1,1,1,1.821,3.325,42,1,3,3,2,,2,,2,2,2,2,,1,2,1,3,2,2,7,,,3,3,2,,3
107,837,2,2,1,1,,2,2,1,1,,,,28,5,6,,,2,,5,1,1,1,1,2,0.277,0.574,26,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
108,837,1,2,2,3,1,2,2,1,1,,,,64,3,2,,,2,,1,2,0,2,2,3,0.574,1.351,48,1,4,5,8,,,2,2,1,2,2,,1,2,3,1,3,2,1,,2,3,3,2,,4
109,837,1,2,1,3,4,5,2,1,1,0,2,1,40,4,4,,,2,,1,1,0,1,1,1,0.605,1.104,9,1,3,4,2,,2,,2,1,3,2,,3,1,1,1,2,2,7,,,3,3,1,,3
110,837,1,2,1,1,,2,2,1,1,,,,55,2,6,,,2,,1,2,0,1,2,3,0.604,1.274,1,1,2,4,1,2,,,1,1,3,1,1,1,3,1,2,2,2,2,2,,3,3,2,,3
111,837,1,2,1,1,,2,2,1,1,,,,47,4,8,,,2,,1,1,0,1,2,3,0.358,0.755,28,1,4,5,1,1,,,1,1,2,2,,1,2,1,3,3,2,2,2,,3,3,1,,3
112,837,1,2,1,1,,4,2,1,1,0,1,1,36,4,99,1,,2,,1,1,0,1,1,2,0.514,1.069,26,1,3,4,1,1,,,1,1,1,1,2,3,2,1,3,3,2,7,,,3,3,1,,4
113,837,2,5,1,1,,2,2,1,1,,,,57,6,4,,,2,,1,3,0,2,1,2,1.373,2.284,27,2,,,,,,,,,,,,,,,,,,,,,,,3,7,3
114,837,2,2,1,3,2,2,2,1,1,,,,61,1,1,,,2,,1,2,0,2,2,3,1.128,2.383,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,7
115,837,1,1,1,1,,3,2,1,1,0,0,1,32,4,6,,,1,2,,2,0,1,1,3,1.215,2.299,13,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
116,837,1,2,1,3,1,2,2,1,1,,,,70,3,5,,,2,,1,1,0,1,2,1,0.453,0.892,23,1,4,5,1,2,,,1,1,3,1,2,1,2,3,3,2,1,7,,,3,3,1,,4
117,837,1,5,1,1,,2,2,1,1,,,,36,4,9,,2,2,,1,1,0,1,1,1,0.802,1.466,34,1,3,4,8,,,1,1,1,3,1,2,1,2,3,1,2,2,1,,2,3,3,1,,4
118,837,1,2,1,1,,4,2,1,1,0,1,1,32,3,7,,,2,,1,2,0,1,2,3,0.741,1.565,21,1,3,5,2,,1,,2,2,3,2,,1,3,3,1,2,2,7,,,3,3,2,,2
119,837,1,2,1,3,1,2,2,1,1,,,,53,2,7,,,2,,1,1,0,1,2,2,0.491,0.932,26,2,,,,,,,,,,,,,,,,,,,,,,,1,,2
120,837,1,2,1,3,1,2,2,1,1,,,,63,2,6,,,2,,1,1,0,1,2,3,0.533,1.06,12,1,2,5,8,,,8,8,1,2,1,2,1,3,3,3,2,2,8,,,3,3,1,,3
121,837,1,5,1,1,,1,,1,0,,,,43,2,4,,,2,,2,2,0,1,1,3,1.026,1.065,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
122,837,1,2,1,3,1,2,2,1,1,,,,77,5,5,,,2,,1,1,0,2,1,1,0.683,1.247,42,1,3,5,1,1,,,1,1,1,9,,1,1,1,8,3,2,7,,,3,3,1,,4
123,837,1,2,1,1,,3,3,2,1,,,,46,3,5,,,2,,1,1,0,2,1,3,0.997,1.887,37,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
124,837,2,2,1,3,5,3,2,1,1,0,0,1,41,2,1,,,2,,2,2,0,1,1,3,1.926,3.658,48,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
125,837,1,4,1,1,,2,2,1,1,,,,43,2,4,,,2,,1,3,0,2,2,2,1.047,2.238,29,1,2,5,2,,2,,2,1,3,8,,1,2,1,1,2,3,8,,,3,3,3,7,3
126,837,1,2,1,1,,4,3,2,1,0,1,0,52,3,2,,,2,,1,2,0,1,2,2,0.74,3.165,29,1,4,5,2,,1,,2,2,3,2,,1,3,3,1,2,2,1,,1,7,3,2,,4
127,837,1,2,1,1,,3,2,1,1,0,1,0,45,4,99,1,,2,,1,1,1,1,1,2,0.24,0.497,55,1,4,5,1,2,,,1,1,2,1,2,1,2,3,1,3,2,2,2,,3,3,1,,4
128,837,1,4,1,3,1,1,,0,1,,,,72,1,8,,,2,,1,2,0,2,2,3,1.306,2.759,1,1,2,1,8,,,8,7,7,2,8,,3,3,3,3,2,2,8,,,3,3,2,,3
129,837,1,2,1,1,,4,2,1,1,1,0,1,40,3,6,,,2,,1,1,0,1,1,2,1.936,3.219,20,1,1,5,1,1,,,1,1,3,1,2,1,2,1,1,3,2,8,,,3,3,1,,4
130,837,1,4,1,3,1,1,,1,0,,,,69,1,1,,,2,,1,2,0,1,1,3,1.574,1.633,47,1,2,5,2,,2,,2,1,3,2,,3,3,3,3,2,1,1,,2,3,3,2,,5
131,837,1,2,1,1,,3,2,1,1,1,0,0,46,2,6,,,2,,1,3,0,1,2,3,0.441,0.877,12,1,4,5,1,1,,,1,1,1,1,2,1,2,1,1,3,1,7,,,3,3,3,1,3
132,837,1,2,1,1,,3,2,1,1,1,0,0,38,2,5,,,2,,1,1,0,1,1,3,0.678,1.406,1,1,3,4,1,2,,,1,1,4,2,,1,3,3,3,2,2,2,2,,3,2,1,,3
133,837,1,1,1,1,,1,,1,0,,,,25,2,1,,,2,,1,3,0,1,2,2,1.099,1.176,29,2,,,,,,,,,,,,,,,,,,,,,,,3,2,4
134,837,1,5,1,1,,2,2,0,2,,,,60,3,5,,,2,,1,1,0,2,1,3,0.481,0.997,47,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
135,837,1,4,1,2,,1,,1,0,,,,99,4,6,,,2,,1,3,0,1,1,2,0.736,0.765,17,1,3,5,7,,,2,9,9,1,1,9,8,8,8,1,3,1,7,,,1,8,3,7,5
136,837,1,3,1,1,,2,1,0,1,0,0,1,40,5,6,,,2,,1,3,0,2,1,3,0.933,0.886,48,1,4,5,1,2,,,1,1,3,2,,3,2,2,3,2,2,2,2,,3,3,3,1,3
137,837,2,2,1,1,,4,3,2,1,1,0,0,44,3,6,,,2,,1,1,0,1,1,3,0.678,2.812,28,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
138,837,1,2,1,3,1,3,3,2,1,,,,58,2,3,,,2,,1,1,1,1,1,2,0.313,1.303,55,1,3,5,1,1,,,1,1,2,2,,1,1,1,1,3,2,2,2,,3,2,1,,2
139,837,1,2,1,2,,4,2,1,1,0,2,0,40,2,7,,,2,,1,3,1,1,1,2,0.359,0.745,55,1,3,3,1,2,,,3,1,2,1,2,1,2,1,3,2,2,2,2,,2,2,3,7,1
140,837,1,2,1,1,,2,2,1,1,,,,52,6,4,,,1,1,,8,0,1,2,3,0.499,1.054,28,1,4,5,2,,2,,2,1,3,2,,3,3,1,1,2,2,2,2,,3,3,8,1,2
141,837,2,2,2,3,3,2,2,1,1,,,,23,3,3,,,1,1,,3,0,2,1,3,1.618,3.073,48,1,3,5,2,,1,,3,1,3,2,,1,2,3,1,2,2,1,,2,3,3,3,7,3
142,837,1,2,1,1,,4,2,1,1,2,0,0,44,2,6,,,2,,1,1,0,2,2,3,0.705,1.49,1,1,3,5,1,1,,,1,1,1,2,,1,2,8,1,2,2,2,2,,3,3,1,,2
143,837,1,5,1,1,,2,2,0,2,,,,65,3,5,,,2,,1,1,0,2,1,3,1.044,1.983,48,1,3,5,2,,2,,3,1,3,1,2,3,2,1,2,2,2,7,,,3,3,1,,2
144,837,1,2,1,1,,3,3,2,1,,,,45,6,8,,,2,,1,1,0,2,1,4,1.125,2.164,53,2,,,,,,,,,,,,,,,,3,,,,,,,1,,2
145,837,1,2,1,3,2,5,2,1,1,0,3,0,34,4,9,,2,2,,1,8,0,2,1,3,0.966,1.835,48,2,,,,,,,,,,,,,,,,,,,,,,,8,7,3
146,837,1,2,1,1,,5,5,1,4,,,,39,2,3,,,2,,1,3,0,2,1,4,1.201,4.623,6,2,,,,,,,,,,,,,,,,3,,,,,,,3,1,4
147,837,1,4,1,3,2,1,,0,1,,,,82,1,1,,,2,,1,2,0,2,2,4,1.624,3.604,35,2,,,,,,,,,,,,,,,,,,,,,,,2,,5
148,837,1,2,1,1,,2,2,1,1,,,,34,3,8,,,2,,1,1,0,1,1,4,1.351,2.715,4,2,,,,,,,,,,,,,,,,2,,,,,,,1,,4
149,837,1,2,1,1,,5,2,1,1,1,2,0,41,4,7,,,2,,1,2,0,2,2,4,0.608,1.348,30,1,3,5,2,,1,,2,2,2,2,,1,8,1,1,3,2,7,,,2,2,2,,3
150,837,2,1,1,1,,3,3,1,2,,,,21,2,1,,,2,,1,1,0,1,2,4,0.705,1.565,35,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
151,837,1,2,1,3,1,2,2,1,1,,,,63,2,1,,,2,,1,1,0,1,2,4,0.724,1.607,30,1,4,5,1,1,,,1,1,3,2,,3,3,3,3,2,1,2,2,,3,3,1,,4
152,837,1,2,1,1,,4,2,1,1,2,0,0,53,5,8,,,2,,1,3,0,1,2,4,0.43,0.953,16,1,4,5,1,1,,,1,1,4,1,2,1,2,1,1,1,2,2,1,,3,2,3,2,4
153,837,1,1,2,1,,8,3,1,2,1,3,1,20,4,9,,2,2,,1,1,1,2,2,4,0.527,2.338,16,1,3,5,1,1,,,1,7,3,2,,1,3,1,3,1,3,8,,,3,3,1,,4
154,837,2,5,1,1,,2,1,0,1,0,1,0,36,3,4,,,2,,1,3,0,2,1,4,1.201,1.155,6,1,3,5,2,,2,,2,1,4,2,,1,2,3,2,2,3,8,,,3,3,3,7,3
155,837,1,2,1,1,,2,2,1,1,,,,33,2,7,,,2,,1,2,0,2,2,4,0.878,1.947,30,1,4,5,2,,1,,2,0,1,2,,1,3,3,3,2,2,1,,2,3,3,2,,3
156,837,2,1,1,3,1,1,,1,0,,,,71,3,2,,,2,,1,3,0,1,1,4,1.266,1.274,8,1,4,5,1,2,,,1,1,3,2,,1,3,3,3,1,2,7,,,3,3,3,2,4
157,837,2,2,1,1,,3,3,1,2,,,,47,2,3,,,2,,1,3,0,2,1,4,1.125,4.33,6,1,2,5,1,2,,,1,7,4,2,,1,3,3,3,2,3,7,,,3,2,3,1,4
158,837,1,2,2,3,3,2,2,1,1,,,,50,3,9,,1,2,,1,1,0,2,1,4,1.125,2.164,6,1,4,5,2,,1,,2,1,3,2,,3,2,3,2,3,1,7,,,3,3,1,,4
159,837,1,2,1,2,,5,2,1,1,2,1,0,37,4,9,,1,2,,1,2,1,2,1,4,0.431,0.829,6,1,3,5,2,,2,,2,1,3,1,2,3,2,1,1,2,2,7,,,3,3,2,,3
160,837,1,1,1,1,,2,2,2,0,,,,39,4,8,,,2,,1,1,1,1,1,4,0.45,0.907,8,1,4,5,2,,1,,3,1,1,1,1,1,2,1,2,2,1,7,,,2,1,1,,5
161,837,1,2,1,2,,4,2,1,1,0,0,2,33,4,9,,2,2,,1,1,0,2,1,4,0.891,1.716,6,1,3,5,1,1,,,1,1,2,1,2,1,3,3,3,2,2,2,2,,3,3,1,,4
162,837,1,2,1,1,,2,2,1,1,,,,99,2,6,,,2,,1,1,0,2,1,4,1.381,2.776,32,1,3,5,8,,,1,3,1,3,2,,1,3,3,3,3,3,8,,,3,3,1,,3
163,837,1,2,1,2,,2,2,1,1,,,,60,2,2,,,1,1,,2,0,2,2,4,0.712,1.574,6,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
164,837,1,2,1,1,,5,2,1,1,0,3,0,34,3,99,1,,1,1,,1,0,1,1,4,1.261,2.427,6,1,3,5,1,1,,,3,1,3,2,,1,2,1,2,3,2,1,,2,3,3,1,,3
165,837,1,2,1,1,,2,2,1,1,,,,61,2,7,,,2,,1,3,0,2,1,4,0.832,1.602,6,1,4,5,2,,1,,2,2,3,2,,1,3,1,3,2,2,1,,2,3,3,3,1,3
166,837,1,5,1,1,,1,,1,0,,,,39,4,7,,,2,,1,3,0,1,1,4,0.842,0.81,53,1,4,5,8,,,1,3,1,1,1,2,1,2,1,1,1,2,7,,,2,3,3,2,3
167,837,2,1,1,2,,1,,1,0,,,,64,4,2,,,2,,1,1,0,1,1,4,0.788,0.792,35,1,3,4,8,,,1,3,1,1,1,2,1,3,3,1,1,2,2,2,,3,3,1,,4
168,837,1,2,1,1,,2,2,1,1,,,,63,2,6,,,2,,1,8,0,1,1,4,1.027,1.976,6,1,4,4,2,,2,,2,1,3,2,,1,3,3,1,3,2,1,,2,3,3,8,1,4
169,837,1,2,1,2,,2,2,1,1,,,,65,3,7,,,2,,1,1,0,2,1,4,0.964,1.856,6,1,4,5,1,2,,,1,1,2,1,3,3,3,1,1,3,2,2,2,,3,3,1,,5
170,837,1,2,1,1,,3,3,2,1,,,,51,3,8,,,2,,1,3,1,1,2,4,0.362,1.605,6,1,4,5,1,1,,,1,1,3,1,2,3,2,1,1,1,2,7,,,3,3,3,7,4
171,837,2,1,1,1,,2,2,1,1,,,,24,4,3,,,2,,2,2,0,1,1,4,1.621,3.26,35,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
172,837,2,2,1,1,,4,2,1,1,0,0,2,22,2,8,,,2,,1,2,1,2,1,4,0.747,1.437,41,1,3,5,9,,,9,3,2,3,2,,2,3,3,2,2,2,2,2,,3,3,2,,2
173,837,1,2,1,1,,8,3,2,1,4,1,0,40,2,7,,,2,,1,2,0,1,1,4,1.173,4.519,6,2,,,,,,,,,,,,,,,,2,,,,,,,2,,4
174,837,2,2,1,1,,2,2,1,1,,,,60,1,3,,,2,,1,1,0,1,2,4,1.67,3.704,35,1,4,5,1,1,,,1,1,3,2,,3,3,1,3,1,2,2,2,,3,3,1,,4
175,837,1,2,1,1,,2,2,1,1,,,,47,1,99,9,,2,,1,3,0,1,1,4,1.957,3.768,6,2,,,,,,,,,,,,,,,,,,,,,,,3,8,2
176,837,1,5,1,3,1,2,2,1,1,,,,61,4,4,,,2,,5,2,0,2,1,4,0.639,1.286,8,1,4,5,2,,1,,2,2,2,2,,1,2,1,1,2,1,7,,,3,3,2,,3
177,837,1,4,1,3,1,1,,0,1,,,,70,4,99,9,,2,,1,2,0,2,1,4,0.691,1.33,6,1,4,5,8,,,0,3,1,2,2,,1,2,3,1,2,1,7,,,3,3,2,,3
178,837,1,2,1,2,,2,2,1,1,,,,65,4,6,,,2,,1,3,0,1,1,4,0.848,1.633,6,1,4,5,1,2,,,1,1,1,1,2,1,2,2,1,2,1,7,,,3,2,3,2,3
179,837,1,2,1,1,,7,5,3,2,1,1,0,43,3,8,,,2,,1,2,0,1,1,4,1.173,4.519,6,1,2,5,2,,1,,2,2,3,2,,1,3,3,2,3,3,2,1,,3,3,2,,4
180,837,2,1,1,1,,2,2,1,1,,,,25,4,9,,1,1,2,,1,4,1,1,4,0.733,1.475,8,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
181,837,1,2,1,3,5,4,3,2,1,1,0,0,46,2,8,,,1,1,,2,1,2,1,4,0.562,1.083,6,1,3,5,2,,1,,3,7,3,2,,3,2,3,1,3,2,8,,,3,3,2,,3
182,837,2,2,1,1,,2,2,1,1,,,,62,1,99,9,,2,,1,2,1,2,1,4,0.959,1.848,6,1,3,5,2,,1,,2,2,4,2,,1,3,3,1,2,1,7,,,2,3,2,,4
183,837,1,2,1,3,4,2,2,1,1,,,,61,4,6,,,2,,1,2,0,2,1,4,0.597,1.149,6,1,4,5,2,,1,,2,7,3,2,,1,3,3,3,2,1,1,,2,3,3,2,,3
184,837,1,2,1,2,,5,2,1,1,3,0,0,44,5,7,,,2,,1,1,0,2,1,4,0.861,1.658,6,1,4,5,1,2,,,1,1,2,1,2,1,3,1,1,3,2,2,2,,3,3,1,,4
185,837,1,2,1,1,,4,2,1,1,0,0,2,33,3,3,,,2,,1,1,0,1,2,4,0.89,1.975,16,1,3,5,1,1,,,3,1,3,1,2,1,3,3,1,2,2,2,2,,3,3,1,,5
186,837,2,1,1,2,,1,,1,0,,,,28,5,2,,,2,,1,2,0,1,1,4,0.905,0.871,6,1,1,5,2,,2,,2,2,1,8,,1,2,2,3,2,3,2,2,,3,3,2,,3
187,837,1,1,2,3,3,4,3,2,1,1,0,0,19,3,4,,,2,,1,3,0,1,1,4,1,3.848,6,1,4,5,0,,,2,3,7,3,2,,1,2,3,1,2,1,7,,,3,3,3,1,3
188,837,1,2,1,1,,7,2,1,1,2,3,0,47,2,5,,,2,,1,1,0,1,2,4,0.726,1.605,6,1,2,5,1,2,,,1,1,3,2,,3,3,3,3,3,3,8,,,3,3,1,,3
189,837,2,1,1,1,,1,,1,0,,,,35,3,3,,,2,,2,2,0,1,1,4,1.777,1.711,6,1,4,5,2,,1,,2,7,3,2,,1,2,1,1,2,3,8,,,3,3,2,,3
190,837,2,1,1,1,,2,2,1,1,,,,21,2,1,,,2,,1,2,0,1,2,4,0.705,1.565,16,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
191,837,2,5,1,1,,3,3,1,2,,,,44,3,6,,,1,1,,2,0,2,1,4,1.201,4.623,6,1,3,5,2,,1,,2,2,3,2,,1,2,3,1,2,2,1,,2,3,3,2,,2
192,837,2,2,1,3,4,2,2,1,1,,,,30,2,3,,,2,,5,3,0,1,1,4,1.261,2.427,6,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
193,837,1,2,1,3,2,3,2,1,1,1,0,0,53,3,8,,,2,,1,3,0,2,1,1,0.808,1.475,9,1,3,5,2,,2,,2,1,3,2,,3,2,3,1,2,2,7,,,3,3,3,2,4
194,837,1,2,1,1,,2,2,1,1,,,,28,3,7,,,2,,1,2,0,2,1,3,0.718,1.489,28,1,2,5,2,,2,,3,1,3,2,,1,2,3,3,3,2,7,,,3,3,2,,2
196,837,1,1,2,1,,4,3,2,1,1,0,0,21,3,9,,1,2,,1,3,1,1,1,2,0.305,1.269,17,1,3,5,9,,,1,1,1,2,2,,1,2,1,3,2,2,7,,,3,3,3,7,2
197,837,1,2,1,1,,3,2,1,1,0,0,1,28,2,8,,,2,,1,2,0,2,1,2,0.759,1.578,26,1,3,5,2,,1,,2,7,3,2,,3,3,2,3,2,3,8,,,3,3,2,,4
198,837,1,1,1,1,,2,2,0,2,,,,31,3,8,,,2,,1,1,0,2,1,2,0.759,1.578,18,1,4,5,8,,,1,1,1,3,2,,1,2,3,3,2,2,7,,,2,2,1,,3
199,837,1,4,1,3,1,1,,0,1,,,,77,2,3,,,2,,1,1,0,2,1,2,0.611,1.268,39,1,4,5,8,,,8,8,1,2,2,,1,2,3,3,2,1,7,,,3,3,1,,3
200,837,1,2,1,3,1,2,2,1,1,,,,69,3,6,,,2,,1,3,0,2,2,2,0.841,1.797,29,1,4,5,0,,,0,3,9,1,2,,1,2,9,2,2,1,7,,,3,3,3,7,7
201,837,2,1,1,3,2,7,2,1,1,2,3,0,26,1,5,,,2,,1,1,0,2,1,3,2.541,4.808,37,1,1,4,1,1,,,1,1,3,2,,8,3,3,3,2,3,8,,,3,3,1,,4
202,837,2,1,2,3,4,5,2,0,2,1,1,1,19,2,98,8,,2,,2,3,0,2,2,3,1.175,2.337,13,1,1,5,1,2,,,2,7,1,2,,3,3,3,2,2,3,1,,2,2,3,3,2,5
203,837,1,2,1,1,,2,2,1,1,,,,64,2,2,,,2,,1,3,1,2,1,3,0.451,0.856,40,1,4,5,8,,,2,2,1,1,2,,3,1,1,1,3,2,7,,,3,2,3,7,4
204,837,1,1,1,3,1,1,,0,1,,,,77,6,2,,,2,,1,3,0,2,1,1,0.718,1.31,9,1,4,5,1,2,,,1,1,3,1,2,1,1,3,3,3,2,7,,,3,3,3,2,8
205,837,1,2,1,1,,4,2,1,1,0,2,0,40,2,7,,,2,,2,3,0,1,2,3,1.225,2.885,48,1,3,4,8,,,1,3,1,4,1,1,1,2,1,2,2,2,2,2,,2,2,3,7,4
206,837,1,2,1,2,,2,2,1,1,,,,47,2,6,,,2,,1,2,0,2,1,3,0.649,1.347,1,1,3,5,1,1,,,1,1,2,1,2,3,2,3,1,3,2,2,1,,3,2,2,,5
207,837,1,2,1,3,1,3,2,1,1,1,0,0,71,1,2,,,2,,1,3,0,2,2,3,1.306,2.759,28,1,3,5,1,1,,,1,1,3,1,8,1,3,1,3,2,2,8,,,3,3,3,2,4
208,837,1,2,1,1,,4,2,1,1,0,0,2,25,4,7,,,2,,1,1,2,2,1,2,0.273,0.566,55,1,3,5,8,,,1,1,1,3,2,,1,3,3,1,2,3,8,,,3,3,1,,3
209,837,1,2,1,2,,3,2,1,1,1,0,0,40,2,99,9,,2,,1,3,0,2,2,2,1.047,2.238,20,2,,,,,,,,,,,,,,,,,,,,,,,3,2,4
210,837,1,5,1,3,2,5,2,1,1,1,2,0,37,1,1,,,2,,1,3,0,2,2,2,2.295,4.908,27,2,,,,,,,,,,,,,,,,,,,,,,,3,7,3
211,837,1,1,1,3,4,4,3,1,2,0,0,1,22,2,1,,,2,,1,3,0,1,1,2,0.611,1.269,26,2,,,,,,,,,,,,,,,,2,,,,,,,3,7,2
