ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9,AW10,AW11,AW12A,AW12B,AW12C,AW12D,AW13,AW14,AW15,AW16A,AW16B,AW17,AW18,AW19,AW20,AW21
350,837,1,1,1,3,1,1,,1,0,,,,60,2,3,,,2,,1,3,0,1,2,2,0.593,0.564,39,1,3,5,2,,1,,2,1,2,2,,3,3,3,3,3,2,1,,2,3,3,3,1,3
351,837,1,2,1,1,,4,2,1,1,0,2,0,35,2,6,,,2,,1,2,0,2,1,3,0.693,1.438,47,1,3,5,2,,1,,2,1,3,2,,1,2,3,1,2,2,1,,2,3,3,2,,4
352,837,1,2,1,1,,4,4,2,2,,,,50,3,9,,2,2,,1,1,0,2,1,2,0.687,2.855,26,1,3,5,8,,,1,1,1,3,1,2,3,3,1,1,2,2,7,,,3,3,1,,3
353,837,1,2,1,3,2,3,2,1,1,0,0,1,31,5,8,,,2,,1,1,0,2,1,3,0.791,1.495,37,1,3,5,1,1,,,1,1,3,1,2,1,3,1,1,3,2,8,,,3,3,1,,4
354,837,1,2,1,1,,3,2,1,1,0,1,0,39,3,7,,,2,,1,3,0,1,1,2,0.717,1.49,26,1,2,3,9,,,9,9,7,2,2,,1,1,1,3,2,2,7,,,9,9,3,7,4
355,837,1,2,1,1,,4,2,1,1,0,1,1,37,4,8,,,2,,1,1,0,1,1,1,0.605,1.104,9,1,4,5,1,1,,,1,1,2,2,,3,2,2,1,1,2,8,,,3,3,1,,3
356,837,1,2,1,2,,3,3,2,1,,,,54,2,3,,,2,,1,2,0,2,1,1,1.072,1.958,42,1,3,5,2,,1,,2,2,3,1,1,1,2,2,1,2,2,1,,2,2,3,2,,4
357,837,1,2,1,1,,2,2,1,1,,,,30,5,9,,1,2,,1,1,0,1,1,2,0.553,1.148,18,2,,,,,,,,,,,,,,,,3,,,,,,,1,,3
358,837,1,2,1,1,,2,2,1,1,,,,44,1,5,,,1,1,,2,0,1,1,2,1.653,3.435,39,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
359,837,1,2,1,1,,3,2,1,1,0,1,0,34,4,8,,,2,,1,3,0,2,2,1,0.335,0.736,36,1,3,5,1,2,,,1,2,3,2,,1,2,1,8,2,3,8,,,3,3,3,7,3
360,837,2,2,1,1,,2,2,1,1,,,,44,2,6,,,2,,1,3,0,2,1,2,0.733,1.525,18,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,3
361,837,1,2,1,1,,5,2,1,1,0,1,2,37,2,2,,,2,,1,1,0,1,1,3,1.04,1.969,37,1,4,5,1,2,,,1,1,1,2,,1,3,1,1,1,3,2,2,,3,3,1,,5
363,837,1,2,1,3,2,2,2,1,1,,,,59,2,7,,,2,,1,3,0,2,1,1,0.793,1.449,36,1,3,5,1,2,,,3,1,3,1,2,1,3,1,1,3,2,7,,,3,2,3,2,4
364,837,2,2,1,1,,2,2,1,1,,,,53,2,9,,2,2,,1,3,3,1,1,1,0.405,0.739,42,1,3,4,2,,2,,3,1,3,2,,3,2,3,1,1,1,7,,,3,3,3,1,2
365,837,1,2,1,3,1,2,2,1,1,,,,64,2,5,,,2,,1,3,0,1,1,2,0.627,1.303,26,1,3,4,8,,,8,3,1,3,2,,3,8,8,3,2,2,2,2,,3,3,3,2,2
366,837,1,2,2,3,2,3,3,1,2,,,,43,2,7,,,2,,1,3,0,2,2,1,0.451,1.984,36,1,3,3,8,,,1,3,7,3,2,,1,3,3,3,2,3,7,,,3,3,3,7,5
367,837,1,4,1,2,,1,,0,1,,,,74,2,3,,,2,,1,1,0,2,2,2,0.557,1.059,26,1,3,5,8,,,8,8,8,3,1,1,1,1,1,8,2,1,1,,2,2,3,1,,2
368,837,1,2,1,1,,2,2,1,1,,,,53,2,6,,,2,,1,1,0,1,1,2,0.518,1.078,18,1,3,4,8,,,0,9,1,3,2,,1,3,3,1,3,2,7,,,3,3,1,,3
369,837,1,2,1,1,,4,2,1,1,0,0,2,29,2,6,,,2,,1,1,0,1,1,1,1.202,2.196,42,2,,,,,,,,,,,,,,,,3,,,,,,,1,,3
370,837,2,2,1,1,,2,2,1,1,,,,23,2,4,,,2,,1,1,0,2,1,3,1.324,2.505,37,2,,,,,,,,,,,,,,,,2,,,,,,,1,,3
371,837,1,1,2,1,,3,3,1,2,,,,19,2,9,,1,2,,1,1,0,2,1,2,0.913,3.792,39,2,,,,,,,,,,,,,,,,2,,,,,,,1,,4
372,837,2,1,2,3,1,1,,0,1,,,,71,1,1,,,2,,1,3,0,2,1,1,1.598,2.915,9,1,3,4,1,2,,,1,1,3,2,,1,3,1,3,3,2,2,2,,2,7,3,7,2
373,837,2,1,1,1,,1,,0,1,,,,28,4,5,,,2,,1,3,0,2,1,1,0.85,1.552,36,1,3,4,2,,1,,2,7,4,2,,1,3,3,3,2,2,1,,2,3,3,3,7,3
374,837,2,5,1,3,3,1,,1,0,,,,32,3,1,,,2,,1,3,0,1,2,3,0.869,1.023,5,2,,,,,,,,,,,,,,,,2,,,,,,,3,7,4
375,837,1,2,1,1,,4,4,2,2,,,,55,4,9,,2,2,,1,2,0,2,1,3,0.529,2.003,37,1,4,5,2,,1,,2,2,3,2,,1,3,1,1,3,2,1,,2,3,3,2,,3
376,837,2,2,1,1,,4,1,1,0,1,2,0,34,1,7,,,2,,1,2,0,1,2,3,1.509,1.503,54,1,4,5,2,,1,,2,7,3,2,,1,3,1,3,2,3,1,,2,3,3,2,,2
377,837,1,5,1,1,,1,,1,0,,,,40,2,99,9,,2,,1,3,0,1,2,1,0.456,0.503,36,1,3,5,0,,,1,3,1,4,8,,1,3,1,3,1,3,8,,,3,3,3,2,9
378,837,1,2,1,1,,4,2,1,1,0,0,2,29,4,8,,,2,,1,1,0,2,1,2,0.545,1.132,18,1,3,5,1,1,,,1,1,1,1,2,3,2,1,1,1,3,8,,,3,3,1,,4
379,837,1,2,1,2,,3,3,1,2,,,,66,2,4,,,2,,1,2,0,1,1,3,0.683,1.416,21,1,4,5,2,,1,,2,2,3,2,,1,3,3,3,3,2,7,,,3,3,2,,2
380,837,2,4,1,1,,2,1,1,0,1,0,0,43,4,7,,,2,,1,3,0,1,1,3,0.912,0.866,48,2,,,,,,,,,,,,,,,,3,,,,,,,3,1,3
381,837,1,2,1,3,5,2,2,1,1,,,,55,1,1,,,2,,1,3,0,2,2,2,1.109,2.108,39,2,,,,,,,,,,,,,,,,2,,,,,,,3,7,3
382,837,1,4,1,1,,1,,0,1,,,,51,3,7,,,2,,1,3,0,2,1,2,0.687,1.428,39,1,3,5,2,,1,,2,1,3,2,,3,3,3,3,1,2,7,,,3,3,3,1,3
383,837,1,2,1,1,,4,3,2,1,1,0,0,46,3,8,,,2,,2,2,1,2,1,1,0.812,1.483,34,1,4,5,2,,1,,2,1,2,1,2,1,2,2,1,2,2,2,2,,2,3,2,,2
384,837,1,4,1,1,,1,,1,0,,,,62,5,8,,,2,,1,2,0,1,1,2,0.479,0.497,17,1,4,5,2,,1,,2,2,4,2,,1,2,3,3,2,1,1,,1,2,3,2,,2
385,837,2,5,1,1,,2,2,0,2,,,,31,2,2,,,2,,1,8,0,2,2,3,0.856,2.018,48,8,,,,,,,,,,,,,,,,2,,,,,,,8,8,2
386,837,1,1,1,1,,1,,0,1,,,,52,4,7,,,2,,1,3,0,2,1,2,0.493,1.024,17,1,3,5,2,,1,,2,1,3,2,,3,3,3,3,2,2,2,1,,3,1,3,2,4
387,837,1,2,1,3,1,2,2,1,1,,,,69,1,2,,,2,,1,1,0,2,1,3,1.969,3.727,13,1,2,4,1,2,,,8,1,2,2,,8,3,3,3,2,2,2,2,,3,3,1,,4
388,837,1,2,1,1,,3,3,1,2,,,,47,5,8,,,2,,1,3,3,1,1,3,0.27,0.511,51,1,4,5,1,1,,,1,1,2,1,2,1,3,1,3,1,1,7,,,3,3,3,7,2
389,837,2,1,1,1,,2,2,1,1,,,,26,4,7,,,2,,1,3,0,1,1,1,0.862,1.574,34,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,1
390,837,1,2,1,3,2,2,2,1,1,,,,53,1,4,,,2,,1,3,0,2,1,3,2.656,5.045,48,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,3
391,837,1,2,1,3,4,3,3,2,1,,,,49,4,8,,,2,,1,2,1,2,1,1,0.384,0.702,34,1,4,5,2,,1,,2,2,3,2,,1,2,3,1,3,2,7,,,3,3,2,,2
392,837,1,2,1,1,,3,2,1,1,1,0,0,43,2,2,,,2,,2,2,0,2,2,3,0.945,1.879,13,1,4,5,2,,1,,2,2,3,2,,1,1,3,1,3,3,1,,1,3,3,2,,3
393,837,1,2,1,1,,4,2,1,1,2,0,0,38,2,98,1,,2,,1,3,0,1,2,3,0.609,1.212,37,1,3,5,8,,,1,3,1,3,1,2,1,2,1,2,3,2,7,,,1,3,3,2,2
394,837,2,5,1,1,,1,,0,1,,,,27,2,4,,,2,,1,3,0,2,1,3,1.102,2.085,45,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,4
395,837,1,2,1,1,,2,2,1,1,,,,32,4,2,,,2,,1,1,0,2,2,2,0.777,1.662,19,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
396,837,1,2,1,1,,3,2,1,1,0,0,1,30,5,6,,,2,,1,2,0,2,1,2,1.471,2.446,27,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
397,837,1,1,2,3,4,4,4,2,2,,,,20,2,3,,,2,,1,2,0,1,1,1,0.953,3.479,42,2,,,,,,,,,,,,,,,,3,,,,,,,2,,3
398,837,1,4,1,1,,5,4,2,2,0,1,0,40,2,5,,,2,,1,3,1,2,1,2,0.99,3.294,20,1,3,5,1,1,,,1,1,2,1,2,1,2,1,1,3,3,8,,,3,3,3,2,1
399,837,1,2,1,3,2,4,2,1,1,0,0,2,33,4,99,1,,2,,1,3,0,2,1,3,0.966,1.835,48,1,4,5,1,1,,,1,1,2,1,2,1,2,1,1,3,2,7,,,3,8,3,2,3
400,837,1,2,1,1,,5,2,1,1,2,1,0,37,3,6,,,2,,1,1,0,2,1,3,1.301,2.47,40,1,3,5,1,1,,,1,1,3,2,,1,2,3,3,2,2,8,,,3,3,1,,2
401,837,1,1,2,1,,3,3,1,2,,,,38,2,99,9,,2,,1,2,0,2,2,3,0.623,2.482,37,2,,,,,,,,,,,,,,,,3,,,,,,,2,,3
402,837,1,1,1,1,,3,3,2,1,,,,27,2,5,,,2,,1,3,0,1,1,2,0.77,3.203,55,2,,,,,,,,,,,,,,,,,,,,,,,3,8,2
403,837,1,2,1,2,,3,2,1,1,0,0,1,35,4,5,,,2,,1,1,0,2,1,2,1.42,2.363,20,1,2,4,8,,,1,1,1,3,2,,1,2,1,3,2,3,8,,,3,3,1,,3
404,837,2,1,1,3,2,2,1,0,1,0,0,1,20,1,1,,,2,,1,8,0,2,1,1,1.074,0.979,9,2,,,,,,,,,,,,,,,,3,,,,,,,8,2,3
405,837,1,2,1,2,,3,2,1,1,0,0,1,37,4,7,,,2,,1,3,0,2,1,2,0.526,1.094,55,2,,,,,,,,,,,,,,,,,,,,,,,3,7,4
406,837,1,2,1,1,,3,2,1,1,1,0,0,38,2,8,,,2,,1,1,1,1,2,3,0.345,0.728,21,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
407,837,2,2,2,1,,3,2,1,1,1,0,0,48,3,7,,,2,,1,2,0,2,1,3,0.997,1.887,51,1,4,5,2,,1,,2,7,2,2,,1,3,1,3,3,3,7,,,3,3,2,,2
408,837,1,2,2,1,,4,3,1,2,0,0,1,31,3,3,,,2,,1,1,0,2,2,3,0.646,2.569,45,1,3,4,1,1,,,1,1,3,2,,3,3,3,2,3,2,2,2,,3,3,1,,3
409,837,2,2,1,1,,2,2,1,1,,,,50,2,6,,,2,,1,2,0,1,1,3,0.92,1.747,48,1,3,5,2,,2,,3,1,3,2,,1,3,3,2,2,2,2,2,,3,3,2,,2
410,837,1,2,1,3,2,6,4,2,2,1,1,0,45,3,9,,2,2,,1,1,1,2,1,3,0.609,2.313,48,1,4,5,1,1,,,1,1,3,8,,3,3,1,1,2,2,2,2,,3,3,1,,4
411,837,1,4,1,1,,1,,1,0,,,,48,5,99,1,,2,,1,3,0,1,1,3,0.54,0.511,51,1,3,5,2,,2,,2,1,8,2,,1,3,3,1,3,3,8,,,3,3,3,7,4
412,837,1,1,2,2,,4,4,2,2,,,,22,3,8,,,2,,1,2,0,2,1,3,1.319,5.01,5,1,4,5,2,,1,,2,2,2,1,1,1,2,3,3,2,2,8,,,3,3,2,,2
413,837,1,4,1,1,,2,2,1,1,,,,50,3,8,,,2,,2,2,0,2,1,3,1.509,2.857,24,1,4,5,2,,1,,2,2,2,2,,1,2,2,3,2,2,7,,,3,3,2,,4
414,837,1,2,1,1,,2,2,1,1,,,,73,1,2,,,2,,1,1,0,1,2,1,1.024,2.253,36,1,3,4,1,2,,,1,1,2,1,2,1,3,1,3,2,2,7,,,3,3,1,,5
415,837,2,1,2,3,4,7,3,0,3,2,0,2,22,2,3,,,2,,2,2,0,2,1,2,1.382,2.872,17,1,3,5,2,,1,,2,7,3,2,,3,3,3,3,3,3,1,,1,2,1,2,,3
416,837,1,1,1,1,,1,,1,0,,,,21,3,5,,,2,,1,2,0,1,2,1,0.508,0.501,33,1,3,5,2,,2,,2,2,3,2,,1,3,3,1,2,2,7,,,3,3,2,,3
417,837,2,2,1,1,,4,2,1,1,0,0,2,25,3,2,,,2,,1,3,0,2,1,3,0.718,1.489,21,1,3,5,2,,1,,2,1,3,2,,1,2,3,3,3,2,8,,,7,3,3,2,2
418,837,2,5,1,3,1,1,,0,1,,,,42,2,6,,,2,,1,2,0,2,1,3,0.693,1.438,21,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
419,837,1,2,2,1,,3,2,1,1,0,0,1,38,5,8,,,2,,1,1,0,2,1,1,0.619,1.129,25,1,2,5,1,8,,,1,9,1,2,,1,2,1,1,3,2,7,,,3,3,1,,3
420,837,2,1,1,1,,2,1,0,1,0,1,0,33,2,1,,,2,,2,2,0,2,1,3,2.04,1.938,22,8,,,,,,,,,,,,,,,,,,,,,,,2,,2
421,837,2,2,1,3,1,2,2,1,1,,,,78,2,99,9,,2,,1,1,0,2,1,2,1.647,2.74,27,1,4,5,0,,,1,1,1,3,1,2,1,1,1,8,3,2,7,,,1,2,1,,4
422,837,1,2,1,1,,3,2,1,1,1,0,0,44,4,6,,,2,,2,2,0,1,2,3,0.662,1.317,37,1,3,5,2,,2,,2,2,2,1,2,1,2,1,1,2,2,8,,,3,3,2,,4
423,837,1,2,1,3,1,2,2,1,1,,,,63,3,7,,,2,,1,2,0,1,1,3,0.592,1.229,47,1,3,5,2,,1,,2,2,3,2,,1,3,8,8,3,1,7,,,3,3,2,,2
424,837,2,1,1,3,3,2,2,1,1,,,,20,3,3,,,2,,1,3,0,1,1,3,0.577,1.198,47,1,2,4,2,,2,,3,2,3,2,,1,3,1,3,2,3,1,,2,3,3,3,2,2
426,837,1,2,1,3,2,5,2,1,1,0,2,1,36,5,8,,,2,,1,1,1,2,1,1,0.41,0.75,42,1,3,5,1,2,,,1,1,3,1,2,1,3,1,3,3,3,8,,,3,3,1,,4
427,837,2,3,1,3,1,1,,0,1,,,,64,6,1,,,2,,1,1,0,2,2,2,0.726,1.552,19,1,3,4,1,1,,,1,1,2,1,2,1,3,3,3,3,1,2,1,,3,3,1,,3
428,837,1,4,1,3,1,1,,1,0,,,,64,2,3,,,2,,1,3,0,1,1,3,1.112,1.056,5,1,4,5,2,,1,,2,1,3,2,,3,3,3,3,3,1,1,,1,3,1,3,1,4
429,837,1,2,1,1,,5,2,1,1,0,0,3,27,2,6,,,2,,1,1,0,1,2,3,0.655,1.303,45,2,,,,,,,,,,,,,,,,,,,,,,,1,,5
430,837,2,2,1,2,,5,2,1,1,0,3,0,37,3,2,,,2,,1,2,0,2,1,2,1.98,3.294,27,1,2,5,2,,1,,2,2,3,2,,1,3,3,1,3,2,1,,2,3,3,2,,4
431,837,2,4,1,3,1,1,,0,1,,,,84,1,2,,,2,,1,2,0,2,1,3,2.041,3.863,24,1,1,5,2,,1,,2,2,3,1,1,1,3,8,1,2,1,1,,2,3,3,2,,2
432,837,1,2,1,1,,5,2,1,1,3,0,0,32,2,98,2,,2,,1,3,0,1,1,2,0.77,1.601,18,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3
433,837,1,2,1,2,,2,2,1,1,,,,58,2,3,,,2,,1,3,0,2,2,1,0.312,0.688,36,1,3,5,8,,,8,8,1,3,2,,3,3,3,3,2,3,8,,,3,3,3,2,4
434,837,2,2,1,3,4,3,3,2,1,,,,25,2,6,,,2,,2,3,0,1,1,3,1.103,4.577,47,1,1,2,2,,2,,2,8,3,2,,1,1,1,2,3,3,2,2,,3,1,3,1,4
435,837,1,2,1,2,,2,2,1,1,,,,66,1,3,,,2,,1,3,0,1,1,3,2.674,5.078,48,1,3,5,2,,1,,2,2,2,2,,3,3,3,3,2,1,1,,2,3,1,3,2,3
436,837,1,2,1,1,,4,2,1,1,0,0,2,32,4,6,,,2,,1,1,0,2,1,2,0.545,1.132,18,1,4,5,1,1,,,1,1,1,2,,1,2,1,1,3,2,7,,,3,3,1,,3
437,837,1,2,2,1,,2,2,1,1,,,,59,2,9,,1,2,,1,3,0,2,2,3,0.574,1.351,5,1,4,5,2,,1,,2,1,3,1,2,1,2,1,3,3,2,7,,,3,3,3,1,2
438,837,2,1,1,3,4,1,,0,1,,,,31,3,3,,,2,,2,2,1,2,1,3,0.835,1.58,12,1,3,5,2,,1,,2,2,3,2,,1,2,1,3,2,3,8,,,3,3,2,,3
439,837,1,1,1,2,,4,4,2,2,,,,18,1,8,,,2,,1,2,1,1,1,3,0.289,1.198,1,2,,,,,,,,,,,,,,,,3,,,,,,,2,,2
440,837,1,2,1,1,,3,2,1,1,1,0,0,45,4,6,,,2,,1,1,0,1,2,2,0.352,0.668,39,1,3,5,2,,2,,2,1,3,1,1,1,3,1,3,3,2,1,,2,3,3,1,,4
441,837,2,2,1,2,,3,2,1,1,0,1,0,36,2,98,2,,2,,1,3,0,2,2,2,1.047,2.238,20,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
442,837,1,2,1,2,,2,2,1,1,,,,82,5,4,,,2,,1,2,0,1,1,1,0.92,1.681,34,1,4,5,2,,2,,2,2,1,2,,1,3,3,3,2,1,7,,,3,3,2,,2
443,837,1,2,1,1,,4,3,1,2,1,0,0,43,3,7,,,2,,1,3,0,1,1,2,0.717,1.49,26,1,3,5,8,,,8,8,1,3,2,,1,3,1,3,2,3,7,,,3,3,3,2,2
444,837,2,1,1,2,,5,2,1,1,1,2,0,25,3,2,,,2,,2,3,0,1,2,3,1.123,2.372,28,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
445,837,2,2,1,2,,2,2,1,1,,,,31,4,6,,,2,,1,3,0,1,1,3,0.98,1.861,48,1,2,5,2,,2,,2,2,4,8,,1,2,3,1,2,2,1,,2,3,3,3,8,3
446,837,2,1,1,1,,1,,1,0,,,,55,5,6,,,2,,1,3,0,1,1,3,0.653,0.617,24,1,4,5,1,2,,,1,1,1,1,2,3,2,1,1,3,2,7,,,2,2,3,2,3
447,837,1,3,1,3,1,1,,1,0,,,,73,2,99,2,,2,,1,3,0,1,2,3,0.815,0.959,48,1,4,5,2,,1,,3,2,2,2,,1,2,3,3,2,1,1,,2,7,3,3,1,3
448,837,1,2,1,1,,3,2,1,1,1,0,0,45,2,1,,,2,,1,1,0,1,2,3,0.585,1.378,5,1,4,4,1,2,,,1,1,2,1,2,3,2,1,3,3,2,2,2,,3,2,1,,3
449,837,1,2,1,2,,4,2,1,1,0,0,2,25,2,6,,,2,,1,1,0,2,2,2,0.719,1.366,18,1,2,4,8,,,8,8,1,4,2,,3,2,3,3,3,2,1,,2,3,3,1,,4
450,837,1,2,1,1,,5,2,1,1,1,1,1,43,4,9,,2,2,,1,1,0,1,1,3,0.912,1.732,48,1,3,5,1,2,,,1,1,1,1,3,3,2,1,3,2,2,8,,,3,3,1,,4
451,837,2,1,1,1,,1,,1,0,,,,42,4,4,,,2,,1,3,0,1,1,3,0.495,0.513,1,2,,,,,,,,,,,,,,,,,,,,,,,3,1,3
452,837,1,1,1,3,4,1,,1,0,,,,40,4,1,,,2,,1,1,0,1,2,3,0.58,0.683,48,1,4,3,2,,2,,2,1,3,1,1,1,2,9,1,2,1,1,,2,2,3,1,,5
453,837,1,4,1,3,1,1,,0,1,,,,86,1,1,,,2,,1,2,0,2,2,3,1.586,3.737,5,1,1,4,2,,1,,2,7,8,2,,3,3,8,2,2,3,8,,,3,3,2,,3
454,837,1,5,1,1,,7,4,2,2,0,1,2,27,2,2,,,2,,1,3,1,2,2,3,0.428,2.018,48,1,1,3,1,2,,,1,7,4,2,,1,3,3,3,2,3,1,,2,3,3,3,1,4
455,837,1,4,1,3,1,1,,1,0,,,,67,1,99,9,,2,,1,1,0,1,2,2,2.377,2.542,19,1,4,5,2,,1,,2,2,3,2,,3,3,3,3,2,1,1,,1,2,3,1,,3
456,837,1,2,1,1,,5,2,1,1,2,1,0,40,5,8,,,2,,1,3,0,2,1,2,0.526,1.094,55,1,3,4,2,,8,,2,7,3,8,,1,3,8,3,3,3,8,,,3,3,3,1,4
457,837,1,2,1,1,,2,2,1,1,,,,51,3,6,,,2,,1,2,0,1,2,2,0.491,0.932,18,1,2,5,2,,1,,2,2,4,2,,1,2,1,1,3,2,1,,1,3,3,2,,2
458,837,2,2,1,1,,5,2,1,1,0,1,2,26,5,6,,,2,,1,3,0,1,2,2,0.522,0.994,17,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,2
459,837,1,2,1,1,,3,2,1,1,0,1,0,40,2,8,,,2,,1,2,0,1,2,3,0.69,1.457,28,1,3,5,1,1,,,1,1,4,2,,1,1,1,1,3,2,7,,,3,3,2,,3
460,837,1,3,2,2,,3,2,2,0,0,1,0,34,3,3,,,2,,1,3,0,1,2,3,0.869,2.047,5,1,1,5,0,,,0,3,7,4,1,2,1,2,1,2,3,1,7,,,2,3,3,7,2
461,837,1,2,1,1,,2,2,1,1,,,,38,4,8,,,2,,1,1,0,1,1,2,0.514,1.069,55,1,4,5,1,1,,,1,1,2,2,,1,2,1,1,3,2,8,,,3,3,1,,5
462,837,1,2,1,3,1,2,2,1,1,,,,69,2,6,,,2,,1,1,0,1,1,2,1.951,3.244,27,1,4,5,1,1,,,1,1,2,1,2,1,3,3,1,3,1,7,,,2,2,1,,3
463,837,1,2,1,1,,3,3,2,1,,,,45,4,8,,,2,,1,1,0,1,2,2,0.53,2.27,20,1,3,5,1,8,,,1,1,3,2,,1,2,1,3,1,2,7,,,3,3,1,,3
464,837,2,2,1,1,,4,2,1,1,2,0,0,41,3,8,,,2,,2,2,0,2,1,2,1.111,2.309,17,1,3,5,2,,2,,2,1,3,2,,1,3,3,3,2,3,2,2,,3,3,2,,4
465,837,1,4,1,3,1,1,,0,1,,,,75,4,2,,,2,,1,2,0,2,2,2,0.413,0.787,26,1,3,5,2,,1,,2,2,3,2,,1,2,1,3,2,1,7,,,3,3,2,,3
466,837,2,2,1,1,,4,2,1,1,0,2,0,30,1,3,,,2,,1,2,0,1,1,3,1.679,3.483,1,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
467,837,1,1,1,2,,2,2,1,1,,,,73,5,7,,,2,,1,3,0,2,1,2,1.14,1.897,27,1,4,4,8,,,8,8,1,1,8,,1,8,3,3,2,2,7,,,2,2,3,7,3
468,837,1,1,1,2,,1,,1,0,,,,50,4,99,9,,2,,1,3,0,1,1,3,0.492,0.511,1,1,4,5,2,,2,,2,2,2,2,,1,2,1,1,3,1,1,,2,7,3,3,7,2
469,837,2,1,1,1,,2,1,0,1,1,0,0,34,2,3,,,2,,1,2,0,2,1,3,1.347,1.279,22,1,3,5,2,,1,,2,7,2,2,,1,2,1,1,2,3,8,,,3,3,2,,3
470,837,2,2,2,3,1,2,2,1,1,,,,68,1,5,,,2,,2,2,0,1,1,2,2.997,4.985,29,1,3,5,2,,2,,2,2,2,2,,1,3,3,3,2,1,1,,1,3,1,2,,3
471,837,1,2,1,1,,2,2,1,1,,,,99,5,9,,9,2,,1,1,0,1,1,2,0.736,1.531,17,1,4,5,1,1,,,1,1,1,2,,1,2,1,1,2,2,7,,,2,2,1,,5
472,837,1,2,1,1,,3,3,1,2,,,,48,4,8,,,2,,1,3,0,2,2,3,0.474,2.002,47,1,4,5,1,2,,,1,1,1,2,,1,1,1,1,2,2,2,2,,3,3,3,2,5
473,837,2,1,1,1,,1,,1,0,,,,24,4,99,9,,2,,1,2,0,1,1,2,0.611,0.635,17,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
474,837,1,2,1,1,,4,2,1,1,0,2,0,44,3,6,,,2,,1,3,0,1,2,3,0.69,1.457,47,1,3,5,1,2,,,1,1,1,2,,3,2,1,1,3,2,2,2,,3,3,3,2,4
475,837,1,2,1,1,,4,2,1,1,1,0,1,33,3,8,,,2,,1,1,0,1,2,3,0.869,2.047,48,1,4,3,1,2,,,3,1,3,2,,1,2,1,3,3,2,1,,2,3,3,1,,4
476,837,2,1,2,3,3,2,2,2,0,,,,23,3,1,,,2,,5,2,0,1,1,2,0.611,1.269,55,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
477,837,1,2,1,1,,2,2,1,1,,,,41,5,8,,,2,,1,3,0,2,1,2,0.526,1.094,55,1,3,4,8,,,8,8,8,1,2,,1,3,1,1,2,3,8,,,3,3,3,2,3
478,837,2,5,1,1,,3,1,0,1,1,1,0,99,3,3,,,2,,1,2,1,2,1,3,0.698,0.663,22,1,4,5,1,1,,,1,7,2,1,2,1,2,1,2,3,2,2,2,,3,3,2,,3
479,837,1,1,1,1,,4,4,4,0,,,,30,4,8,,,2,,1,2,2,1,1,2,0.277,0.574,55,1,4,5,2,,1,,2,0,3,1,3,1,2,3,1,2,1,1,,1,2,1,2,,1
480,837,1,2,1,3,2,2,2,1,1,,,,56,2,98,2,,2,,1,1,0,2,1,2,1.373,2.284,27,1,3,5,1,2,,,1,1,2,2,,1,2,8,1,2,3,8,,,3,3,1,,3
481,837,1,2,1,3,5,3,2,1,1,1,0,0,59,1,3,,,2,,1,2,0,1,2,3,1.391,2.938,28,1,4,3,2,,1,,3,7,2,2,,1,3,1,3,2,2,1,,1,2,1,2,,4
482,837,1,4,1,3,1,1,,0,1,,,,64,1,3,,,2,,1,2,0,2,1,3,2.079,3.949,22,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
483,837,1,2,1,3,2,5,3,2,1,2,0,0,40,2,98,2,,2,,2,2,0,2,1,3,1.971,3.742,22,1,3,5,8,,,2,2,1,3,2,,1,3,1,8,2,2,8,,,3,3,2,,4
484,837,2,2,1,1,,3,3,1,2,,,,45,1,3,,,1,9,,2,0,1,1,3,2.011,3.817,48,1,4,5,2,,1,,2,2,3,2,,1,3,1,3,2,2,7,,,3,3,2,,2
485,837,1,2,1,1,,2,2,1,1,,,,27,2,5,,,2,,1,1,0,1,2,2,1.099,2.351,19,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
486,837,1,2,1,3,4,2,2,1,1,,,,99,3,99,2,,2,,1,2,0,2,2,2,0.744,1.415,17,1,4,5,2,,1,,2,1,3,2,,1,3,3,3,2,3,7,,,3,3,2,,2
