ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,WEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW6A,AW7,AW8
361,932,1,4,1,1,,1,,0,1,,,,77,1,8,,,2,,1,2,0,2,2,3,2.301,4.204,12,1,3,5,1,2,,,1,1,3
362,932,1,2,1,3,4,5,2,1,1,0,2,1,29,3,5,,,2,,1,1,0,2,2,3,1.168,2.558,47,1,3,1,8,,,2,2,7,2
363,932,2,1,1,2,,1,,1,0,,,,99,5,99,9,,9,,1,9,0,1,1,3,1.021,0.852,5,1,3,5,9,,,9,9,9,2
364,932,1,1,2,3,3,5,4,3,1,1,0,0,28,2,1,,,1,1,,2,2,1,1,3,0.427,1.428,48,2,,,,,,,,,3
365,932,1,4,1,1,,3,3,0,3,,,,80,2,7,,,2,,1,8,0,2,2,3,0.873,1.595,51,1,4,5,8,,,8,8,1,3
366,932,1,2,1,3,1,2,2,1,1,,,,66,3,7,,,2,,1,3,0,1,2,3,1.273,2.327,13,1,4,5,0,,,0,3,1,3
367,932,2,3,1,1,,2,1,0,1,1,0,0,37,3,4,,,2,,1,1,0,2,1,3,0.94,0.868,51,1,4,5,1,2,,,1,1,3
368,932,1,1,2,1,,8,7,2,5,0,2,3,25,2,4,,,2,,2,1,3,2,1,3,0.72,2.688,47,1,3,5,7,,,2,3,2,2
369,932,1,2,1,1,,3,2,1,1,0,1,0,44,2,7,,,2,,1,3,0,1,2,3,0.703,1.47,5,1,3,5,1,1,,,1,2,3
370,932,1,2,1,1,,4,3,2,1,1,0,0,52,1,2,,,2,,2,2,0,2,1,3,2.859,5.278,13,1,2,3,2,,2,,2,7,2
371,932,2,1,1,1,,1,,1,0,,,,31,1,3,,,2,,2,3,0,1,1,3,2.821,2.604,37,2,,,,,,,,,2
372,932,1,2,1,3,4,4,3,1,2,1,0,0,46,4,1,,,2,,1,1,0,1,1,3,0.889,1.486,40,1,2,5,1,2,,,1,1,2
373,932,1,1,2,2,,6,5,2,3,1,0,0,20,3,5,,,2,,5,1,0,2,1,3,1.139,4.206,45,2,,,,,,,,,2
374,932,2,5,1,2,,5,3,1,2,1,1,0,29,2,1,,,2,,1,1,0,2,2,3,0.969,3.543,13,2,,,,,,,,,2
375,932,1,2,1,1,,4,2,1,1,1,1,0,39,2,8,,,2,,1,3,0,1,1,3,0.711,1.311,37,1,4,5,1,1,,,1,1,1
376,932,1,2,2,3,4,2,2,1,1,,,,52,1,2,,,2,,1,1,0,2,2,3,1.707,3.117,37,1,3,5,8,,,1,3,1,3
377,932,1,2,1,3,1,2,2,1,1,,,,99,3,6,,,2,,1,2,0,1,2,3,1.105,2.018,54,2,,,,,,,,,3
378,932,2,5,1,1,,1,,0,1,,,,99,3,6,,,2,,1,3,0,2,1,3,1.055,1.763,22,2,,,,,,,,,2
379,932,2,1,2,3,3,1,,1,0,,,,24,6,1,,,2,,5,0,0,1,1,3,0.767,0.641,48,2,,,,,,,,,8
380,932,2,2,1,1,,2,2,1,1,,,,21,2,3,,,2,,1,2,0,1,2,3,0.573,1.047,37,2,,,,,,,,,2
381,932,1,2,1,1,,2,2,1,1,,,,55,2,9,,2,2,,1,1,0,2,2,3,0.951,1.738,51,1,4,5,9,,,1,1,1,2
382,932,1,2,2,1,,3,2,1,1,0,1,0,31,2,7,,,2,,5,2,0,2,2,3,0.969,1.772,37,2,,,,,,,,,2
383,932,1,2,1,3,5,3,2,1,1,1,0,0,36,1,2,,,2,,1,2,0,2,2,3,2.575,5.639,21,1,3,5,8,,,9,9,1,2
384,932,1,5,1,1,,3,1,1,0,1,1,0,35,2,6,,,2,,1,3,0,1,1,3,0.83,0.693,22,1,2,3,1,2,,,8,1,2
385,932,2,2,1,1,,3,2,1,1,0,0,1,29,2,4,,,1,1,,3,0,1,1,3,0.854,1.428,48,2,,,,,,,,,3
386,932,2,2,1,2,,2,2,1,1,,,,51,1,3,,,2,,1,3,0,1,1,3,2.901,5.357,45,2,,,,,,,,,3
387,932,1,2,1,1,,2,2,1,1,,,,55,4,9,,1,2,,1,2,0,1,1,3,0.926,1.71,37,1,4,5,2,,1,,2,2,2
388,932,1,2,1,3,2,4,3,1,2,1,0,0,41,2,4,,,2,,1,2,0,2,2,3,0.821,3.001,37,2,,,,,,,,,2
389,932,2,4,1,1,,3,2,0,2,0,1,0,30,2,4,,,2,,1,2,1,2,1,3,0.554,1.025,12,2,,,,,,,,,2
390,932,2,5,1,1,,3,1,1,0,0,0,2,26,3,6,,,2,,1,2,0,1,2,3,0.724,0.757,48,1,3,5,1,2,,,3,1,3
391,932,1,1,2,1,,5,5,3,2,,,,25,5,8,,,2,,1,2,1,1,2,3,0.266,1.164,21,1,4,5,2,,1,,2,1,2
392,932,2,1,1,3,4,3,1,0,1,0,1,1,41,2,1,,,2,,2,8,0,2,2,3,1.202,1.099,13,2,,,,,,,,,2
393,932,2,2,1,1,,2,2,1,1,,,,29,2,3,,,2,,1,2,0,1,1,3,0.731,1.35,51,2,,,,,,,,,3
394,932,2,1,1,1,,2,2,2,0,,,,25,4,99,9,,2,,1,1,0,1,2,3,0.532,1.164,1,9,,,,,,,,,3
395,932,1,5,1,3,1,3,3,2,1,,,,39,2,2,,,2,,1,3,0,1,1,3,0.711,2.622,12,2,,,,,,,,,2
396,932,2,2,1,1,,3,2,1,1,0,0,1,31,2,5,,,1,1,,1,0,1,1,3,0.854,1.428,48,2,,,,,,,,,2
397,932,1,2,1,3,1,2,2,1,1,,,,65,1,2,,,2,,1,2,0,1,1,3,3.086,5.697,13,2,,,,,,,,,1
398,932,2,1,2,3,5,1,,0,1,,,,39,3,98,8,,2,,2,2,0,2,1,3,1.376,2.54,12,1,3,5,2,,1,,2,2,2
399,932,2,2,1,1,,3,2,1,1,1,0,0,43,2,8,,,2,,1,1,0,1,2,3,0.703,1.47,48,1,3,5,1,2,,,3,1,2
400,932,1,4,1,3,1,3,3,1,2,,,,71,2,2,,,2,,2,2,0,2,1,3,0.754,2.814,1,1,2,5,2,,1,,2,2,2
401,932,1,5,1,1,,2,1,0,1,1,0,0,45,4,6,,,1,1,,2,0,2,1,3,0.599,0.499,48,1,2,4,2,,1,,3,1,2
402,932,1,2,2,2,,6,3,2,1,2,1,0,41,2,2,,,2,,2,3,0,2,2,3,1.448,3.172,28,1,4,5,9,,,9,9,1,2
403,932,1,2,1,3,2,2,2,1,1,,,,73,2,98,2,,2,,1,9,0,2,1,3,0.679,1.135,48,1,3,5,9,,,9,9,9,2
404,932,1,2,1,1,,3,3,2,1,,,,57,2,4,,,2,,1,2,0,1,1,3,1.567,5.235,22,1,4,5,2,,1,,2,2,3
405,932,1,2,1,1,,3,3,1,2,,,,61,9,4,,,2,,1,2,0,1,2,3,1.136,2.374,48,2,,,,,,,,,2
406,932,2,5,1,1,,1,,0,1,,,,52,1,2,,,2,,1,3,0,2,1,3,1.952,3.605,12,1,3,5,2,,2,,2,7,2
407,932,1,5,1,2,,1,,0,1,,,,72,5,4,,,2,,1,1,1,2,1,3,0.289,0.482,48,1,3,5,1,1,,,1,1,2
408,932,1,2,1,1,,2,2,1,1,,,,56,4,7,,,2,,1,1,0,1,1,3,0.82,1.532,47,2,,,,,,,,,1
409,932,1,4,1,1,,1,,0,1,,,,60,2,6,,,2,,1,2,0,2,1,3,1.088,2.009,24,1,3,5,0,,,2,2,1,2
410,932,2,1,1,2,,2,2,1,1,,,,25,4,1,,,1,1,,3,0,1,1,3,0.505,0.932,12,1,1,5,1,1,,,1,7,3
411,932,1,2,1,3,2,3,3,2,1,,,,73,6,3,,,2,,1,2,1,2,1,3,0.291,0.536,37,1,4,5,2,,1,,2,2,2
412,932,2,2,1,1,,4,3,1,2,1,0,0,51,3,99,9,,2,,1,3,0,1,1,3,1.287,2.151,48,1,4,5,8,,,0,3,1,2
413,932,2,1,1,1,,3,3,2,1,,,,27,2,8,,,2,,2,1,0,1,1,3,1.252,4.182,22,1,2,4,1,2,,,1,8,3
414,932,1,1,2,1,,3,3,3,0,,,,28,2,5,,,2,,2,2,0,1,1,3,1.07,1.976,51,1,3,5,2,,1,,2,1,3
415,932,2,5,1,1,,1,,1,0,,,,30,4,1,,,2,,2,3,0,1,1,3,0.865,0.722,48,2,,,,,,,,,3
416,932,1,2,1,3,1,2,2,1,1,,,,99,2,3,,,2,,1,3,0,2,1,3,0.903,1.666,12,1,3,5,1,2,,,3,1,3
417,932,1,2,1,1,,3,2,1,1,0,0,1,26,2,4,,,2,,1,1,0,2,1,3,1.297,2.168,22,1,3,5,1,2,,,3,1,2
418,932,1,2,1,1,,3,2,1,1,0,1,0,35,2,5,,,2,,1,2,0,1,1,3,0.711,1.311,51,2,,,,,,,,,2
419,932,2,1,1,2,,2,2,2,0,,,,23,3,1,,,2,,1,1,0,1,2,3,0.69,1.512,1,2,,,,,,,,,1
420,932,1,2,1,1,,2,2,1,1,,,,32,2,4,,,2,,1,1,0,1,1,3,0.648,1.209,1,2,,,,,,,,,3
421,932,1,2,1,1,,2,2,1,1,,,,55,2,7,,,2,,2,3,0,1,2,3,1.715,3.133,51,1,3,5,2,,2,,2,1,2
422,932,2,2,1,1,,3,2,1,1,0,0,1,27,3,6,,,1,1,,1,0,1,1,3,0.854,1.428,48,2,,,,,,,,,1
423,932,1,3,1,3,4,4,2,1,1,2,0,0,42,4,7,,,2,,1,1,0,2,1,3,0.649,1.199,54,1,3,5,1,1,,,1,1,1
424,932,1,2,1,1,,4,4,2,2,,,,50,4,99,9,,2,,1,3,0,1,1,3,0.889,2.972,48,1,4,5,1,2,,,3,1,3
425,932,2,1,1,1,,3,2,0,2,1,0,0,23,2,1,,,2,,2,1,1,2,1,4,1.602,2.998,6,1,3,3,2,,1,,2,2,2
426,932,1,2,1,1,,4,2,1,1,1,1,0,43,2,4,,,2,,1,2,0,1,2,3,0.62,1.134,37,1,3,5,2,,1,,3,1,3
427,932,1,1,2,1,,3,2,0,2,0,0,1,27,6,1,,,2,,2,2,1,2,1,3,0.812,1.5,13,1,2,4,2,,2,,2,2,2
428,932,1,1,1,2,,3,3,2,1,,,,18,2,3,,,2,,1,1,0,1,1,3,0.656,2.423,37,2,,,,,,,,,3
429,932,1,2,1,3,2,3,3,2,1,,,,64,2,2,,,2,,1,1,0,2,2,3,1.078,2.253,5,1,2,2,1,1,,,1,7,3
430,932,2,4,1,3,1,1,,0,1,,,,73,1,1,,,2,,1,2,0,2,1,3,1.531,2.826,12,8,,,,,,,,,2
431,932,1,2,1,3,2,2,2,1,1,,,,54,3,9,,1,2,,1,1,2,2,1,3,0.433,0.723,22,1,3,5,1,2,,,1,1,2
432,932,2,1,1,1,,2,2,1,1,,,,35,3,2,,,2,,2,2,0,1,1,3,1.04,1.92,12,1,4,5,2,,1,,2,7,2
433,932,1,5,1,1,,2,2,1,1,,,,40,2,5,,,2,,1,2,0,2,1,3,1.099,1.836,48,1,3,4,2,,1,,2,7,2
434,932,1,2,1,1,,3,2,1,1,1,0,0,41,2,9,,1,2,,1,1,1,1,1,3,0.355,0.656,45,2,,,,,,,,,2
435,932,1,1,1,3,4,3,2,1,1,1,0,0,45,4,4,,,2,,2,2,1,1,1,3,0.557,1.028,12,2,,,,,,,,,2
436,932,1,2,1,1,,2,2,1,1,,,,53,2,2,,,2,,2,3,0,2,2,3,1.142,2.501,1,1,3,4,9,,,8,9,9,2
437,932,1,2,1,1,,3,2,1,1,0,0,1,34,6,7,,,2,,1,3,0,1,1,3,0.854,1.428,48,1,4,5,9,,,9,9,2,3
438,932,1,2,1,1,,3,2,1,1,0,1,0,31,2,5,,,2,,1,2,0,1,2,3,0.639,1.168,37,1,2,5,0,,,2,3,1,3
439,932,9,5,1,2,,1,,0,1,,,,99,4,99,9,,2,,1,1,0,2,2,3,0.545,0.996,13,1,4,5,2,,8,,2,1,3
440,932,1,1,2,2,,3,3,2,1,,,,22,5,99,9,,2,,1,2,0,1,2,3,0.573,2.095,54,1,3,5,2,,1,,2,2,2
441,932,2,1,1,1,,2,2,1,1,,,,26,4,6,,,2,,2,2,0,2,1,3,0.995,1.857,47,2,,,,,,,,,3
442,932,1,2,2,3,2,5,3,2,1,2,0,0,38,3,99,1,,2,,1,1,1,2,1,3,0.47,0.868,51,2,,,,,,,,,2
443,932,2,2,1,1,,5,2,1,1,1,2,0,37,4,99,9,,2,,2,2,0,1,1,3,0.84,1.404,48,1,2,5,2,,1,,2,2,2
444,932,1,4,1,3,1,2,2,0,2,,,,73,3,1,,,2,,1,3,0,2,1,3,0.514,0.96,47,1,4,5,1,1,,,3,1,3
445,932,1,2,1,1,,2,2,1,1,,,,45,6,6,,,2,,1,2,1,1,2,3,0.579,1.268,1,1,3,4,2,,1,,2,1,2
446,932,1,1,1,1,,4,2,1,1,0,1,1,28,2,6,,,2,,2,2,1,1,1,3,0.535,0.989,11,2,,,,,,,,,3
447,932,1,1,2,1,,3,3,2,1,,,,45,2,1,,,2,,2,2,0,1,1,3,1.668,5.571,22,1,4,5,2,,1,,2,2,2
448,932,1,5,1,3,1,2,2,1,1,,,,62,3,8,,,2,,1,1,0,1,1,3,1.567,2.618,40,1,3,5,1,1,,,1,1,1
449,932,1,5,1,1,,3,2,1,1,1,0,0,36,3,6,,,2,,1,1,0,2,1,4,0.668,1.384,32,1,4,5,1,2,,,1,1,2
450,932,1,4,1,3,1,2,2,1,1,,,,70,3,8,,,2,,1,1,0,1,1,3,1.704,2.846,48,1,4,5,9,,,9,9,1,3
451,932,1,2,1,1,,4,2,1,1,0,2,0,39,4,9,,2,2,,1,1,0,1,1,4,0.943,1.764,6,1,3,5,1,1,,,1,1,2
452,932,2,2,1,1,,2,2,1,1,,,,28,5,8,,,2,,1,3,0,1,1,4,0.971,1.816,41,1,4,5,2,,1,,2,1,3
453,932,1,4,1,3,1,1,,1,0,,,,81,5,7,,,2,,1,3,0,1,2,3,0.935,1.024,1,1,3,4,1,2,,,1,1,3
454,932,1,2,1,3,2,4,2,1,1,0,1,1,34,4,8,,,2,,1,1,0,2,1,4,0.545,1.129,8,1,4,5,1,2,,,3,1,2
455,932,1,1,2,3,4,3,3,3,0,,,,24,2,4,,,1,1,,3,1,1,1,4,0.63,1.179,6,2,,,,,,,,,2
456,932,1,5,1,1,,1,,0,1,,,,55,3,4,,,2,,5,2,1,2,1,3,0.544,1.005,11,1,4,5,2,,1,,2,2,2
457,932,1,2,1,1,,2,2,1,1,,,,50,4,9,,2,2,,2,3,1,1,1,4,1.07,2.002,6,1,4,5,2,,2,,2,2,2
458,932,1,2,1,1,,2,2,1,1,,,,36,2,8,,,2,,1,3,0,1,1,4,0.505,1.046,8,1,3,5,8,,,1,1,1,1
459,932,2,5,1,1,,3,2,1,1,0,1,0,27,4,6,,,2,,5,2,1,2,1,4,0.736,1.378,6,1,3,5,0,,,1,3,2,3
460,932,1,2,1,3,2,2,2,1,1,,,,52,4,1,,,2,,1,3,0,2,1,4,0.364,0.753,8,1,3,5,8,,,2,3,0,3
461,932,1,2,1,1,,2,2,1,1,,,,57,4,8,,,2,,1,2,0,1,2,3,0.809,1.479,13,1,4,5,2,,1,,2,2,2
462,932,2,5,1,1,,4,1,1,0,3,0,0,36,4,5,,,2,,1,1,0,1,2,4,0.48,0.508,8,1,3,5,1,1,,,8,1,3
463,932,2,1,1,2,,1,,1,0,,,,21,2,1,,,2,,1,3,0,1,1,4,0.503,0.521,16,1,3,5,1,2,,,3,1,3
464,932,2,2,1,2,,4,2,1,1,2,0,0,37,2,5,,,2,,1,1,0,2,1,4,0.668,1.384,56,2,,,,,,,,,3
465,932,1,2,1,1,,5,2,1,1,0,2,1,33,2,6,,,2,,1,3,0,1,1,4,0.519,1.076,30,1,3,5,2,,2,,3,1,2
466,932,1,5,1,1,,3,1,1,0,1,1,0,33,2,4,,,2,,1,1,0,1,1,3,0.731,0.675,37,1,3,5,1,1,,,1,1,3
467,932,1,2,1,1,,5,4,3,1,1,0,0,50,4,8,,,2,,1,2,0,1,2,4,0.53,2.24,8,1,3,5,1,2,,,1,2,3
468,932,1,1,2,1,,4,3,2,1,1,0,0,20,3,3,,,2,,2,1,1,1,1,4,0.923,3.453,53,1,3,5,2,,1,,2,1,2
469,932,1,2,1,1,,5,3,1,2,2,0,0,38,2,4,,,2,,2,3,0,1,2,3,0.909,1.66,45,1,4,5,2,,2,,3,2,2
470,932,2,5,1,1,,3,2,0,2,0,1,0,55,1,2,,,2,,2,2,1,2,1,4,3.209,6.004,6,1,3,4,2,,1,,2,2,2
471,932,1,2,1,1,,4,2,1,1,1,1,0,39,6,7,,,2,,1,1,0,1,2,3,0.62,1.134,13,1,4,5,1,1,,,1,1,1
472,932,1,2,1,1,,4,3,1,2,1,0,0,37,2,5,,,2,,1,3,0,2,1,3,1.099,3.671,5,2,,,,,,,,,3
473,932,1,5,2,1,,4,3,0,3,0,1,0,34,4,8,,,2,,2,2,0,2,2,3,0.982,1.793,37,1,4,5,2,,1,,2,2,2
474,932,1,2,1,3,1,2,2,1,1,,,,63,2,5,,,2,,1,3,0,2,1,4,0.773,1.602,16,1,4,5,8,,,2,3,1,2
475,932,1,5,1,3,4,2,1,1,0,1,0,0,41,3,1,,,1,1,,1,0,1,1,3,0.83,0.693,48,1,4,5,2,,1,,3,1,2
476,932,2,2,1,1,,2,2,1,1,,,,25,3,7,,,2,,1,1,0,1,1,3,0.731,1.35,45,2,,,,,,,,,3
477,932,1,2,1,2,,2,2,1,1,,,,52,3,8,,,2,,1,3,0,2,1,3,0.741,1.368,51,1,4,5,1,1,,,3,1,3
478,932,1,2,1,1,,4,2,1,1,0,1,1,31,3,3,,,2,,2,2,0,2,1,3,1.624,3,24,2,,,,,,,,,2
479,932,1,2,1,1,,3,3,2,1,,,,47,2,5,,,2,,1,3,0,1,2,3,1.091,4.559,22,1,4,5,1,1,,,8,1,2
480,932,1,2,1,1,,5,3,2,1,0,2,0,62,9,99,9,,2,,1,2,0,2,1,3,0.931,1.719,12,1,4,4,2,,1,,2,1,2
481,932,1,1,1,3,1,1,,0,1,,,,73,2,1,,,2,,2,2,0,2,1,3,0.85,1.57,12,1,4,5,0,,,2,2,2,2
482,932,1,2,1,1,,6,6,3,3,,,,53,5,9,,2,2,,2,3,4,1,1,4,1.07,4.006,6,1,4,5,2,,1,,2,2,2
483,932,9,2,8,3,1,3,3,2,1,,,,78,5,99,9,,2,,1,9,0,2,1,4,1.327,2.483,41,1,3,5,2,,2,,2,2,3
484,932,1,2,1,1,,2,2,1,1,,,,43,3,7,,,2,,1,2,0,1,1,3,0.83,1.387,22,1,1,5,2,,2,,2,1,3
485,932,2,5,1,1,,1,,1,0,,,,55,5,7,,,2,,1,2,0,1,1,3,1.082,0.904,48,1,4,5,2,,1,,2,2,2
486,932,1,4,1,3,1,1,,0,1,,,,74,2,1,,,2,,1,2,0,2,2,3,0.507,0.927,45,1,3,5,2,,1,,2,2,1
487,932,1,2,1,1,,3,3,2,1,,,,44,2,4,,,2,,1,3,1,1,1,3,0.314,1.175,1,2,,,,,,,,,2
488,932,1,1,1,3,1,2,2,2,0,,,,61,4,9,,2,2,,1,3,0,1,1,3,1.082,1.809,48,1,3,5,1,1,,,1,1,3
489,932,1,2,1,3,2,4,2,1,1,1,0,1,40,2,8,,,2,,1,1,0,2,1,4,1.806,3.379,53,2,,,,,,,,,1
490,932,1,2,1,1,,2,2,1,1,,,,56,5,8,,,2,,1,2,0,2,1,3,0.753,1.389,12,1,3,4,2,,2,,3,2,2
491,932,1,1,1,1,,2,2,1,1,,,,40,3,1,,,2,,1,2,0,1,1,4,0.505,1.046,4,1,4,5,2,,1,,3,1,2
492,932,2,2,1,1,,2,2,1,1,,,,38,4,8,,,2,,1,2,0,2,1,4,1.248,2.335,6,2,,,,,,,,,2
493,932,1,2,1,1,,2,2,1,1,,,,49,2,6,,,2,,1,3,0,2,1,4,1.424,2.664,6,1,3,4,7,,,1,3,1,2
494,932,1,1,1,1,,5,3,2,1,0,2,0,23,4,8,,,2,,1,1,0,1,1,4,1.261,4.718,53,2,,,,,,,,,2
495,932,1,2,1,3,1,2,2,1,1,,,,55,2,4,,,2,,1,3,0,2,1,3,1.088,2.009,12,1,4,5,2,,1,,2,1,3
496,932,1,2,1,3,1,2,2,1,1,,,,71,4,5,,,2,,1,1,0,1,2,3,0.88,1.608,51,1,4,5,1,1,,,1,1,3
497,932,1,2,1,1,,5,4,3,1,0,0,1,29,2,7,,,2,,1,1,0,1,1,3,0.648,2.418,21,1,3,4,1,2,,,1,1,2
498,932,1,5,1,2,,2,2,2,0,,,,40,1,7,,,2,,1,2,0,1,1,3,1.871,3.455,24,1,3,5,2,,1,,2,2,2
500,932,2,2,1,1,,4,2,1,1,0,0,2,27,3,2,,,2,,1,1,1,1,1,4,0.26,0.538,49,1,3,5,1,2,,,3,7,3
501,932,1,2,1,1,,2,2,1,1,,,,49,3,8,,,2,,1,1,0,1,2,4,0.661,1.786,53,1,4,5,1,1,,,1,1,3
502,932,1,5,1,1,,4,2,1,1,2,0,0,37,2,6,,,2,,1,2,0,1,1,4,1.364,2.553,6,2,,,,,,,,,2
503,932,2,1,1,2,,1,,1,0,,,,25,3,1,,,2,,1,1,0,1,1,4,1.406,1.314,6,2,,,,,,,,,1
504,932,1,2,1,2,,4,2,1,1,1,1,0,39,3,8,,,2,,1,3,0,2,1,4,1.806,3.379,53,1,4,5,1,1,,,3,1,1
505,932,1,2,1,2,,5,2,1,1,0,1,2,26,3,4,,,2,,1,1,0,2,1,3,1.11,2.049,37,1,3,5,2,,1,,2,1,2
506,932,1,4,1,3,1,1,,0,1,,,,72,2,6,,,2,,1,1,0,2,1,3,0.581,1.073,12,1,4,5,2,,1,,2,1,3
507,932,2,1,1,1,,1,,0,1,,,,20,6,4,,,2,,2,2,0,2,1,3,1.668,3.079,24,1,3,4,8,,,2,8,7,2
508,932,1,2,1,1,,4,4,1,3,,,,45,4,6,,,2,,1,3,1,1,2,3,0.4,0.876,47,1,4,5,2,,1,,2,1,2
509,932,1,1,2,1,,5,5,3,2,,,,23,3,8,,,2,,1,1,1,1,1,1,0.325,1.267,36,1,3,5,1,1,,,1,1,2
510,932,1,2,1,1,,2,2,1,1,,,,59,2,99,9,,8,,1,9,0,1,1,3,1.188,2.218,21,2,,,,,,,,,1
512,932,1,2,1,1,,4,2,1,1,0,1,1,31,3,8,,,1,2,,3,0,2,1,3,1.624,3,12,1,2,5,2,,1,,2,1,3
513,932,2,2,1,3,1,2,2,1,1,,,,86,2,1,,,2,,1,1,0,2,1,1,0.991,1.931,34,1,3,2,2,,2,,2,1,3
514,932,1,1,2,3,3,3,3,2,1,,,,19,1,8,,,2,,1,3,1,1,2,3,0.286,1.047,37,2,,,,,,,,,3
515,932,1,1,2,1,,3,3,2,1,,,,24,4,9,,1,2,,1,3,0,1,1,3,0.656,2.423,13,2,,,,,,,,,2
516,932,1,5,1,2,,1,,0,1,,,,56,3,98,8,,2,,1,8,0,2,1,3,1.088,2.009,54,1,3,5,1,2,,,1,1,1
517,932,1,2,1,1,,3,2,1,1,1,0,0,32,2,3,,,2,,2,3,1,2,1,3,0.72,1.344,47,1,4,4,2,,1,,2,7,2
518,932,1,2,1,3,4,2,2,1,1,,,,58,2,3,,,2,,1,1,0,2,2,1,0.751,1.415,42,1,3,5,2,,1,,3,1,2
519,932,2,1,1,1,,1,,0,1,,,,22,2,4,,,2,,1,3,0,2,1,1,1.129,2.2,42,2,,,,,,,,,3
520,932,2,4,1,3,1,1,,0,1,,,,79,3,99,2,,2,,1,1,0,2,1,1,0.991,1.931,36,1,4,8,8,,,1,1,1,2
521,932,2,2,1,1,,4,2,1,1,0,2,0,37,2,4,,,2,,5,3,0,1,1,1,0.704,1.372,42,2,,,,,,,,,2
522,932,2,1,1,3,5,4,1,0,1,1,2,0,99,3,1,,,2,,1,2,0,2,1,1,0.895,0.871,36,1,2,4,2,,2,,3,2,3
523,932,1,1,2,2,,5,5,2,3,,,,21,1,9,,1,2,,1,2,1,2,1,1,0.565,2.2,42,2,,,,,,,,,3
524,932,2,2,1,1,,5,2,1,1,0,2,1,33,3,6,,,2,,1,2,0,2,1,1,1.101,2.144,42,1,1,3,0,,,0,3,2,2
525,932,2,1,1,3,3,3,1,0,1,0,0,2,23,2,1,,,2,,1,1,0,2,2,1,0.787,0.74,42,2,,,,,,,,,2
526,932,2,1,1,1,,2,2,1,1,,,,30,2,3,,,2,,1,3,0,1,2,1,0.504,0.951,36,1,3,4,9,,,9,9,1,2
527,932,2,2,1,2,,4,2,1,1,0,1,1,33,2,2,,,2,,2,2,0,1,1,1,1.062,2.068,36,2,,,,,,,,,2
528,932,2,2,1,3,1,2,2,1,1,,,,66,1,1,,,2,,2,2,0,2,1,1,2.223,4.33,34,1,4,5,9,,,2,2,1,2
529,932,1,1,2,1,,2,2,2,0,,,,37,3,7,,,2,,1,2,1,1,1,1,0.353,0.686,36,1,4,5,2,,1,,2,2,3
530,932,2,2,1,1,,2,2,1,1,,,,64,5,7,,,2,,1,1,0,1,1,1,0.919,1.788,42,1,4,5,1,1,,,1,1,2
531,932,1,5,1,1,,4,2,1,1,1,1,0,46,4,7,,,2,,1,3,1,1,1,1,0.377,0.735,42,1,4,5,1,2,,,1,1,2
532,932,1,1,2,1,,3,3,1,2,,,,23,2,8,,,2,,1,8,0,2,1,1,1.13,4.401,36,2,,,,,,,,,2
533,932,2,1,2,2,,2,2,0,2,,,,21,3,5,,,2,,1,1,0,2,1,1,1.129,2.2,36,1,3,5,2,,2,,3,7,1
534,932,1,4,1,3,1,1,,0,1,,,,68,1,1,,,2,,1,2,0,2,1,1,1.518,2.957,42,2,,,,,,,,,2
535,932,1,2,1,1,,3,2,1,1,0,0,1,34,5,9,,2,1,1,,2,1,1,1,1,0.251,0.487,34,1,4,5,2,,1,,2,2,2
536,932,2,5,1,1,,3,1,0,1,2,0,0,41,5,4,,,2,,1,3,0,2,1,1,0.645,0.628,42,2,,,,,,,,,3
537,932,1,2,1,3,2,3,3,1,2,,,,44,2,7,,,2,,1,2,0,2,1,3,0.94,3.47,12,1,3,5,8,,,2,8,1,3
538,932,1,2,1,1,,2,2,1,1,,,,62,2,6,,,2,,1,2,0,1,1,1,1.329,2.589,36,1,4,5,2,,2,,2,1,2
539,932,2,2,1,3,5,3,3,2,1,,,,61,5,7,,,2,,1,2,0,1,1,1,0.919,3.578,36,1,4,5,2,,1,,2,9,2
540,932,2,1,1,1,,1,,1,0,,,,39,3,4,,,2,,1,2,0,1,1,3,0.711,0.656,12,2,,,,,,,,,2
541,932,1,2,1,1,,5,2,1,1,3,0,0,40,3,7,,,2,,1,1,0,1,1,1,0.704,1.372,34,2,,,,,,,,,3
542,932,1,2,1,1,,2,2,1,1,,,,99,4,98,8,,2,,1,8,0,1,1,3,0.873,1.612,45,1,3,5,8,,,8,8,1,3
543,932,1,5,1,1,,1,,0,1,,,,33,4,7,,,2,,1,2,2,2,1,1,0.38,0.74,34,1,4,5,2,,1,,2,1,2
544,932,1,1,1,1,,4,4,4,0,,,,30,3,3,,,1,2,,3,2,1,1,1,0.531,1.034,34,2,,,,,,,,,2
545,932,2,1,1,1,,2,2,1,1,,,,42,2,3,,,2,,2,3,0,2,1,1,1.365,2.658,34,2,,,,,,,,,2
546,932,1,1,2,2,,6,4,3,1,2,0,0,20,3,9,,1,2,,2,2,1,1,1,1,0.476,1.856,36,1,3,4,2,,1,,2,7,2
547,932,2,2,1,3,1,2,2,1,1,,,,70,2,6,,,2,,1,2,0,2,1,1,0.576,1.122,34,1,4,5,8,,,8,8,2,2
